SampleID,Additive noise model AB,Additive noise model BA
train13774,0.389419894987,0.226202246537
train13775,0.220835067038,4.14052669543e-35
train13772,0.653780414545,0.720888268586
train13773,0.162755076494,0.704584340306
train13770,0.299665754377,0.731833959836
train13771,0.608289209727,0.0240379647787
train45,0.366524556442,0.86822893991
train44,0.238680312403,0.00265695928269
train47,0.932317760404,0.597521480408
train46,0.804792034226,0.338806673478
train41,0.019495758265,0.163659414921
train40,0.171347284937,0.278375789212
train43,0.698216265766,0.50172663185
train42,0.685286199055,0.392882854446
train19525,0.20456751164,0.506390653516
train19524,0.949662571709,0.821833079381
train19527,0.307603616412,0.677428391109
train19526,0.274487684924,0.0634385970104
train49,2.14949631302e-05,0.881490118675
train48,0.971412078246,0.0292256698755
train19523,1.373694983e-19,3.33601524992e-10
train19522,0.636629776234,0.716986576806
train11730,0.080416363829,0.745163123785
train11731,0.751941198581,0.654657980758
train11732,0.775948584787,0.183794624023
train11733,0.534170555491,0.575052983583
train11734,0.499407935473,0.743681148213
train11735,0.427285266768,0.653705809155
train11736,0.429691982432,0.172507496002
train11737,0.698455038196,0.687750562453
train11738,0.133285335495,0.752771001455
train11739,0.833856647742,0.352140689255
train26316,0.850062837941,0.952982503406
train26317,0.866925822665,0.378448881741
train26310,0.53005651914,0.171855581981
train26311,0.0536609435807,0.0987487866568
train26312,0.333453213638,0.873478772826
train26313,0.662694060279,0.748998104808
train14016,0.352571725077,0.55794605482
train14017,0.404040220244,0.127277581229
train14014,0.055452648059,0.377182698933
train14015,0.442210653289,0.465691430985
train14012,0.588925017393,0.26316320034
train14013,0.0215418739451,2.28346217579e-61
train14010,0.15760590421,0.000985820298479
train14011,3.4725112286e-95,0.0810301699422
valid3828,0.0439191665914,0.558484591205
valid3829,1.77499230736e-08,6.36504805964e-35
train14018,6.46150848343e-180,nan
train14019,0.814434554067,0.726567613416
train19297,0.80105669767,0.0126172121154
train19296,0.885356848674,1.20530362213e-28
train19295,0.239406808066,4.68834960028e-05
train19294,0.000392035467823,0.14821792449
train19293,0.0836140495623,0.90695784058
train19292,0.319364883893,0.728879851123
train19291,0.294112316811,0.800205581025
train19290,0.278815531141,0.072226610114
train19299,0.921063137768,0.123135750754
train19298,0.535041089282,0.868661021134
train9169,0.224473769942,0.490457106382
train9168,1.38406812726e-39,0.0051270976811
train25759,0.538773455071,0.65987626529
train25758,0.831230550403,0.521558806543
train25755,3.2569306678e-23,0.312216173976
train25754,0.498340621359,0.0373437289738
train25757,0.475901987612,0.0204234849357
train25756,0.558239309255,0.769949663929
train25751,0.675485887947,0.499760024997
train25750,0.310745177399,0.162841189843
train25753,0.60383999822,0.803282087764
train25752,0.0663769793344,3.41188356714e-05
train9163,0.273327976391,0.810819513789
train11198,0.244946985076,0.105861298106
train11199,0.667535008839,0.195681693962
train9162,0.984349872709,0.747758779057
train11194,3.1744260572e-08,0.401531504875
train21044,0.515966665288,0.196871466829
train11196,0.886628444514,0.665567094972
train11197,0.142012963086,0.746656773496
train21041,0.625195329623,0.558069416822
train11191,3.02692672246e-10,0.793371235883
train11192,0.460935748288,2.97298606675e-86
train21042,0.0295644649376,0.587391968821
train29690,0.643844983848,0.166396709964
train29691,0.157533225494,0.159731280526
train29692,2.93435754219e-162,0.028612796048
train29693,0.628276796589,0.587397354816
train29694,0.669682366477,0.817838266434
train29695,0.00295408823645,0.112285187529
train29696,0.554981418063,0.455416917981
train29697,0.478155660206,5.99240365315e-07
train29698,4.31515457887e-09,4.2591708098e-19
train29699,0.643819482033,0.0809720416616
train4839,0.6451311561,0.0988986928894
train9166,0.578887893813,9.65495113707e-06
train9165,0.577278216709,0.503719533317
train9164,0.91429128253,0.62770486409
train4832,0.786032155397,0.233639269471
train4833,0.868574132772,0.805216103406
train9309,0.728202412133,0.0240308462777
train9308,0.130064441759,0.685978855877
train9303,0.331124817878,0.75703672561
train9302,0.0863759343068,0.114961405667
train9301,0.256554956149,0.965605095607
train9300,0.838468920212,0.470065501382
train9307,0.478509788792,0.398323982795
train9306,0.398603877664,0.373145973574
train9305,0.749794422438,0.637219296643
train9304,0.696001228965,0.567085056354
train30432,0.727697344244,0.805523505733
train30433,0.705733916326,0.751539691611
train24402,0.737764717706,0.260404612647
train24403,0.135419935847,0.854750923868
train24400,0.538925173679,0.921056133082
train24401,0.114541940943,0.575511735659
train24406,0.821053899651,0.488468231636
train24407,0.436353136268,0.19372699285
train24404,8.15786337615e-26,0.187350348912
train24405,0.275728847975,0.67096378759
train24408,0.663499147762,1.69680983709e-12
train24409,0.544306659646,6.58481471643e-17
train20312,0.893939641248,0.0702217226003
train20313,0.857698175103,0.724695858464
train20310,0.0682571259634,0.158794155241
train20311,0.431995762699,0.382883674451
train20316,0.099282416869,0.985470741575
train20317,0.45559178023,0.14159346251
train20314,0.215589035124,9.27104814741e-82
train20315,0.44545484913,0.903776266034
train20318,0.749894475036,0.687906660236
train20319,0.464876742123,0.396059646948
train23757,1.05553386913e-19,0.0295315227574
train23756,0.639628554051,0.00108864939673
train23755,0.5957042388,0.0136127439167
train23754,0.867832601855,0.648158412313
train23753,0.26951113256,0.619928648167
train30438,0.899471297426,0.000452031707505
train23751,0.671597114675,0.745850302921
train23750,0.201345482653,0.385693658716
valid1890,0.129468863536,0.119749363178
train30439,0.256615293015,0.863758664599
train23759,0.0563676297813,0.868712576371
train23758,9.37715064407e-70,0.886536287313
train22804,0.664427701325,0.000288784589105
train22805,0.321437827125,0.816658433592
train22806,0.263425286781,0.0374135627506
train22807,0.240821711036,0.00498285677079
train22800,0.276112848329,0.501465060255
train27833,0.803027438258,0.789440981225
train22802,0.0733976794164,0.627193804845
train22803,0.70378598038,0.00821672553484
train22808,0.795209940641,0.254978138523
train22809,0.182035777237,0.390624551183
train27838,0.765751413092,0.676045677429
train27839,0.380549773385,1.20689452025e-07
train22952,0.615010390243,0.913983547663
train22953,0.91498982236,2.51190506718e-55
train22950,0.475400712515,0.825828040876
train22951,0.436693796169,0.335892471471
train30303,0.732735896085,1.17417780528e-05
train22956,0.649621510832,0.673847873104
train22957,2.31070174575e-64,0.620419104927
train22954,0.14288794601,0.232759715669
train22955,0.68954354697,0.675158846277
train16692,0.345554810183,0.409202985785
train16693,0.434176521053,0.319585396249
train16690,0.296585669232,0.311023522982
train16691,0.269601378946,0.69933074961
train16696,0.813712321835,0.344434747361
train16697,0.550281831278,0.316968525742
train18458,0.490394131365,0.106147380949
train18459,0.388577688609,0.463645285373
train16694,0.0508105973625,6.32012437936e-46
train18452,0.568153554308,0.843269586479
train18453,0.0776462913869,0.0138217747857
train18450,6.86700199641e-06,0.664760252568
train18451,6.10086267448e-05,0.000123050197265
train18456,0.742605218351,0.940453711619
train18457,0.782544220456,0.597811766161
train18454,0.107666272504,0.616227389818
train18455,0.237286682206,0.728316974054
train30306,0.21426799177,0.783709128013
train16698,0.0658653643221,2.25305477443e-09
train24341,0.507665843243,0.957133371963
train16699,0.629666236653,0.279815347725
train21869,0.106847772206,0.667761421806
train21868,0.229092066983,0.645109821876
train21867,0.606738072767,0.582092393765
train21866,7.18059219606e-07,0.791527416132
train21865,0.516219212843,0.870577921308
train21864,0.710167140718,0.705090204681
train21863,0.945880522573,0.400874742235
train21862,0.546611390611,0.84739331647
train21861,0.202658940154,0.399172828358
train21860,0.0813555753481,0.71429260706
train29590,0.557554246557,0.552143081793
train24345,0.537192362978,0.42090772702
train24344,0.386205987243,0.837891411634
train24347,0.270086183367,0.152521925833
train24346,0.146913789341,0.411703860503
train181,0.0644213205689,0.257298210705
train30148,0.513542294361,0.28314398311
train30149,2.77239733531e-09,0.781221807118
train30146,0.492448224733,0.857924557437
train30147,0.875849795582,0.00220885907504
train30144,0.0675953755514,0.760159787275
train30145,0.103336594103,0.0320975751599
train30142,0.256288087814,0.119637902015
train30143,0.858801764702,0.820747670081
train30140,2.20415650169e-07,0.00889588980213
train30141,0.301849460972,0.799560208524
train19467,0.0185947725661,0.52494316603
train17574,0.050962170215,0.49292384766
train19461,0.00632693466045,0.722920245968
train17575,0.651086934687,0.251332301235
train6948,0.916199996922,0.823730592924
train6949,0.416167327472,0.186555491568
train5367,0.173065925372,0.0417658952783
train5366,0.374396152471,2.29408996782e-05
train5361,0.400517420982,0.081231593348
train5360,0.86771463469,0.482409443064
train5363,0.0869114936735,0.358318695885
train5362,0.63259776804,0.357178312635
train6940,1.27950301204e-15,0.76970064565
train6941,0.030165853143,0.598198824323
train6942,0.766218424493,0.831821075764
train6943,0.71241929797,5.87808247357e-32
train6944,0.584182262819,0.0672535633058
train5368,0.0484832914815,0.0490180390275
train6946,0.194557305028,0.100594853981
train6947,0.00135063093404,0.855139158725
valid1070,0.250469394504,0.363930406729
valid2830,0.353850954735,0.851941503506
train25418,0.60763197849,0.0256238132165
train25419,0.49412064307,0.436914032822
train17577,0.22629046204,0.309114092347
valid2831,0.757769498596,0.126553697533
train25412,0.000643063395335,0.933023216391
train25413,0.312514803007,0.890386706321
train25410,0.874932110531,0.576433981378
train25411,0.3483115224,0.365578907721
train25416,0.704131393546,0.375916334731
train25417,0.725548589365,0.0609650784094
train25414,0.524798705275,0.810450493423
train25415,0.220937801223,0.390930618841
valid2833,3.20081651718e-62,0.652196855546
valid2834,0.706644891585,0.529558918788
valid2983,0.858063820916,0.559054793148
valid2835,0.81372456135,1.53837573323e-71
train17570,0.592730228674,0.53799976478
valid2836,1.5167581404e-48,0.724094075931
valid2837,0.908244913526,0.726446572087
valid2984,0.31651799002,0.646039618956
train17571,0.0435196693924,0.169362975329
valid2985,0.820565543144,9.39542271206e-08
train17572,0.450689759081,0.265737855951
train17573,0.867426019336,0.00555226048055
valid69,0.777292738261,0.43290583618
valid68,0.406979207998,0.184958467144
valid63,0.197857594628,0.882314455984
valid62,0.895506088979,0.788583267365
valid61,0.916563888984,0.509700189269
valid60,0.940019238015,0.771035377064
valid67,0.737359951861,0.0925568388402
valid66,0.000933453173237,0.539784260807
valid65,0.32598789453,5.85392482021e-77
valid64,0.221478728198,0.949024818159
train8205,0.136475593637,1.66414429743e-12
train8204,0.964674266073,0.439424937142
train8207,0.260570031189,0.211995609352
train8206,0.511043758626,0.132001934289
train8201,0.00683218808174,0.856623858441
train8200,0.223508853175,0.696918525731
train8203,0.802429993156,0.157268526766
train8202,0.642916705146,0.657750262313
train14346,8.89588711543e-67,0.474362421408
train8209,3.94590572255e-20,0.902552487545
train8208,0.694982336029,0.922993843642
train14347,0.624576044235,0.764781542032
train30979,0.683575597743,1.26591145316e-30
train30978,0.926371137448,0.389307367961
train30977,0.427474155568,0.786306230189
train30976,0.634713353141,3.69822935624e-69
train30975,0.868860946029,0.26517173073
train30974,0.0360156418318,0.584214821895
train30973,0.453555947719,0.421583947706
train30972,0.736876567399,7.32152241063e-148
train30971,0.00127482962988,1.1638660358e-19
train30970,0.259990205184,0.501348214253
train14348,2.02188908697e-67,0.530899912315
train14349,0.302895656471,1.74021352919e-06
train19060,0.794795986676,7.27908769259e-27
train31598,0.866335230752,0.233310160615
train31599,0.00278905199578,0.491459317765
train19061,0.423749549994,0.541299843198
train31592,0.0170403168354,0.256044368383
train31593,0.536717241155,0.0669974078126
train31590,0.331866147541,0.221920825603
train31591,0.654824460472,0.720380032103
train31596,0.0378635079569,0.350877525162
train31597,3.66583854341e-16,9.75114843308e-31
train31594,0.896396087457,0.954841729929
train31595,0.570840350397,0.0207718363605
train14254,0.274755336145,0.807182481595
train14255,0.140731704932,0.325831763029
train14256,0.337771553617,0.582664336517
train14257,0.599391711604,0.0529977710055
train14250,0.905997944469,0.78643814046
train14251,0.599029756197,0.870249914387
train14252,0.270828854919,nan
train14253,0.490569615821,0.578593083356
train19064,0.296742426532,0.132481343734
train14258,0.760565158044,0.711006611772
train14259,0.385039799283,0.15549687494
train19065,0.936289581299,4.50448034362e-06
valid1992,1.17764716853e-52,0.0543670976548
valid1993,0.617009744664,0.0680445292661
valid1990,0.854419474569,0.589961272953
valid1991,0.000343749744992,2.69955310245e-15
valid1996,0.160711863915,0.656668849767
train19066,4.26263709813e-12,0.44546340203
valid1994,0.0889980188385,0.664002260065
valid1995,0.346527842557,0.636599036828
valid1105,0.874397749022,0.587106218621
valid1998,0.13567161656,0.899004291743
train19067,0.891899500512,0.00170041090158
valid1104,3.707627462e-14,0.351814528114
train6126,0.842664050944,0.647632051185
train6127,0.840610250575,0.0512095929091
train6124,0.985833215487,0.644642156473
train6125,0.783309824326,0.368303604068
train6122,0.58789389182,0.186164235227
train6123,0.0748998192377,0.672098911088
train6120,0.396723567153,0.0495189121944
train6121,0.384420215083,0.0928360079729
valid1106,0.715924699423,0.882897130625
train6128,0.227480524702,0.0871557707136
train6129,0.345722894096,0.164554564272
valid1109,0.00634247455075,0.643878296929
train31628,1.26676150272e-05,0.911572594072
train31629,0.103447382938,0.813898044819
valid1108,0.616711270991,0.00269057998017
train31624,1.27703434014e-10,0.27300565619
train31625,0.96184152965,0.793444776444
train31626,3.05171267062e-07,0.0554536748904
train31627,0.647692827984,0.693099832408
train31620,0.882273395617,0.816868469133
train31621,0.951848721611,8.06292873765e-06
train31622,0.780747714267,0.699208625789
train31623,0.792081842347,0.0681990371401
train17434,0.532219840901,0.131963913416
train17437,0.562580853597,0.22042939351
train17436,0.253842556809,0.727355177757
train1479,0.637953849696,0.638947886336
train1478,0.623090756206,0.45923534402
train17439,0.518903452558,0.108735761422
train1471,0.192358000048,0.803423095062
train1470,0.202862494261,2.90400103696e-05
train1473,0.984022792575,0.201099708459
train1472,0.731618257907,2.3828382215e-54
train1475,0.558944099038,0.0207597384459
train1474,0.205226141384,0.89979304328
train1477,0.514283129702,0.000377023771171
train1476,0.738504251752,0.886001907892
valid3598,0.627159259188,0.79911342687
valid3599,0.00185790809953,4.50564831469e-05
valid3590,0.120853775783,8.66036021693e-27
valid3591,0.0901200939933,0.76820346947
valid3592,0.750757683849,0.198561872028
valid3593,0.634859809503,0.845041389972
valid3594,0.501570611033,0.00983927756953
valid3595,0.548722477235,2.54040423748e-134
valid3596,0.69552797349,0.848955816788
valid3597,0.140711949816,4.19470242313e-13
train17438,0.133652465113,0.91965476841
valid2649,0.780863410005,0.0205917879481
valid2648,0.823977131536,0.551947105987
train15619,0.674759194654,0.444271545902
train15618,0.63836994671,0.42904817643
train15617,0.727356970355,0.581153610786
train15616,0.0014377186999,0.19098839654
train15615,0.0014923564221,0.54965981817
train15614,0.882868314912,0.328814294951
train15613,0.299797577592,0.194292171237
train15612,0.741752048167,0.891946694574
train15611,0.00269188010428,0.939890744513
train15610,0.504119977873,0.0357292607029
train12960,0.201156094831,0.366970936038
train12961,0.619539112992,0.736210683593
train12962,0.542608782937,0.964543001284
train12963,0.851161681399,0.407381553536
train12964,0.754232533982,0.180683479271
train12965,0.320861551386,0.223653813266
train12966,0.0834820010653,0.307335536475
train12967,0.198271631122,0.00559346427346
train12968,0.154832032365,0.206586271787
train12969,0.805153764642,0.0145303337797
valid659,0.811718033666,1.15535443281e-13
valid658,1.65283805948e-73,0.454406767609
valid389,0.0105117635196,0.233712626099
valid388,0.898575346958,0.343792376825
valid381,0.656437003424,3.05409101838e-20
valid380,1.62463754866e-05,4.64298280509e-177
valid383,0.499343767008,0.00205756429971
valid382,7.18972341075e-10,2.27199213428e-09
valid385,0.825295031193,0.270604093965
valid384,0.901673159726,0.37465483901
valid387,0.400386353131,0.11092397674
valid386,0.7517040802,0.747281083962
train5046,0.613633534595,0.544553011765
train5047,0.497089731199,0.26793835799
train12348,0.510909221656,1.88421144422e-05
train12349,0.261947057822,4.52370717699e-55
train12344,0.449633111588,0.585170944726
train12345,0.580665833621,4.51623340374e-09
train12346,0.368075733448,0.882737815126
train12347,0.464416658433,0.522323397333
train12340,0.737950471103,0.0162368938805
train12341,0.833136352334,0.191010248767
train12342,0.908528119793,0.18049209943
train12343,0.0736621719348,0.678702634467
train19877,0.113509902889,0.361640126142
train19876,0.08776789711,0.784081163843
train19875,0.000345859757484,0.153104004252
train19874,0.447761383274,0.847025193302
train19873,0.910903360888,0.565788029896
train19872,0.35888781946,0.47666096827
train19871,nan,0.557747397615
train19870,0.774311400232,0.208630831304
valid1699,0.0146608347526,0.00520531214477
valid1698,1.97384229583e-50,4.51225541598e-54
train19879,0.406135199141,0.19052076828
train19878,0.419996818245,0.662631134716
train815,0.441935650196,4.51747665237e-13
train814,0.799162746533,0.900461036685
train817,0.888425165418,0.601388948585
train816,0.768031735835,0.306219430831
train811,0.691435419398,0.0469476247313
train810,0.409626628354,0.023013859335
train813,0.705701735949,0.813191461952
train812,0.115112098547,0.362526861132
train819,0.331880843885,0.280631544819
train818,0.209722091231,0.14200990224
train17440,0.929524639035,0.870557869135
train17441,0.582845623391,0.572550196861
train17442,0.962540123586,0.587494931126
train17443,0.679065470365,0.846742358964
train17444,0.66733680855,0.592058818947
train17445,0.144352324661,0.228002972389
train17446,0.523486003194,0.26042305777
train17447,0.685102658188,0.325880355233
train17448,0.0592302156761,0.835351625054
train17449,0.373982837574,0.0502209785736
valid995,0.222384529222,0.632485905665
train27768,0.449722146744,0.202802320496
train27769,0.232154074089,0.0660004649366
train27762,0.531884264132,0.205501860402
train27763,0.329206031344,0.632229527917
train27760,0.921379890996,0.390976289724
train27761,9.00070782146e-11,0.335456853071
train27766,0.56868830515,0.0540656724006
train27767,4.59265062119e-74,0.769713317248
train27764,0.29581143868,0.654950886738
train27765,0.093514960666,0.895498996318
train23520,0.311115529339,0.589133368179
valid1529,0.874444307954,0.000152534353852
train18099,0.628663980605,0.251317966023
train23521,0.143765284595,0.922615726764
valid1523,0.655755263369,0.399590919346
valid1522,0.576658741006,0.596371534171
valid1521,0.881318393383,0.267381619713
valid1520,0.0889272798041,0.918995247669
valid1527,0.813260755936,0.595845043368
train23522,0.352893457951,2.42713754634e-62
valid1525,0.787853767124,0.00486940698067
valid1524,0.195374872122,9.80872580057e-10
train23523,0.245618112661,0.668069458857
train13393,0.959201065583,0.48581125805
train13929,0.594471625374,0.243618864914
train13928,0.0514915012852,0.204908008517
train13927,0.888283469361,1.3790772887e-16
train13926,0.016510285044,0.96467165162
train13925,0.466427464441,1.98009084765e-28
train13924,0.832836773269,0.499471176995
train13923,0.558372876032,0.147138489755
train13922,0.54359762705,0.779689515697
train13921,0.508000459413,0.000373735443567
train13920,0.0221463295136,0.0732867621136
train367,0.250886021332,0.975317441428
train366,0.802211891624,0.0723612221077
train365,0.215755523382,0.345601199876
train364,0.929933945207,0.48421687712
train363,0.623460701185,0.943044685775
train362,0.361252698668,0.99013072769
train361,0.0108668568403,0.14745579013
train360,0.0428138638663,0.336656661364
train18045,0.600924097745,0.594802202726
train18044,0.627639232293,0.743704809112
train20938,0.657053562263,0.254946991385
train20939,0.0247489529739,0.130001001995
train18041,0.710110651629,0.84250858085
train18040,0.0232481858481,0.0444256811535
train369,0.693753427041,4.30313809596e-15
train368,0.0958649225158,0.631764734577
train14931,0.439513572942,0.418384213811
train14930,8.19267605265e-14,5.07455921175e-315
train14933,0.0604816536506,0.341199189584
train14932,0.363297390382,0.839937163769
train14935,0.377590443674,4.79116059552e-144
train10695,0.129092986394,0.758736520686
train14937,0.621161167888,nan
train14936,0.621812239563,8.60387671995e-52
train14939,0.392693778795,0.436117771083
train14938,0.950314895367,0.689037997977
train18097,0.195943255922,0.728704435893
train18095,0.614230863361,0.352081377052
valid909,0.973880315898,0.222991084166
train20684,0.475207973086,0.000885270659306
train20685,0.162428297672,0.0228216675224
train20686,0.293296885777,0.139483031701
train22278,0.0638243293829,0.627219341306
train20680,0.745469818621,0.0596974785237
train20681,0.555909409637,0.972652311546
train20682,0.887574560672,0.558958031759
train20683,8.88979091212e-05,0.654992090675
train22273,0.75869694486,0.184398973024
train22272,0.564106884523,0.21031033931
train22271,0.25508710635,0.714618453154
train22270,0.128132222096,0.716798573287
train22277,0.764701319789,0.781379098502
train20689,0.829025722611,0.686509219795
train22275,0.0360597664352,0.684097101308
train22274,0.746018864028,0.000144149503219
train19312,0.427151092902,7.40008017266e-25
train19313,0.737528592566,0.864179461961
train19310,0.189133567499,0.572000397198
train19311,0.595491848796,0.549176180287
train19316,0.811081682114,0.096522482084
train19317,0.317442565463,0.267555537741
train19314,0.0907925224825,0.477242440417
train19315,0.800035670452,0.354704473169
train19318,0.629951800967,0.399923621204
train19319,0.000120474746201,0.867922704066
train9808,0.550277828679,0.530418164536
train9809,0.601608002644,0.410754791748
train9800,0.941781407662,0.928567152385
train9801,0.782920687228,0.0689820243598
train9802,0.456006403405,0.647590972996
train9803,0.655752778253,0.0615397644096
train9804,0.32598057447,0.748781264471
train9805,0.794732420773,0.966984714909
train9806,0.983418781659,0.434070463003
train9807,0.934230000394,0.330047804237
valid2621,0.468555613614,0.703610907356
train24309,0.697772020559,0.657166077898
train24308,0.208972458156,0.28614729536
train24305,0.171943579519,0.891017360397
train24304,0.931168446239,0.476211639364
train24307,0.00402130459434,0.503183911571
train24306,0.799511374836,0.6333972141
train24301,0.846991635204,0.239008242882
train24300,0.0384203306555,0.510657868332
train24303,0.309891899121,0.604041738064
