SampleID,Auto PIT 20 10 1,Auto PIT 20 10 2,Auto PIT 20 10 3,Auto PIT 20 10 4,Auto PIT 20 10 5,Auto PIT 20 10 6,Auto PIT 20 10 7,Auto PIT 20 10 8,Auto PIT 20 10 9,Auto PIT 20 10 10
train38,-2.6173,-1.4108,2.5658,-0.68519,-1.8052,2.9721,0.22467,1.8242,-0.58275,0.52367
train39,-2.5001,-1.466,2.349,-0.54696,-1.9298,3.0664,0.14335,1.6801,-0.60752,0.50097
train40,-2.6066,-1.4918,2.4844,-0.44968,-1.8863,3.0454,0.17526,1.6767,-0.71617,0.51312
train41,-2.5819,-1.6174,2.6055,-0.74258,-2.0259,2.7077,0.11267,1.7501,-0.97996,0.68416
train42,-2.785,-1.5632,2.2138,-0.65913,-1.9712,2.4567,0.36346,1.6047,-0.51972,0.30216
train43,-2.5939,-1.7383,2.3569,-0.76546,-1.7116,3.0591,-0.031524,1.8066,-0.78998,0.42362
train44,-2.4897,-1.5097,2.403,-0.65877,-1.8471,3.0166,0.21666,1.9145,-0.63793,0.45064
train45,-2.7362,-1.4795,2.5918,-0.43935,-1.7521,3.0756,0.14471,1.7469,-0.74255,0.50467
train46,-2.6544,-1.2131,2.5013,-0.44197,-1.7868,2.8988,0.14334,1.7698,-0.76467,0.24767
train47,-2.4303,-1.5176,2.2532,-0.41998,-2.0452,3.2901,-0.00054722,1.6355,-0.77491,0.62223
train48,-2.5738,-1.7645,2.2585,-0.7841,-1.6252,3.1626,0.098164,2.0195,-0.74824,0.38211
train49,-2.4211,-1.5726,2.4533,-0.66175,-1.876,3.1065,0.16016,1.8863,-0.61984,0.45351
train50,-2.5218,-1.652,2.538,-0.70029,-1.9005,3.0975,0.30579,1.4256,-0.86998,0.48856
train51,-2.2762,-1.247,2.509,-0.67918,-1.9323,3.1184,0.12812,1.9439,-0.51124,0.4264
train52,-2.529,-1.5528,2.4009,-0.56675,-1.9918,3.0014,0.28986,1.7549,-0.79357,0.5182
train53,-2.6015,-1.1755,2.3799,-0.6318,-1.8818,2.8344,0.29361,1.7541,-0.71186,0.31524
train54,-2.5375,-1.5069,2.4409,-0.44906,-1.9557,3.0385,0.24681,1.5355,-0.7342,0.44255
train55,-2.4231,-1.5653,2.5226,-0.51457,-2.0588,3.0295,0.20384,1.827,-0.97,0.59508
train56,-2.2483,-1.3779,2.4391,-0.61976,-1.9483,3.2297,0.13747,1.7675,-0.50335,0.42335
train57,-2.6741,-1.6288,2.4987,-0.8321,-1.8916,2.9002,0.22678,1.4968,-0.81167,0.52294
train58,-2.5378,-1.5029,2.4909,-0.31355,-1.7813,3.431,0.0084628,1.5907,-0.71899,0.35207
train59,-2.5919,-1.2403,2.7616,-0.62948,-1.6678,3.1387,0.085449,1.9215,-0.39952,0.49123
train60,-2.5128,-1.5248,2.5706,-0.69723,-1.9472,2.9783,0.24268,1.6398,-0.89652,0.54844
train61,-2.5647,-1.5523,2.5555,-0.82952,-1.9545,2.8859,0.24184,1.5493,-0.88685,0.56317
train62,-2.6858,-1.6169,2.5475,-0.6681,-1.8793,2.9665,0.20772,1.508,-0.81306,0.54849
train63,-2.4753,-1.4213,2.371,-0.80749,-2.104,2.7182,0.13986,1.68,-0.88226,0.58475
train64,-2.6336,-1.3125,2.4873,-0.56585,-1.8092,3.1207,0.16281,1.7716,-0.76102,0.47025
train65,-2.572,-1.7169,2.5019,-0.90383,-1.9125,2.9043,0.14914,1.6588,-0.89405,0.55177
train66,-2.4567,-1.7036,2.4704,-0.38497,-2.0099,2.9437,0.15702,1.6286,-0.79493,0.56371
train67,-2.5173,-1.6714,2.2352,-0.48594,-1.9192,3.0106,0.25786,1.8275,-0.63869,0.44672
train68,-2.6148,-1.6174,2.4009,-0.41454,-1.8467,2.9541,-0.017705,1.6193,-0.68534,0.41253
train69,-2.6125,-1.1143,2.7165,-0.63835,-1.7223,3.0328,0.14383,1.903,-0.40416,0.51689
train70,-2.554,-1.3075,2.3437,-0.35028,-1.9755,3.1709,0.25429,1.6658,-0.65476,0.42299
train71,-2.5565,-1.52,2.5145,-0.79529,-1.96,2.9713,0.20555,1.5341,-0.97402,0.58675
train72,-2.5192,-1.469,2.3631,-0.53141,-2.1241,2.8673,0.00015718,1.6652,-0.77083,0.68558
train73,-2.705,-1.3393,2.4986,-0.5045,-1.7386,2.9084,0.091347,1.7774,-0.71708,0.35285
train74,-2.5843,-1.101,2.4069,-0.61074,-1.8588,3.1258,0.14923,1.8721,-0.84532,0.42482
train75,-2.5505,-1.5015,2.5502,-0.57747,-1.9117,3.0224,0.22337,1.6633,-0.77239,0.53451
train76,-2.5795,-2.3178,2.0125,-0.81188,-1.7332,3.1309,0.10447,1.8457,-0.89299,0.39088
train77,-2.6822,-1.162,2.4865,-0.65478,-1.7619,2.9862,0.11255,1.7696,-0.73478,0.33333
train78,-2.7321,-1.359,2.4778,-0.65798,-1.7184,2.9454,0.11446,1.6478,-0.61935,0.40857
train79,-2.3567,-1.4415,2.1103,-0.74563,-2.0026,2.9863,-0.1138,2.0324,-0.81258,0.51672
train80,-2.4783,-1.5994,2.5772,-0.34775,-1.9317,2.9531,0.11283,1.6815,-0.63012,0.479
train81,-2.7963,-1.2774,2.7942,-0.66182,-1.6691,2.7481,0.20664,1.9031,-0.65606,0.4413
train82,-2.3081,-1.6415,2.5669,-0.72833,-1.9504,3.0659,0.33905,1.738,-0.70813,0.3191
train83,-2.7701,-1.6685,2.6464,-0.52596,-1.7325,2.9808,0.040562,1.7152,-0.83368,0.60447
train84,-2.579,-1.492,2.5847,-0.76185,-1.9274,2.8938,0.22831,1.692,-0.89101,0.56442
train85,-2.7725,-1.4989,2.467,-0.56918,-1.751,2.8534,0.19514,1.564,-0.572,0.37527
train86,-2.5569,-1.6916,2.4836,-0.85239,-1.944,2.9553,0.26601,1.3523,-0.89245,0.51963
train87,-2.5417,-1.4232,2.3848,-0.61233,-1.9661,2.7923,0.33965,1.8213,-0.80746,0.38318
train88,-2.6166,-1.6831,2.6327,-0.50039,-1.8798,2.8568,-0.074224,1.7585,-0.86693,0.67734
train89,-2.6997,-1.3373,2.5975,-0.77464,-1.8423,2.9838,0.17772,1.5506,-0.98146,0.58069
train90,-2.6703,-1.5027,2.5041,-0.61837,-1.825,3.0144,0.14903,1.7599,-0.81101,0.54886
train91,-2.5685,-1.4783,2.4421,-0.55161,-1.9502,3.0848,0.14443,1.6458,-0.78554,0.46078
train92,-2.7238,-1.5055,2.4811,-0.54015,-1.7202,2.8468,0.014316,1.4527,-0.57076,0.2794
train93,-2.4988,-0.85903,2.2449,-0.52763,-1.8965,3.1187,0.30444,1.8066,-0.74316,0.20542
train94,-2.4685,-1.4666,2.5223,-0.59338,-2.1032,2.879,0.085935,1.7534,-0.94978,0.62177
train95,-2.1913,-1.3665,2.5429,-0.55258,-2.0289,3.1275,0.098495,1.8529,-0.65119,0.35737
train96,-2.3317,-1.7305,2.2048,-0.36316,-2.104,2.924,0.33838,1.711,-0.63836,0.40467
train97,-2.2911,-1.451,2.4986,-0.69821,-1.897,3.2115,0.088118,1.9073,-0.60587,0.41091
train98,-2.5332,-1.4443,2.5681,-0.67753,-1.9558,2.9635,0.23043,1.654,-0.84994,0.56962
train99,-2.5201,-1.3282,2.7831,-0.56066,-1.749,3.1814,0.073453,1.8727,-0.46225,0.50001
train100,-2.5074,-1.4577,2.5295,-0.63764,-1.9494,2.7879,0.17947,1.6746,-0.76771,0.3665
train101,-2.5439,-1.4585,2.4879,-0.59269,-1.9028,3.0726,0.17408,1.7477,-0.75158,0.51882
train102,-2.4028,-1.5402,2.461,-0.62611,-2.0761,3.006,0.20499,1.523,-0.98343,0.55479
train103,-2.6692,-1.4327,2.5389,-0.53616,-1.7249,3.2761,0.10276,1.9436,-0.95958,0.58566
train104,-2.5973,-1.4624,2.5032,-0.73281,-2.002,2.8901,0.27836,1.372,-0.88388,0.56418
train105,-2.5634,-1.4546,2.5061,-0.56703,-1.8934,3.0494,0.17624,1.7451,-0.70973,0.51587
train106,-2.645,-1.3971,2.4749,-0.3564,-1.7465,3.4006,0.16412,1.6687,-0.7634,0.28829
train107,-2.47,-1.5169,2.473,-0.57544,-1.9233,3.0942,0.15586,1.8136,-0.7264,0.50284
train108,-2.5696,-1.4511,2.5695,-0.71034,-1.8749,3.1369,0.18627,1.4637,-0.92754,0.51519
train109,-2.6736,-1.4712,2.5169,-0.74058,-1.9381,2.841,0.19963,1.6079,-0.79759,0.55437
train110,-2.7812,-1.1219,2.7468,-0.67818,-1.5528,3.0637,0.36446,2.0936,-0.53304,0.5452
train111,-2.4611,-1.4607,2.2512,-0.51192,-1.9927,2.7852,0.26172,1.6354,-0.50798,0.35551
train112,-2.6593,-1.6454,2.4464,-0.67036,-1.9259,3.0639,0.59924,1.434,-0.82977,0.50549
train113,-2.7746,-1.1201,2.8385,-0.42928,-1.5936,3.0783,0.30768,2.0649,-0.77654,0.51529
train114,-2.6007,-1.1361,2.6352,-0.69734,-1.7004,2.9327,0.36564,2.0832,-0.5297,0.40252
train115,-2.7327,-1.2798,2.7042,-0.70118,-1.638,2.9466,0.19809,1.894,-0.45708,0.49262
train116,-2.7099,-1.5613,2.5164,-0.83276,-1.9211,2.846,0.25557,1.5998,-0.9844,0.61043
train117,-2.6398,-1.869,2.4404,-0.52004,-1.9985,3.0706,0.48801,1.737,-0.93267,0.65838
train118,-2.351,-1.4123,2.3112,-0.30815,-2.1739,3.21,0.10907,1.778,-1.0187,0.57803
train119,-2.7562,-1.1381,2.5294,-0.6388,-1.7228,3.0788,0.052799,1.7546,-0.78487,0.46319
train120,-2.6518,-1.4123,2.5149,-0.63711,-1.634,3.1631,0.13384,2.063,-0.68658,0.50697
train121,-2.6031,-1.5998,2.5189,-0.93249,-1.9849,2.793,0.28069,1.3491,-0.92635,0.5692
train122,-2.7166,-1.6624,2.2349,-0.74171,-1.7333,2.8034,0.044852,1.4254,-0.24537,0.37085
train123,-2.4907,-1.3302,2.3012,-0.47119,-2.0823,2.8442,0.32601,1.6227,-0.73769,0.32847
train124,-2.5353,-1.4961,2.4658,-0.45911,-1.9064,3.0652,0.16356,1.742,-0.81166,0.5076
train125,-2.6613,-1.8043,2.2778,-0.86706,-1.719,2.888,0.30686,1.8803,-0.73908,0.34778
train126,-2.5821,-1.5706,2.4881,-0.70724,-2.091,2.6528,0.034619,1.6932,-0.89775,0.70231
train127,-2.4653,-1.6291,2.5244,-0.93257,-2.0484,2.8354,0.26348,1.369,-1.0288,0.5884
train128,-2.5075,-1.5201,2.5049,-0.51299,-1.9223,2.9568,0.14125,1.7313,-0.70564,0.46642
train129,-2.5649,-1.4659,2.3937,-0.53996,-1.9267,3.0722,0.16476,1.7317,-0.7185,0.52265
train130,-2.5261,-1.5987,2.391,-0.84633,-2.1364,2.6864,0.26922,1.6854,-0.94998,0.60388
train131,-2.53,-1.6346,2.4798,-0.61706,-1.8994,3.1327,0.29192,1.4277,-0.83512,0.45762
train132,-2.5893,-1.4996,2.4933,-0.58344,-1.8782,2.9681,0.11354,1.8665,-0.74979,0.51178
train133,-2.6916,-1.6374,2.4316,-0.72615,-1.9538,3.0341,0.39393,1.6427,-0.90012,0.57324
train134,-2.5902,-1.4252,2.4396,-0.59143,-1.8504,3.0216,0.18572,1.8082,-0.68073,0.49561
train135,-2.4304,-1.6987,2.4291,-0.62319,-2.0815,3.0103,0.37223,1.5055,-0.92604,0.53969
train136,-2.7932,-0.81244,2.725,-0.58582,-1.681,3.109,0.10669,1.7691,-0.73673,0.52442
train137,-2.6388,-1.5333,2.5356,-0.90006,-1.965,2.809,0.28473,1.3776,-0.85651,0.5759
train138,-2.5819,-1.5953,2.4697,-0.6389,-1.8851,3.093,0.29028,1.4167,-0.78473,0.45955
train139,-2.5694,-1.61,2.5342,-0.63674,-1.8851,3.0869,0.3301,1.5207,-0.82468,0.47914
train140,-2.5577,-1.3411,2.302,-0.66609,-1.8574,2.9247,0.22757,2.017,-0.83065,0.47575
train141,-2.5833,-1.6293,2.3086,-0.87276,-1.9081,2.8324,0.3994,1.7366,-0.75406,0.34894
train142,-2.4985,-1.6591,2.5281,-0.54212,-1.9342,3.0393,0.21053,1.5165,-0.82762,0.52315
train143,-2.8012,-1.4769,2.3973,-0.57206,-1.8309,2.758,0.26437,1.7403,-0.61822,0.45457
train144,-2.6173,-1.3529,2.6099,-0.33237,-1.7019,3.578,0.18186,1.7072,-0.84002,0.32428
train145,-2.4861,-1.561,2.3281,-0.34151,-1.9855,2.9676,-0.0056118,1.6187,-0.58932,0.55472
train146,-2.7192,-1.5991,2.4258,-0.70209,-1.6847,2.8963,0.092691,1.4265,-0.2637,0.38367
train147,-2.5539,-1.4231,2.5156,-0.61242,-1.8987,3.0259,0.19139,1.7511,-0.72194,0.53252
train148,-2.2579,-1.5906,2.4364,-0.61375,-2.0683,3.2109,0.33129,1.8111,-0.80105,0.54629
train149,-2.5276,-1.2334,2.5064,-0.5964,-1.8692,3.008,0.1609,1.8242,-0.57909,0.48254
train150,-2.663,-0.98816,2.2207,-0.28051,-2.0961,3.1255,0.18999,1.6591,-0.61763,0.69091
train151,-2.6678,-1.6227,2.2536,-0.81017,-1.7054,3.034,0.24286,1.7869,-0.52619,0.46668
train152,-2.4128,-1.2815,2.461,-0.3402,-1.9527,3.3643,0.25889,1.8518,-0.73938,0.51012
train153,-2.4109,-1.8112,2.1404,-0.73281,-1.8944,3.0937,0.43298,1.8065,-0.76151,0.23448
train154,-2.6738,-1.0661,2.7069,-0.54017,-1.7693,2.9547,0.12309,1.8414,-0.46555,0.56075
train155,-2.6667,-1.0919,2.4305,-0.56633,-1.7748,3.191,0.061736,1.777,-0.85148,0.29803
train156,-2.5901,-1.4984,2.4579,-0.64342,-1.8652,2.9972,0.2024,1.7254,-0.62542,0.5038
train157,-2.4537,-1.5892,2.2851,-0.53986,-2.0243,2.8851,0.29851,1.8,-0.64655,0.44453
train158,-2.8625,-1.6408,2.6103,-0.77214,-1.8557,2.6764,0.41245,1.5141,-0.78712,0.53754
train159,-2.45,-1.4863,2.2793,-0.61757,-1.9306,3.0725,0.20971,1.6087,-0.44174,0.4611
train160,-2.4857,-1.5066,2.3253,-0.616,-1.9378,3.0029,0.30885,1.834,-0.70132,0.45967
train161,-2.5731,-1.5201,2.4877,-0.4988,-1.9117,3.0654,0.24965,1.8047,-0.73114,0.51589
train162,-2.4661,-1.712,2.2117,-0.7561,-1.944,2.9943,0.16761,1.8345,-0.7272,0.46132
train163,-2.5688,-1.7602,2.2387,-0.85398,-1.7188,3.0219,0.17574,1.9805,-0.75247,0.41054
train164,-2.7334,-0.83381,2.6139,-0.60378,-1.7136,3.232,-0.061285,1.7599,-0.94489,0.49626
train165,-2.3067,-1.6194,2.5397,-0.45208,-2.0372,2.9953,0.21453,1.7848,-0.63947,0.30976
train166,-2.598,-1.4313,2.5387,-0.61271,-1.9375,2.9924,0.32716,1.4388,-0.80382,0.51762
train167,-2.5605,-1.4843,2.4153,-0.59696,-1.8786,3.0456,0.20146,1.7338,-0.67818,0.47949
train168,-2.7083,-1.1557,2.735,-0.62318,-1.6876,2.997,0.14114,1.8615,-0.45505,0.55075
train169,-2.5977,-1.6384,2.3914,-0.65636,-1.8362,3.0697,0.062425,1.8073,-0.79604,0.54595
train170,-2.3508,-1.7358,2.2154,-0.54477,-2.1128,3.2723,0.13597,1.6185,-0.88185,0.56624
train171,-2.4862,-1.7214,2.3011,-0.74564,-1.8909,3.045,0.321,1.7603,-0.76059,0.35407
train172,-2.4807,-1.3596,2.6256,-0.53079,-1.8094,3.0728,0.27975,2.0781,-0.55131,0.46289
train173,-2.5702,-1.4768,2.4732,-0.46376,-1.8747,3.1027,0.26611,1.8271,-0.78518,0.48116
train174,-2.4029,-1.5257,2.4893,-0.59555,-2.0217,2.7989,0.28701,1.73,-0.6987,0.3457
train175,-2.2934,-1.3578,2.4595,-0.56932,-2.0223,3.1037,0.15843,1.8408,-0.66716,0.44809
train176,-2.5005,-1.3299,2.392,-0.43462,-1.9589,3.0487,0.22269,1.6471,-0.60268,0.42375
train177,-2.4738,-1.3935,2.3945,-0.617,-1.9086,2.9829,0.21788,1.8632,-0.58789,0.4607
train178,-2.5113,-1.632,2.5314,-0.65612,-1.9139,3.1143,0.31973,1.4254,-0.86221,0.48195
train179,-2.5623,-1.4452,2.4955,-0.62268,-1.8908,3.0251,0.19073,1.7413,-0.73046,0.51527
train180,-2.5668,-1.3649,2.4293,-0.50802,-1.9381,3.1283,0.18141,1.781,-0.65531,0.55821
train181,-2.8058,-0.97136,2.431,-0.29375,-1.9584,2.8455,0.068757,1.4058,-0.49806,0.48678
train182,-2.522,-1.6159,2.381,-0.70541,-1.8225,3.1143,0.086633,1.9792,-0.79718,0.52712
train183,-2.4646,-1.5324,2.5332,-0.68336,-2.0314,2.9694,0.28789,1.4001,-0.97138,0.5482
train184,-2.5173,-1.5704,2.4483,-0.55993,-1.9389,3.0906,0.24868,1.7032,-0.84906,0.49598
train185,-2.6838,-1.3595,2.4394,-0.41857,-1.9241,3.0221,0.12678,1.662,-0.7276,0.48574
train186,-2.4471,-1.6245,2.4939,-0.70011,-2.0785,2.9478,0.2766,1.4236,-1.0194,0.58762
train187,-2.6282,-1.342,2.5123,-0.71465,-2.0594,2.741,0.21036,1.5465,-0.88373,0.61109
train188,-2.4055,-1.213,2.7577,-0.6672,-1.7631,3.1813,0.077233,1.9753,-0.35951,0.45787
train189,-2.4976,-1.7152,2.4753,-0.97053,-2.0255,2.826,0.16601,1.528,-0.99102,0.59087
train190,-2.6625,-1.4476,2.476,-0.58018,-1.8806,3.0582,0.35375,1.4609,-0.71942,0.47983
train191,-2.8192,-0.68444,2.3972,-0.27112,-1.8798,3.0074,0.24683,1.765,-0.42399,0.45989
train192,-2.739,-1.752,2.362,-0.80821,-1.9347,2.7592,0.45265,1.5945,-0.6898,0.48245
train193,-2.5521,-1.4521,2.4478,-0.62657,-1.9814,2.9952,0.11803,1.7124,-0.83255,0.54858
train194,-2.5851,-1.5659,2.6819,-0.36248,-1.8908,3.1416,0.078178,1.7137,-0.92842,0.58144
train195,-2.7408,-1.2416,2.7395,-0.69356,-1.6145,3.0066,0.196,1.9137,-0.42666,0.53197
train196,-2.8786,-1.2148,2.6236,-0.57881,-1.683,2.8724,0.18508,1.7598,-0.5547,0.45961
train197,-2.5985,-1.4582,2.4451,-0.41218,-1.8664,3.1196,0.086612,1.7226,-0.77289,0.53465
train198,-2.5968,-1.7428,2.276,-0.65162,-1.6935,3.1799,-0.086332,1.9256,-0.71791,0.48325
train199,-2.8003,-1.5032,2.4399,-0.70407,-1.9215,2.7979,0.30043,1.6587,-0.78694,0.49879
train200,-2.5871,-1.4676,2.526,-0.61898,-1.895,2.9837,0.22269,1.7225,-0.80932,0.51313
train201,-2.5565,-1.4361,2.5161,-0.63016,-1.8927,3.0289,0.19201,1.741,-0.7337,0.52847
train202,-2.4383,-2.0748,2.0977,-0.84578,-1.6566,3.1943,-0.13918,2.0599,-0.83891,0.28806
train203,-2.5715,-1.2548,2.4189,-0.55964,-1.8665,3.0005,0.13345,1.798,-0.69167,0.44574
train204,-2.6801,-1.2995,2.5784,-0.06265,-1.947,2.9802,0.11802,1.5127,-0.62185,0.40117
train205,-2.6,-1.4923,2.4365,-0.53196,-1.86,3.0265,0.20633,1.755,-0.77793,0.44588
train206,-2.24,-1.2925,2.5759,-0.52172,-2.0333,3.139,0.10058,1.8349,-0.60813,0.45529
train207,-2.5906,-1.4962,2.4414,-0.5595,-1.8765,3.0897,0.16924,1.7081,-0.71435,0.50691
train208,-2.5704,-1.2533,2.764,-0.68427,-1.6864,3.0967,0.12757,1.9436,-0.38968,0.50376
train209,-2.5883,-1.4807,2.4859,-0.70269,-1.9495,2.8994,0.20705,1.6504,-0.81737,0.53449
train210,-2.5447,-1.4942,2.4192,-0.51973,-1.9005,3.0668,0.22003,1.7909,-0.70449,0.47149
train211,-2.5588,-1.3652,2.3736,-0.56984,-1.864,2.9149,0.11145,1.8438,-0.74715,0.39771
train212,-2.6192,-1.3665,2.308,-0.55184,-1.9042,3.1951,-0.0054978,1.6296,-0.81156,0.49442
train213,-2.571,-1.4257,2.6045,-0.48785,-1.852,3.0578,0.10915,1.8057,-0.60696,0.53007
train214,-2.5139,-1.4302,2.472,-0.60582,-1.9101,3.0129,0.19533,1.7885,-0.6742,0.50581
train215,-2.4582,-1.7063,2.4163,-0.6649,-1.9171,3.1443,0.21538,1.5856,-0.89953,0.47207
train216,-2.5295,-1.6254,2.4795,-0.90351,-2.0289,2.8008,0.10359,1.6812,-0.95217,0.61788
train217,-2.5114,-1.4294,2.4907,-0.5994,-1.9091,3.0557,0.17396,1.7857,-0.71375,0.51342
train218,-2.5456,-1.46,2.3942,-0.46736,-1.8929,3.2122,0.065695,1.6785,-0.69632,0.54831
train219,-2.609,-1.5571,2.6803,-0.93438,-1.9004,2.7972,0.35221,1.6401,-0.86231,0.47435
train220,-2.3532,-1.4278,2.3156,-0.64378,-1.9416,3.3074,0.24751,2.0146,-0.86902,0.55072
train221,-2.4893,-1.4804,2.5055,-0.7232,-2.071,2.8767,0.25183,1.4407,-0.97871,0.57955
train222,-2.511,-1.6047,2.4967,-0.42178,-1.9904,3.0485,0.215,1.5027,-0.83732,0.52583
train223,-2.454,-1.6947,2.4697,-0.95689,-2.0567,2.8458,0.19215,1.4497,-1.0187,0.59217
train224,-2.803,-1.5305,2.421,-0.6417,-1.7645,2.7452,0.1578,1.6572,-0.62423,0.39217
train225,-2.5288,-1.4657,2.4693,-0.57127,-1.9093,3.0691,0.17439,1.7814,-0.73651,0.51305
train226,-2.5964,-1.6005,2.4021,-0.67386,-1.6985,3.2283,0.074973,1.8236,-0.65369,0.49978
train227,-2.6929,-1.1989,2.487,-0.4215,-1.864,2.9984,0.066423,1.6151,-0.48924,0.55498
train228,-2.4117,-1.1071,2.6821,-0.70618,-1.7966,3.1031,0.12709,1.9771,-0.36413,0.4579
train229,-2.5392,-1.4903,2.4787,-0.59747,-1.9223,3.0181,0.11796,1.7464,-0.71467,0.57028
train230,-2.5369,-1.4993,2.4429,-0.60796,-1.9775,2.8116,0.23333,1.7454,-0.7412,0.33705
train231,-2.5583,-1.3135,2.5179,-0.23726,-1.9767,3.2734,0.24001,1.7323,-0.72861,0.59051
train232,-2.523,-1.9532,2.4139,-0.9528,-1.9525,3.004,0.35478,1.6158,-1.0089,0.60608
train233,-2.4973,-1.4167,2.5034,-0.51604,-1.8458,3.1763,0.22564,1.7768,-0.60548,0.43212
train234,-2.5962,-1.4082,2.4317,-0.57588,-1.8911,3.0899,0.1289,1.7171,-0.65614,0.55665
train235,-2.4878,-1.0749,2.2956,-0.50096,-1.9774,2.8644,0.37323,1.9078,-0.71848,0.30257
train236,-2.6365,-1.4191,2.2743,-0.23574,-2.0393,2.968,0.59523,1.6948,-0.60225,0.33767
train237,-2.576,-1.4437,2.49,-0.57898,-1.8974,3.0401,0.192,1.764,-0.7654,0.52705
train238,-2.5804,-1.7061,2.1965,-0.16493,-2.0461,2.9697,0.34771,1.5458,-0.44719,0.47254
train239,-2.5725,-1.4547,2.4431,-0.54439,-1.9219,3.0217,0.15934,1.7264,-0.73155,0.49327
train240,-2.3636,-1.699,2.3528,-0.7158,-1.836,3.0725,0.18241,1.8487,-0.70709,0.23846
