SampleID,Target
train905,0.294860
train906,0.301512
train907,0.495339
train908,0.234155
train909,0.969875
train910,0.045653
train911,0.707692
train912,0.512398
train913,0.595085
train914,0.644453
train915,0.512952
train916,0.210426
train917,0.261937
train918,0.556351
train919,0.659512
train920,0.420893
train921,0.685743
train922,0.097237
train923,0.789744
train924,0.281048
train925,0.843597
train926,0.474336
train927,0.302603
train928,0.895079
train929,0.880556
train930,0.766011
train931,0.193306
train932,0.631032
train933,0.480170
train934,0.825081
train935,0.613159
train936,0.919696
train937,0.919387
train938,0.326317
train939,0.243514
train940,0.493207
train941,0.481638
train942,0.895384
train943,0.674486
train944,0.853225
train945,0.266711
train946,0.556842
train947,0.594229
train948,0.558040
train949,0.913085
train950,0.413366
train951,0.864858
train952,0.686796
train953,0.950582
train954,0.628631
train955,0.632883
train956,0.714500
train957,0.979531
train958,0.995646
train959,0.853515
train960,0.304263
train961,0.943547
train962,0.332934
train963,0.999891
train964,0.456909
train965,0.790113
train966,0.845259
train967,0.477959
train968,0.844242
train969,0.146599
train970,0.152731
train971,0.254836
train972,0.548919
train973,0.115099
train974,0.330367
train975,0.167036
train976,0.085671
train977,0.516765
train978,0.509252
train979,0.403223
train980,0.790032
train981,0.991732
train982,0.333338
train983,0.426237
train984,0.604526
train985,0.105804
train986,0.532923
train987,0.300861
train988,0.922315
train989,0.470539
train990,0.815238
train991,0.228530
train992,0.849877
train993,0.829208
train994,0.357886
train995,0.899329
train996,0.969912
train997,0.350975
train998,0.357600
train999,0.899366
train1000,0.292084
train1001,0.657160
train1002,0.651335
train1003,0.034976
train1004,0.517318
train1005,0.682856
train1006,0.864555
train1007,0.857818
train1008,0.740445
train1009,0.431106
train1010,0.920856
train1011,0.789905
train1012,0.889364
train1013,0.203859
train1014,0.809530
train1015,0.850820
train1016,0.396925
train1017,0.380485
train1018,0.299352
train1019,0.935813
train1020,0.415577
train1021,0.533782
train1022,0.060931
train1023,0.808932
train1024,0.979993
train1025,0.057032
train1026,0.854508
train1027,0.001822
train1028,0.191695
train1029,0.875834
train1030,0.805199
train1031,0.113633
train1032,0.858754
train1033,0.765956
train1034,0.727593
train1035,0.101654
train1036,0.778390
train1037,0.702000
train1038,0.731938
train1039,0.079175
train1040,0.757785
train1041,0.314855
train1042,0.446648
train1043,0.606451
train1044,0.040246
train1045,0.536184
train1046,0.853109
train1047,0.532298
train1048,0.626734
train1049,0.558297
train1050,0.018085
train1051,0.653676
train1052,0.545981
train1053,0.485033
train1054,0.658252
train1055,0.636959
train1056,0.651319
train1057,0.018711
train1058,0.573533
train1059,0.701546
train1060,0.852896
train1061,0.935007
train1062,0.027933
train1063,0.948736
train1064,0.509935
train1065,0.806063
train1066,0.210290
train1067,0.029122
train1068,0.635600
train1069,0.043134
train1070,0.882473
train1071,0.015375
train1072,0.310892
train1073,0.419766
train1074,0.785898
train1075,0.795513
train1076,0.368112
train1077,0.861981
train1078,0.727596
train1079,0.404521
train1080,0.011946
train1081,0.278661
train1082,0.863499
train1083,0.243495
train1084,0.141909
train1085,0.387403
train1086,0.455974
train1087,0.961408
train1088,0.171969
train1089,0.053589
train1090,0.535881
train1091,0.074916
train1092,0.502105
train1093,0.435933
train1094,0.316574
train1095,0.488240
train1096,0.633194
train1097,0.208402
train1098,0.110405
train1099,0.373657
train1100,0.676281
train1101,0.870812
train1102,0.369190
train1103,0.387724
train1104,0.973624
train1105,0.844990
train1106,0.122993
train1107,0.550033
train1108,0.778056
train1109,0.299939
train1110,0.006309
train1111,0.076600
train1112,0.619311
train1113,0.377676
train1114,0.724854
train1115,0.318938
train1116,0.424446
train1117,0.859277
train1118,0.115317
train1119,0.721797
train1120,0.070987
train1121,0.577919
train1122,0.272870
train1123,0.233474
train1124,0.221119
train1125,0.252119
train1126,0.526743
train1127,0.243149
train1128,0.289109
train1129,0.052096
train1130,0.874789
train1131,0.512801
train1132,0.119938
train1133,0.938273
train1134,0.663452
train1135,0.672224
train1136,0.257230
train1137,0.792654
train1138,0.251093
train1139,0.498041
train1140,0.802175
train1141,0.794451
train1142,0.715124
train1143,0.686321
train1144,0.288079
train1145,0.193377
train1146,0.049407
train1147,0.583958
train1148,0.049395
train1149,0.320179
train1150,0.897492
train1151,0.484596
train1152,0.088849
train1153,0.330353
train1154,0.711371
train1155,0.071777
train1156,0.403511
train1157,0.220008
train1158,0.539740
train1159,0.054585
train1160,0.360015
train1161,0.203325
train1162,0.313075
train1163,0.050604
train1164,0.813224
train1165,0.523164
train1166,0.022051
train1167,0.197278
train1168,0.492577
train1169,0.183064
train1170,0.264359
train1171,0.396911
train1172,0.368654
train1173,0.852737
train1174,0.700692
train1175,0.600798
train1176,0.410711
train1177,0.634070
train1178,0.581867
train1179,0.783258
train1180,0.168634
train1181,0.004744
train1182,0.910909
train1183,0.992465
train1184,0.493222
train1185,0.514671
train1186,0.142968
train1187,0.277328
train1188,0.217336
train1189,0.950941
train1190,0.620491
train1191,0.525521
train1192,0.926678
train1193,0.906239
train1194,0.513123
train1195,0.951858
train1196,0.512809
train1197,0.683260
train1198,0.725999
train1199,0.687861
train1200,0.658697
train1201,0.071148
train1202,0.523967
train1203,0.185411
train1204,0.421898
train1205,0.502175
train1206,0.326917
train1207,0.852330
train1208,0.916154
train1209,0.038812
train1210,0.926550
train1211,0.645339
train1212,0.357314
train1213,0.635724
train1214,0.499306
train1215,0.806584
train1216,0.128097
train1217,0.477177
train1218,0.374231
train1219,0.829895
train1220,0.315527
train1221,0.047129
train1222,0.456901
train1223,0.160995
train1224,0.683615
train1225,0.200899
train1226,0.008391
train1227,0.378464
train1228,0.320369
train1229,0.969464
train1230,0.566082
train1231,0.190016
train1232,0.761619
train1233,0.541512
train1234,0.659815
train1235,0.742914
train1236,0.883564
train1237,0.894579
train1238,0.313618
train1239,0.147941
train1240,0.020394
train1241,0.675250
train1242,0.401291
train1243,0.706349
train1244,0.138110
train1245,0.461283
train1246,0.081173
train1247,0.737064
train1248,0.274330
train1249,0.132534
train1250,0.318504
train1251,0.919868
train1252,0.377805
train1253,0.594563
train1254,0.650086
train1255,0.740899
train1256,0.520845
train1257,0.512078
train1258,0.461844
train1259,0.555586
train1260,0.161148
train1261,0.722920
train1262,0.169944
train1263,0.681762
train1264,0.670073
train1265,0.609203
train1266,0.877014
train1267,0.823534
train1268,0.263383
train1269,0.333367
train1270,0.575092
train1271,0.246009
train1272,0.920730
train1273,0.199580
train1274,0.141295
train1275,0.748775
train1276,0.662994
train1277,0.006638
train1278,0.609513
train1279,0.037713
train1280,0.430761
train1281,0.233660
train1282,0.466585
train1283,0.060756
train1284,0.744095
train1285,0.259312
train1286,0.142830
train1287,0.107399
train1288,0.341880
train1289,0.707660
train1290,0.761099
train1291,0.983424
train1292,0.239278
train1293,0.198433
train1294,0.352864
train1295,0.669545
train1296,0.465184
train1297,0.447669
train1298,0.464127
train1299,0.899478
train1300,0.798752
train1301,0.463541
train1302,0.586615
train1303,0.347375
train1304,0.710334
train1305,0.180598
train1306,0.755970
train1307,0.731006
train1308,0.849985
train1309,0.565637
train1310,0.055975
train1311,0.107062
train1312,0.112496
train1313,0.882757
train1314,0.100813
train1315,0.821662
train1316,0.157306
train1317,0.061728
train1318,0.949610
train1319,0.614769
train1320,0.505950
train1321,0.241379
train1322,0.988961
train1323,0.780661
train1324,0.950222
train1325,0.965881
train1326,0.495176
train1327,0.221193
train1328,0.379025
train1329,0.520266
train1330,0.817786
train1331,0.502028
train1332,0.601113
train1333,0.213122
train1334,0.938891
train1335,0.488427
train1336,0.727703
train1337,0.694821
train1338,0.717642
train1339,0.020378
train1340,0.847029
train1341,0.773067
train1342,0.714139
train1343,0.205467
train1344,0.926205
train1345,0.735923
train1346,0.507769
train1347,0.090791
train1348,0.890280
train1349,0.854800
train1350,0.012372
train1351,0.828899
train1352,0.434410
train1353,0.541841
train1354,0.735651
train1355,0.939133
train1356,0.292126
train1357,0.305803
train1358,0.383110
train1359,0.237819
train1360,0.596037
train1361,0.216346
train1362,0.497578
train1363,0.496112
train1364,0.590965
train1365,0.780985
train1366,0.237989
train1367,0.512567
train1368,0.037550
train1369,0.756265
train1370,0.797237
train1371,0.787695
train1372,0.363894
train1373,0.984989
train1374,0.861171
train1375,0.936164
train1376,0.593653
train1377,0.448520
train1378,0.141996
train1379,0.172442
train1380,0.059919
train1381,0.419416
train1382,0.241114
train1383,0.957356
train1384,0.392681
train1385,0.088379
train1386,0.468689
train1387,0.785634
train1388,0.214584
train1389,0.532357
train1390,0.120447
train1391,0.313008
train1392,0.146302
train1393,0.216845
train1394,0.845189
train1395,0.141456
train1396,0.229884
train1397,0.490000
train1398,0.192897
train1399,0.980426
train1400,0.707672
train1401,0.880898
train1402,0.310323
train1403,0.381773
train1404,0.330841
train1405,0.856644
train1406,0.274189
train1407,0.662284
train1408,0.930688
train1409,0.527838
train1410,0.804107
train1411,0.777840
train1412,0.137052
train1413,0.474615
train1414,0.155330
train1415,0.811363
train1416,0.899749
train1417,0.458574
train1418,0.097438
train1419,0.565370
train1420,0.357717
train1421,0.085816
train1422,0.504432
train1423,0.238834
train1424,0.320829
train1425,0.107360
train1426,0.435170
train1427,0.223925
train1428,0.335846
train1429,0.025287
train1430,0.990015
train1431,0.022473
train1432,0.590823
train1433,0.554379
train1434,0.449483
train1435,0.769677
train1436,0.732133
train1437,0.823661
train1438,0.275105
train1439,0.043712
train1440,0.073801
train1441,0.199950
train1442,0.135794
train1443,0.446062
train1444,0.488970
train1445,0.025875
train1446,0.018423
train1447,0.564317
train1448,0.356975
train1449,0.558173
train1450,0.018742
train1451,0.521836
train1452,0.711274
train1453,0.701378
train1454,0.048025
train1455,0.332769
train1456,0.517847
train1457,0.886968
train1458,0.031567
train1459,0.729293
train1460,0.697508
train1461,0.397898
train1462,0.039667
train1463,0.708339
train1464,0.816137
train1465,0.336849
train1466,0.057003
train1467,0.312975
train1468,0.137225
train1469,0.521130
train1470,0.622284
train1471,0.126606
train1472,0.111095
train1473,0.614169
train1474,0.627089
train1475,0.496089
train1476,0.233007
train1477,0.393769
train1478,0.409223
train1479,0.018496
train1480,0.812106
train1481,0.929525
train1482,0.294479
train1483,0.025139
train1484,0.957545
train1485,0.910399
train1486,0.180055
train1487,0.932939
train1488,0.337291
train1489,0.515819
train1490,0.999662
train1491,0.284313
train1492,0.267123
train1493,0.820195
train1494,0.647724
train1495,0.791041
train1496,0.221639
train1497,0.724617
train1498,0.869688
train1499,0.435186
train1500,0.942528
train1501,0.249432
train1502,0.608030
train1503,0.022643
train1504,0.927152
train1505,0.360380
train1506,0.041451
train1507,0.929859
train1508,0.144102
train1509,0.830732
train1510,0.076409
train1511,0.933962
train1512,0.628215
train1513,0.408707
train1514,0.309525
train1515,0.305416
train1516,0.264085
train1517,0.828253
train1518,0.658328
train1519,0.253529
train1520,0.721968
train1521,0.101038
train1522,0.993759
train1523,0.992710
train1524,0.708813
train1525,0.743570
train1526,0.984471
train1527,0.382451
train1528,0.261243
train1529,0.575360
train1530,0.423648
train1531,0.898507
train1532,0.277819
train1533,0.507515
train1534,0.640342
train1535,0.347013
train1536,0.452781
train1537,0.795431
train1538,0.636203
train1539,0.678061
train1540,0.192838
train1541,0.401763
train1542,0.346075
train1543,0.979002
train1544,0.183477
train1545,0.176762
train1546,0.336308
train1547,0.203791
train1548,0.498206
train1549,0.175647
train1550,0.924493
train1551,0.379171
train1552,0.777740
train1553,0.230600
train1554,0.954727
train1555,0.671393
train1556,0.374475
train1557,0.090259
train1558,0.021047
train1559,0.704118
train1560,0.975722
train1561,0.046926
train1562,0.367434
train1563,0.485343
train1564,0.487573
train1565,0.742666
train1566,0.301717
train1567,0.976884
train1568,0.455708
train1569,0.206420
train1570,0.410190
train1571,0.533535
train1572,0.214918
train1573,0.896175
train1574,0.936210
train1575,0.617772
train1576,0.203065
train1577,0.646250
train1578,0.664327
train1579,0.791225
train1580,0.187811
train1581,0.941740
train1582,0.427522
train1583,0.107515
train1584,0.355233
train1585,0.235400
train1586,0.156626
train1587,0.622185
train1588,0.226395
train1589,0.907840
train1590,0.445389
train1591,0.044324
train1592,0.417542
train1593,0.568422
train1594,0.077085
train1595,0.072963
train1596,0.495761
train1597,0.430508
train1598,0.165878
train1599,0.397427
train1600,0.024723
train1601,0.272062
train1602,0.454166
train1603,0.542051
train1604,0.308913
train1605,0.319237
train1606,0.635875
train1607,0.853973
train1608,0.912430
train1609,0.834093
train1610,0.255366
train1611,0.356186
train1612,0.234480
train1613,0.922099
train1614,0.795096
train1615,0.702750
train1616,0.162190
train1617,0.416395
train1618,0.609099
train1619,0.917423
train1620,0.750705
train1621,0.047327
train1622,0.823482
train1623,0.795210
train1624,0.315208
train1625,0.542705
train1626,0.400013
train1627,0.997937
train1628,0.521808
train1629,0.033493
train1630,0.252310
train1631,0.694904
train1632,0.844200
train1633,0.617656
train1634,0.790226
train1635,0.988232
train1636,0.087330
train1637,0.021725
train1638,0.829172
train1639,0.243579
train1640,0.040478
train1641,0.334689
train1642,0.837255
train1643,0.324365
train1644,0.017600
train1645,0.991501
train1646,0.678282
train1647,0.866311
train1648,0.313411
train1649,0.422665
train1650,0.716088
train1651,0.344736
train1652,0.979137
train1653,0.230502
train1654,0.140734
train1655,0.890026
train1656,0.062023
train1657,0.889604
train1658,0.820914
train1659,0.838013
train1660,0.640295
train1661,0.098123
train1662,0.793723
train1663,0.177459
train1664,0.273365
