SampleID,A type,B type
train5160,Numerical,Numerical
train7809,Categorical,Numerical
train574,Binary,Binary
train7646,Numerical,Numerical
train1605,Numerical,Numerical
train1528,Binary,Numerical
train5430,Numerical,Binary
train1866,Numerical,Numerical
train5798,Categorical,Numerical
train1571,Binary,Numerical
train5051,Numerical,Numerical
train3317,Numerical,Numerical
train3350,Numerical,Numerical
train5785,Categorical,Numerical
train4464,Binary,Categorical
train1399,Categorical,Categorical
train3681,Numerical,Numerical
train1358,Numerical,Numerical
train3982,Numerical,Numerical
train3438,Numerical,Categorical
train364,Numerical,Numerical
train4517,Binary,Categorical
train2689,Numerical,Binary
train5186,Numerical,Numerical
train6884,Numerical,Numerical
train5981,Binary,Numerical
train2629,Numerical,Numerical
train771,Numerical,Numerical
train3881,Numerical,Numerical
train2995,Numerical,Numerical
train4987,Binary,Binary
train2458,Numerical,Numerical
train685,Categorical,Numerical
train1870,Numerical,Numerical
train7414,Numerical,Numerical
train2233,Categorical,Numerical
train4248,Numerical,Numerical
train7422,Binary,Numerical
train3423,Binary,Categorical
train317,Numerical,Numerical
train527,Numerical,Categorical
train248,Numerical,Numerical
train2467,Numerical,Numerical
train3921,Categorical,Numerical
train1354,Numerical,Numerical
train1717,Categorical,Categorical
train5151,Categorical,Numerical
train849,Binary,Categorical
train2171,Numerical,Numerical
train5806,Numerical,Numerical
train2596,Numerical,Numerical
train502,Categorical,Numerical
train103,Numerical,Binary
train4483,Numerical,Numerical
train5449,Numerical,Numerical
train4561,Numerical,Binary
train979,Categorical,Numerical
train1617,Categorical,Numerical
train867,Numerical,Categorical
train4488,Categorical,Numerical
train5520,Numerical,Numerical
train6094,Numerical,Numerical
train7715,Numerical,Numerical
train4381,Numerical,Binary
train6684,Numerical,Numerical
train5284,Binary,Numerical
train5522,Binary,Numerical
train3054,Numerical,Numerical
train1378,Categorical,Numerical
train5228,Numerical,Numerical
train5360,Numerical,Numerical
train1995,Numerical,Numerical
train6092,Numerical,Numerical
train4291,Binary,Categorical
train5307,Numerical,Numerical
train880,Binary,Numerical
train4690,Numerical,Numerical
train5952,Numerical,Numerical
train3678,Categorical,Categorical
train1688,Numerical,Numerical
train4056,Numerical,Numerical
train7076,Binary,Numerical
train4505,Categorical,Binary
train398,Numerical,Numerical
train3232,Binary,Numerical
train6356,Numerical,Numerical
train850,Numerical,Binary
train7387,Numerical,Numerical
train3146,Binary,Categorical
train7269,Numerical,Categorical
train4256,Numerical,Binary
train941,Numerical,Numerical
train5250,Numerical,Numerical
train5146,Binary,Numerical
train4707,Binary,Categorical
train6079,Numerical,Binary
train775,Numerical,Categorical
train7810,Numerical,Numerical
train3794,Binary,Numerical
train567,Numerical,Binary
train7799,Numerical,Numerical
train2888,Numerical,Numerical
train1726,Numerical,Numerical
train2743,Numerical,Binary
train6611,Numerical,Categorical
train561,Numerical,Numerical
train5992,Binary,Categorical
train1082,Numerical,Numerical
train679,Numerical,Numerical
train7685,Numerical,Numerical
train3451,Numerical,Numerical
train6234,Numerical,Numerical
train5933,Numerical,Binary
train3426,Numerical,Categorical
train3403,Numerical,Numerical
train3380,Binary,Categorical
train2149,Binary,Numerical
train2034,Numerical,Numerical
train4492,Numerical,Numerical
train7326,Numerical,Numerical
train6588,Numerical,Numerical
train6055,Numerical,Numerical
train5665,Numerical,Binary
train3491,Numerical,Numerical
train2377,Numerical,Numerical
train1258,Binary,Binary
train4873,Numerical,Numerical
train7446,Categorical,Binary
train3720,Numerical,Numerical
train373,Numerical,Binary
train3476,Numerical,Numerical
train5442,Numerical,Numerical
train7135,Binary,Categorical
train2113,Binary,Binary
train455,Numerical,Categorical
train3795,Categorical,Numerical
train2978,Numerical,Categorical
train4672,Binary,Numerical
train2866,Numerical,Binary
train1289,Numerical,Categorical
train5450,Numerical,Categorical
train3195,Numerical,Numerical
train2784,Numerical,Binary
train2223,Numerical,Numerical
train7017,Numerical,Binary
train505,Numerical,Categorical
train7478,Binary,Categorical
train6733,Categorical,Categorical
train6730,Numerical,Numerical
train3100,Binary,Numerical
train1994,Numerical,Numerical
train674,Numerical,Numerical
train3332,Numerical,Numerical
train2882,Numerical,Numerical
train863,Numerical,Numerical
train6436,Numerical,Numerical
train1413,Numerical,Numerical
train7594,Binary,Numerical
train689,Categorical,Numerical
train5989,Numerical,Categorical
train4729,Numerical,Binary
train6774,Numerical,Numerical
train5084,Numerical,Categorical
train400,Numerical,Categorical
train1947,Numerical,Numerical
train6854,Numerical,Numerical
train1446,Numerical,Numerical
train223,Categorical,Numerical
train4242,Numerical,Categorical
train5649,Numerical,Numerical
train2986,Numerical,Numerical
train4799,Numerical,Categorical
train2761,Numerical,Numerical
train1404,Numerical,Numerical
train2605,Numerical,Numerical
train221,Numerical,Numerical
train1684,Numerical,Numerical
train2485,Numerical,Categorical
train2121,Numerical,Numerical
train4868,Binary,Numerical
train2102,Numerical,Numerical
train3095,Numerical,Numerical
train4434,Numerical,Numerical
train5805,Numerical,Numerical
train5135,Numerical,Numerical
train1493,Categorical,Categorical
train2843,Numerical,Numerical
train5668,Categorical,Binary
train7559,Numerical,Categorical
train4949,Categorical,Numerical
train4736,Numerical,Binary
train4491,Numerical,Numerical
train4528,Categorical,Binary
train4858,Numerical,Binary
train1562,Numerical,Numerical
train6017,Categorical,Numerical
train3230,Numerical,Numerical
train986,Numerical,Categorical
train196,Numerical,Numerical
train5481,Numerical,Numerical
train2709,Numerical,Numerical
train4116,Categorical,Numerical
train922,Numerical,Numerical
train1834,Numerical,Categorical
train7570,Categorical,Numerical
train7464,Numerical,Numerical
train4402,Categorical,Numerical
train72,Numerical,Categorical
train5067,Numerical,Categorical
train3935,Numerical,Numerical
train3243,Numerical,Binary
train7398,Numerical,Numerical
train3060,Numerical,Numerical
train7757,Numerical,Numerical
train3578,Numerical,Numerical
train4607,Categorical,Binary
train3824,Numerical,Binary
train665,Numerical,Numerical
train5476,Numerical,Numerical
train7636,Numerical,Numerical
train6355,Numerical,Numerical
train5592,Numerical,Numerical
train16,Numerical,Numerical
train4186,Binary,Categorical
train7335,Numerical,Numerical
train1762,Binary,Numerical
train7625,Binary,Categorical
train7276,Binary,Numerical
train345,Numerical,Numerical
train4600,Numerical,Numerical
train7535,Numerical,Numerical
train1030,Categorical,Numerical
train146,Numerical,Numerical
train5149,Numerical,Numerical
train254,Numerical,Numerical
train2727,Numerical,Numerical
train4273,Binary,Numerical
train6135,Categorical,Binary
train7164,Numerical,Binary
train763,Numerical,Categorical
train7333,Numerical,Numerical
train5557,Numerical,Numerical
train7354,Categorical,Numerical
train331,Numerical,Numerical
train280,Binary,Binary
train7330,Numerical,Numerical
train2303,Categorical,Numerical
train4818,Numerical,Numerical
train2356,Numerical,Numerical
train6041,Numerical,Numerical
train718,Binary,Numerical
train410,Numerical,Numerical
train3521,Binary,Numerical
train6480,Numerical,Numerical
train1881,Numerical,Numerical
train5406,Categorical,Binary
train5770,Numerical,Numerical
train7007,Numerical,Numerical
train6212,Numerical,Numerical
train7206,Numerical,Numerical
train383,Categorical,Numerical
train5850,Numerical,Binary
train1706,Numerical,Numerical
train7363,Binary,Numerical
train6508,Numerical,Numerical
train3321,Categorical,Binary
train5968,Categorical,Numerical
train7742,Numerical,Numerical
train5567,Numerical,Numerical
train827,Numerical,Numerical
train6996,Binary,Numerical
train3111,Numerical,Numerical
train7648,Numerical,Binary
train7711,Numerical,Numerical
train2924,Numerical,Binary
train2810,Numerical,Numerical
train3021,Binary,Numerical
train2186,Numerical,Binary
train1952,Categorical,Numerical
train5444,Numerical,Numerical
train2101,Categorical,Numerical
train5058,Categorical,Categorical
train4960,Categorical,Categorical
train3870,Binary,Numerical
train2994,Numerical,Numerical
train2475,Numerical,Categorical
train3724,Numerical,Numerical
train6845,Numerical,Categorical
train4974,Categorical,Numerical
train6772,Numerical,Binary
train5141,Numerical,Numerical
train5460,Binary,Numerical
train7425,Categorical,Numerical
train2424,Numerical,Numerical
train4383,Numerical,Numerical
train4782,Numerical,Numerical
train1120,Numerical,Numerical
train3547,Numerical,Numerical
train4837,Categorical,Numerical
train2038,Numerical,Numerical
train7681,Categorical,Numerical
train801,Categorical,Numerical
train507,Numerical,Numerical
train4613,Binary,Categorical
train4939,Numerical,Categorical
train363,Numerical,Numerical
train5914,Numerical,Numerical
train7202,Numerical,Categorical
train4700,Numerical,Numerical
train4445,Categorical,Categorical
train1095,Numerical,Numerical
train1699,Numerical,Binary
train4538,Numerical,Numerical
train4149,Numerical,Numerical
train2097,Numerical,Binary
train1598,Numerical,Numerical
train4007,Numerical,Numerical
train286,Numerical,Numerical
train4758,Categorical,Numerical
train2954,Binary,Numerical
train6956,Numerical,Categorical
train6126,Numerical,Numerical
train1012,Categorical,Numerical
train3652,Numerical,Categorical
train5087,Numerical,Numerical
train1653,Numerical,Categorical
train3349,Numerical,Binary
train1393,Numerical,Numerical
train6879,Categorical,Numerical
train6474,Binary,Numerical
train2073,Numerical,Numerical
train2474,Numerical,Numerical
train681,Numerical,Numerical
train583,Binary,Binary
train1672,Numerical,Numerical
train4459,Numerical,Numerical
train6621,Categorical,Numerical
train177,Numerical,Binary
train4874,Categorical,Numerical
train3894,Binary,Numerical
train2764,Numerical,Numerical
train5533,Numerical,Categorical
train6916,Categorical,Numerical
train6222,Numerical,Numerical
train4606,Numerical,Numerical
train2868,Categorical,Binary
train2813,Numerical,Numerical
train4650,Numerical,Numerical
train7132,Numerical,Numerical
train4177,Numerical,Numerical
train7830,Categorical,Categorical
train7792,Categorical,Binary
train5646,Numerical,Categorical
train4578,Numerical,Numerical
train7089,Numerical,Numerical
train6587,Numerical,Numerical
train2861,Numerical,Binary
train4708,Numerical,Numerical
train4991,Numerical,Numerical
train237,Numerical,Numerical
train5441,Numerical,Numerical
train4457,Numerical,Binary
train5539,Numerical,Numerical
train3589,Numerical,Numerical
train5731,Numerical,Numerical
train648,Numerical,Numerical
train3117,Numerical,Numerical
train5954,Numerical,Binary
train7052,Numerical,Numerical
train1170,Numerical,Numerical
train1871,Categorical,Numerical
train972,Binary,Categorical
train6535,Numerical,Numerical
train2837,Numerical,Numerical
train2604,Numerical,Numerical
train6763,Categorical,Numerical
train1461,Binary,Binary
train5547,Numerical,Categorical
train3599,Numerical,Numerical
train7203,Categorical,Numerical
train5803,Numerical,Numerical
train4877,Numerical,Numerical
train7181,Numerical,Binary
train6865,Numerical,Numerical
train657,Numerical,Categorical
train2108,Numerical,Categorical
train98,Binary,Categorical
train2497,Numerical,Numerical
train4062,Numerical,Numerical
train4895,Numerical,Binary
train7216,Numerical,Binary
train6665,Numerical,Numerical
train6081,Numerical,Categorical
train1380,Numerical,Numerical
train3314,Categorical,Numerical
train3501,Numerical,Numerical
train1654,Binary,Binary
train7045,Numerical,Numerical
train3691,Numerical,Numerical
train6933,Numerical,Numerical
train754,Binary,Numerical
train3330,Binary,Numerical
train6800,Numerical,Numerical
train2029,Binary,Categorical
train2437,Numerical,Numerical
train2241,Numerical,Numerical
train947,Binary,Numerical
train4318,Binary,Categorical
train2269,Numerical,Binary
train1144,Binary,Numerical
train5,Numerical,Numerical
train3401,Numerical,Numerical
train6404,Numerical,Categorical
train4844,Binary,Categorical
train4832,Numerical,Numerical
train3039,Numerical,Numerical
train7534,Numerical,Numerical
train4673,Numerical,Numerical
train5393,Numerical,Binary
train1085,Categorical,Binary
train2160,Categorical,Numerical
train1658,Binary,Categorical
train1846,Binary,Categorical
train726,Binary,Numerical
train5033,Numerical,Numerical
train24,Numerical,Numerical
train7531,Categorical,Binary
train2792,Numerical,Numerical
train4392,Numerical,Categorical
train2008,Numerical,Numerical
train5929,Numerical,Numerical
train4986,Numerical,Numerical
train6664,Categorical,Numerical
train2647,Numerical,Categorical
train2378,Binary,Numerical
train2194,Categorical,Binary
train4400,Numerical,Binary
train406,Binary,Numerical
train6321,Numerical,Numerical
train6569,Numerical,Binary
train6592,Binary,Numerical
train6124,Numerical,Categorical
train2855,Numerical,Categorical
train4539,Numerical,Numerical
train2570,Numerical,Numerical
train585,Numerical,Numerical
train6115,Numerical,Numerical
train4554,Categorical,Categorical
train6768,Numerical,Binary
train2693,Numerical,Categorical
train4332,Numerical,Numerical
train2107,Numerical,Categorical
train1147,Numerical,Numerical
train4507,Binary,Numerical
train2159,Numerical,Numerical
train1268,Categorical,Numerical
train5957,Numerical,Numerical
train4107,Binary,Numerical
train4027,Numerical,Categorical
train1432,Binary,Numerical
train4915,Numerical,Numerical
train646,Numerical,Binary
train1949,Numerical,Numerical
train2823,Numerical,Numerical
train723,Categorical,Categorical
train1957,Numerical,Categorical
train6100,Binary,Binary
train7463,Numerical,Numerical
train1308,Binary,Numerical
train1245,Numerical,Numerical
train1536,Numerical,Numerical
train5527,Numerical,Numerical
train3443,Numerical,Numerical
train6065,Numerical,Numerical
train3524,Numerical,Numerical
train2018,Numerical,Numerical
train6209,Numerical,Numerical
train238,Numerical,Binary
train3620,Numerical,Numerical
train6697,Numerical,Numerical
train6670,Numerical,Numerical
train2129,Binary,Numerical
train4,Numerical,Numerical
train1351,Categorical,Numerical
train7147,Numerical,Numerical
train2050,Numerical,Numerical
train5107,Numerical,Numerical
train5585,Numerical,Numerical
train7460,Numerical,Numerical
train449,Numerical,Numerical
train7130,Binary,Numerical
train3274,Numerical,Numerical
train1650,Binary,Categorical
train5637,Numerical,Numerical
train4865,Categorical,Binary
train419,Numerical,Numerical
train3278,Binary,Numerical
train2561,Numerical,Numerical
train3338,Numerical,Numerical
train7031,Categorical,Numerical
train5613,Numerical,Numerical
train1435,Binary,Binary
train3898,Numerical,Numerical
train3915,Numerical,Numerical
train5453,Categorical,Numerical
train1632,Categorical,Numerical
train1247,Numerical,Numerical
train7736,Numerical,Numerical
train4269,Numerical,Binary
train6186,Numerical,Numerical
train5680,Numerical,Numerical
train5639,Numerical,Numerical
train3101,Binary,Binary
train2673,Numerical,Binary
train6644,Numerical,Numerical
train1453,Binary,Binary
train7030,Numerical,Numerical
train2552,Numerical,Numerical
train4954,Numerical,Binary
train3979,Numerical,Numerical
train7310,Numerical,Numerical
train5885,Numerical,Numerical
train2721,Numerical,Numerical
train6851,Categorical,Categorical
train890,Numerical,Binary
train2867,Binary,Binary
train414,Numerical,Numerical
train4798,Categorical,Numerical
train1292,Numerical,Categorical
train6505,Numerical,Binary
train6125,Binary,Numerical
train5946,Numerical,Binary
train2476,Numerical,Numerical
train1177,Numerical,Numerical
train1447,Numerical,Binary
train6157,Numerical,Numerical
train44,Numerical,Numerical
train4446,Numerical,Numerical
train3584,Numerical,Numerical
train1546,Numerical,Numerical
train4692,Binary,Categorical
train46,Numerical,Numerical
train6691,Categorical,Numerical
train4583,Numerical,Numerical
train327,Numerical,Binary
train5747,Binary,Binary
train88,Numerical,Numerical
train7189,Numerical,Numerical
train7705,Numerical,Numerical
train6095,Numerical,Numerical
train1242,Numerical,Numerical
train340,Categorical,Numerical
train3220,Numerical,Numerical
train6140,Numerical,Numerical
train4395,Categorical,Categorical
train1361,Numerical,Binary
train4550,Numerical,Numerical
train5744,Numerical,Numerical
train3112,Numerical,Numerical
train3525,Numerical,Numerical
train3512,Numerical,Numerical
train3395,Numerical,Numerical
train6344,Numerical,Numerical
train6370,Numerical,Categorical
train6075,Numerical,Numerical
train5258,Numerical,Binary
train1405,Categorical,Numerical
train2627,Binary,Numerical
train7712,Numerical,Numerical
train2900,Binary,Binary
train415,Binary,Numerical
train3159,Numerical,Binary
train2395,Numerical,Numerical
train4337,Numerical,Numerical
train180,Numerical,Categorical
train7766,Numerical,Numerical
train3329,Numerical,Numerical
train4435,Numerical,Binary
train855,Numerical,Numerical
train943,Binary,Binary
train5434,Numerical,Numerical
train4047,Numerical,Numerical
train4192,Numerical,Numerical
train1440,Numerical,Numerical
train7758,Numerical,Numerical
train2950,Numerical,Numerical
train2990,Numerical,Numerical
train5184,Numerical,Numerical
train1441,Numerical,Numerical
train820,Binary,Numerical
train2824,Numerical,Numerical
train1089,Numerical,Numerical
train6191,Numerical,Numerical
train4681,Numerical,Binary
train6401,Binary,Binary
train209,Numerical,Numerical
train4481,Numerical,Numerical
train609,Numerical,Binary
train7169,Categorical,Numerical
train7689,Numerical,Numerical
train2403,Binary,Numerical
train7204,Numerical,Categorical
train6458,Numerical,Numerical
train6007,Numerical,Numerical
train320,Numerical,Numerical
train6397,Categorical,Binary
train3043,Numerical,Categorical
train5536,Numerical,Categorical
train4863,Numerical,Numerical
train55,Categorical,Numerical
train2667,Binary,Numerical
train7775,Numerical,Categorical
train7277,Numerical,Categorical
train5510,Numerical,Numerical
train5266,Numerical,Numerical
train4350,Numerical,Numerical
train4232,Categorical,Numerical
train1236,Numerical,Numerical
train4140,Numerical,Numerical
train1092,Numerical,Binary
train2468,Categorical,Numerical
train1599,Numerical,Binary
train2315,Binary,Numerical
train5614,Numerical,Numerical
train4367,Numerical,Binary
train6078,Numerical,Numerical
train3746,Numerical,Categorical
train5405,Numerical,Numerical
train818,Numerical,Numerical
train2643,Numerical,Numerical
train1083,Numerical,Categorical
train3938,Numerical,Numerical
train5750,Numerical,Numerical
train6685,Numerical,Numerical
train5546,Numerical,Categorical
train549,Categorical,Numerical
train500,Binary,Binary
train3086,Numerical,Numerical
train5379,Numerical,Numerical
train5726,Categorical,Binary
train6566,Binary,Numerical
train3416,Numerical,Numerical
train5278,Numerical,Binary
train4757,Numerical,Categorical
train34,Numerical,Numerical
train1564,Categorical,Numerical
train7198,Numerical,Categorical
train5446,Numerical,Numerical
train1649,Numerical,Numerical
train382,Binary,Numerical
train3571,Binary,Numerical
train1379,Numerical,Numerical
train4956,Numerical,Categorical
train2054,Binary,Binary
train4857,Categorical,Numerical
train6561,Numerical,Numerical
train5279,Numerical,Categorical
train4461,Numerical,Numerical
train7798,Numerical,Numerical
train7399,Categorical,Numerical
train3642,Numerical,Binary
train3151,Categorical,Binary
train5990,Numerical,Numerical
train7658,Numerical,Numerical
train2929,Numerical,Binary
train4661,Numerical,Categorical
train1229,Categorical,Categorical
train7763,Categorical,Numerical
train7177,Numerical,Numerical
train936,Categorical,Categorical
train429,Numerical,Numerical
train1025,Numerical,Numerical
train4985,Numerical,Numerical
train4032,Categorical,Categorical
train2698,Categorical,Binary
train3784,Numerical,Numerical
train4024,Numerical,Numerical
train3661,Binary,Categorical
train4090,Numerical,Numerical
train6450,Numerical,Categorical
train1059,Numerical,Numerical
train7118,Numerical,Numerical
train5340,Numerical,Categorical
train6549,Numerical,Numerical
train7139,Numerical,Numerical
train735,Numerical,Numerical
train5571,Numerical,Numerical
train4656,Numerical,Numerical
train6423,Categorical,Numerical
train3355,Binary,Categorical
train6343,Numerical,Numerical
train6636,Numerical,Numerical
train6717,Categorical,Numerical
train61,Numerical,Categorical
train5423,Numerical,Numerical
train1496,Numerical,Numerical
train3310,Categorical,Numerical
train3646,Numerical,Binary
train5672,Categorical,Numerical
train3284,Numerical,Categorical
train6265,Numerical,Numerical
train381,Numerical,Categorical
train3614,Binary,Categorical
train573,Binary,Numerical
train7528,Numerical,Numerical
train6919,Numerical,Numerical
train5085,Numerical,Numerical
train6506,Numerical,Numerical
train7415,Numerical,Categorical
train649,Numerical,Numerical
train6310,Categorical,Numerical
train1066,Numerical,Numerical
train6576,Numerical,Numerical
train7245,Numerical,Numerical
train4848,Numerical,Categorical
train5479,Binary,Numerical
train4845,Numerical,Binary
train1744,Numerical,Categorical
train2608,Numerical,Numerical
train1756,Numerical,Numerical
train4955,Numerical,Numerical
train4284,Numerical,Numerical
train2393,Numerical,Numerical
train5270,Binary,Categorical
train1723,Numerical,Numerical
train1407,Numerical,Numerical
train1939,Binary,Numerical
train6273,Numerical,Numerical
train2583,Numerical,Numerical
train2048,Numerical,Numerical
train1003,Categorical,Binary
train5697,Numerical,Numerical
train2624,Numerical,Numerical
train5229,Numerical,Numerical
train6681,Categorical,Numerical
train5714,Numerical,Numerical
train7572,Numerical,Numerical
train4409,Numerical,Numerical
train4896,Numerical,Numerical
train2009,Numerical,Numerical
train667,Numerical,Numerical
train2853,Numerical,Numerical
train7645,Binary,Numerical
train3631,Numerical,Numerical
train2046,Numerical,Categorical
train1789,Binary,Categorical
train4807,Numerical,Numerical
train310,Numerical,Numerical
train532,Numerical,Numerical
train3568,Numerical,Numerical
train3974,Numerical,Numerical
train2343,Numerical,Categorical
train4493,Numerical,Numerical
train4073,Categorical,Numerical
train393,Binary,Categorical
train3855,Categorical,Numerical
train1983,Categorical,Numerical
train1071,Numerical,Categorical
train3975,Numerical,Numerical
train4028,Numerical,Binary
train2610,Numerical,Numerical
train4151,Numerical,Numerical
train4471,Numerical,Numerical
train49,Numerical,Numerical
train7120,Numerical,Numerical
train4411,Numerical,Numerical
train7361,Numerical,Numerical
train4623,Numerical,Numerical
train4590,Binary,Numerical
train6972,Numerical,Numerical
train5987,Numerical,Binary
train743,Binary,Categorical
train2875,Numerical,Numerical
train1480,Numerical,Numerical
train6744,Numerical,Numerical
train1220,Numerical,Numerical
train2836,Categorical,Categorical
train2319,Numerical,Categorical
train5022,Binary,Numerical
train1731,Binary,Numerical
train5903,Numerical,Binary
train2851,Numerical,Numerical
train7661,Numerical,Numerical
train3175,Numerical,Numerical
train346,Numerical,Categorical
train3936,Numerical,Numerical
train1835,Numerical,Numerical
train6575,Numerical,Numerical
train468,Numerical,Numerical
train5467,Binary,Categorical
train950,Numerical,Numerical
train5407,Numerical,Numerical
train5443,Numerical,Numerical
train5367,Numerical,Numerical
train5259,Numerical,Numerical
train4188,Categorical,Numerical
train1574,Categorical,Numerical
train3188,Numerical,Numerical
train100,Numerical,Numerical
train4300,Numerical,Categorical
train1476,Categorical,Numerical
train6980,Numerical,Numerical
train3315,Numerical,Numerical
train4805,Binary,Binary
train7429,Numerical,Numerical
train6110,Numerical,Numerical
train5096,Numerical,Numerical
train2099,Numerical,Categorical
train7514,Numerical,Categorical
train2943,Numerical,Numerical
train4499,Numerical,Binary
train5905,Binary,Categorical
train2478,Numerical,Categorical
train6605,Numerical,Numerical
train4447,Numerical,Binary
train5508,Numerical,Numerical
train2462,Numerical,Binary
train3223,Numerical,Numerical
train3890,Numerical,Categorical
train6633,Numerical,Numerical
train7283,Categorical,Numerical
train5363,Numerical,Numerical
train6445,Binary,Binary
train3402,Categorical,Numerical
train6324,Numerical,Numerical
train1319,Numerical,Numerical
train4348,Numerical,Numerical
train4270,Numerical,Numerical
train550,Categorical,Numerical
train3913,Numerical,Binary
train6144,Categorical,Binary
train2890,Binary,Binary
train5043,Binary,Binary
train7821,Numerical,Numerical
train3728,Numerical,Numerical
train4325,Numerical,Numerical
train1975,Numerical,Binary
train6325,Numerical,Numerical
train7731,Numerical,Binary
train5290,Numerical,Binary
train610,Binary,Numerical
train1359,Numerical,Numerical
train4582,Numerical,Binary
train3492,Numerical,Binary
train7669,Numerical,Numerical
train1972,Numerical,Numerical
train6600,Categorical,Numerical
train6281,Numerical,Numerical
train6177,Categorical,Binary
train7384,Numerical,Numerical
train5378,Categorical,Numerical
train7679,Numerical,Numerical
train5231,Numerical,Binary
train6527,Numerical,Numerical
train2144,Numerical,Numerical
train2246,Numerical,Numerical
train6380,Numerical,Numerical
train5082,Binary,Numerical
train7537,Numerical,Numerical
train6439,Binary,Numerical
train380,Numerical,Numerical
train475,Categorical,Numerical
train6122,Numerical,Numerical
train981,Numerical,Numerical
train6341,Numerical,Numerical
train1677,Binary,Binary
train2330,Numerical,Numerical
train3020,Numerical,Binary
train1326,Binary,Numerical
train1223,Binary,Categorical
train7519,Numerical,Numerical
train4157,Binary,Numerical
train1300,Numerical,Numerical
train305,Categorical,Numerical
train3744,Numerical,Numerical
train3201,Numerical,Numerical
train6027,Numerical,Numerical
train5308,Categorical,Binary
train166,Numerical,Numerical
train5783,Numerical,Numerical
train6262,Numerical,Numerical
train3418,Numerical,Numerical
train7323,Numerical,Numerical
train2483,Numerical,Numerical
train5843,Categorical,Numerical
train3153,Categorical,Numerical
train6130,Numerical,Categorical
train6662,Numerical,Binary
train111,Numerical,Numerical
train6504,Numerical,Numerical
train3242,Numerical,Categorical
train3674,Numerical,Numerical
train3834,Numerical,Numerical
train3844,Binary,Categorical
train2966,Numerical,Categorical
train1795,Numerical,Numerical
train4465,Numerical,Numerical
train1860,Numerical,Numerical
train672,Binary,Numerical
train6890,Numerical,Numerical
train707,Numerical,Binary
train3260,Categorical,Numerical
train4722,Numerical,Numerical
train824,Numerical,Numerical
train6695,Numerical,Categorical
train1201,Binary,Numerical
train739,Numerical,Numerical
