SampleID,A type,B type
train4129,Numerical,Numerical
train18801,Numerical,Numerical
train18354,Numerical,Numerical
train12916,Numerical,Numerical
train3171,Numerical,Binary
train8097,Numerical,Numerical
train6280,Numerical,Numerical
train374,Numerical,Numerical
train10184,Binary,Numerical
train11235,Binary,Binary
train6963,Numerical,Numerical
train2257,Numerical,Numerical
train15432,Numerical,Numerical
train7364,Numerical,Numerical
train18803,Categorical,Numerical
train19677,Numerical,Numerical
train11949,Numerical,Numerical
train19030,Numerical,Numerical
train5612,Numerical,Categorical
train4800,Numerical,Binary
train7371,Categorical,Binary
train14070,Numerical,Numerical
train15902,Numerical,Numerical
train6062,Categorical,Numerical
train5307,Numerical,Numerical
train7823,Numerical,Numerical
train16143,Numerical,Numerical
train10246,Numerical,Binary
train11191,Numerical,Numerical
train1426,Numerical,Numerical
train15026,Numerical,Numerical
train16263,Numerical,Numerical
train4500,Categorical,Numerical
train6919,Numerical,Numerical
train5217,Categorical,Categorical
train8881,Numerical,Numerical
train1819,Categorical,Categorical
train4947,Binary,Numerical
train5545,Numerical,Binary
train4209,Numerical,Numerical
train2576,Numerical,Numerical
train12097,Numerical,Binary
train5027,Numerical,Numerical
train17773,Binary,Binary
train19221,Categorical,Numerical
train5321,Numerical,Numerical
train17680,Numerical,Binary
train15391,Binary,Numerical
train17970,Numerical,Numerical
train2110,Numerical,Numerical
train4533,Numerical,Numerical
train5241,Binary,Numerical
train15363,Categorical,Numerical
train3035,Numerical,Binary
train14515,Numerical,Numerical
train19178,Categorical,Numerical
train13143,Numerical,Numerical
train6553,Categorical,Numerical
train15334,Numerical,Numerical
train11134,Numerical,Numerical
train13834,Numerical,Numerical
train14057,Categorical,Numerical
train9043,Categorical,Categorical
train17049,Numerical,Numerical
train4878,Numerical,Categorical
train1867,Numerical,Numerical
train773,Numerical,Numerical
train17613,Categorical,Numerical
train8441,Numerical,Numerical
train16807,Numerical,Numerical
train17935,Numerical,Numerical
train10982,Categorical,Numerical
train11452,Binary,Numerical
train3364,Numerical,Numerical
train4659,Numerical,Numerical
train4487,Binary,Numerical
train5265,Numerical,Numerical
train4042,Numerical,Numerical
train15529,Numerical,Binary
train16142,Numerical,Numerical
train19226,Binary,Numerical
train1943,Numerical,Numerical
train13389,Numerical,Numerical
train18713,Binary,Categorical
train10879,Numerical,Numerical
train2341,Numerical,Numerical
train14396,Numerical,Numerical
train13082,Numerical,Binary
train15976,Numerical,Numerical
train17078,Numerical,Numerical
train14997,Numerical,Numerical
train4402,Categorical,Numerical
train16585,Numerical,Binary
train4334,Numerical,Numerical
train18632,Numerical,Binary
train16195,Numerical,Categorical
train10321,Numerical,Numerical
train11373,Categorical,Numerical
train12285,Numerical,Numerical
train8575,Numerical,Numerical
train3816,Numerical,Numerical
train10253,Categorical,Numerical
train9221,Numerical,Numerical
train6697,Numerical,Numerical
train10612,Numerical,Numerical
train12081,Numerical,Numerical
train3400,Numerical,Numerical
train1669,Numerical,Numerical
train5239,Numerical,Binary
train2634,Numerical,Binary
train5565,Numerical,Numerical
train5405,Numerical,Numerical
train9573,Binary,Numerical
train4213,Numerical,Numerical
train1370,Categorical,Numerical
train6261,Binary,Numerical
train16590,Numerical,Numerical
train11970,Numerical,Numerical
train12312,Binary,Categorical
train11673,Numerical,Binary
train6703,Categorical,Numerical
train177,Numerical,Binary
train4337,Numerical,Numerical
train12125,Numerical,Numerical
train5836,Categorical,Numerical
train1977,Numerical,Categorical
train15414,Numerical,Numerical
train19250,Numerical,Numerical
train9613,Numerical,Numerical
train17894,Numerical,Numerical
train14174,Numerical,Binary
train4497,Numerical,Numerical
train5700,Numerical,Binary
train3690,Numerical,Numerical
train10847,Numerical,Numerical
train16857,Numerical,Binary
train17846,Numerical,Categorical
train8313,Numerical,Numerical
train230,Numerical,Binary
train9138,Numerical,Numerical
train13764,Numerical,Numerical
train10537,Binary,Numerical
train4627,Numerical,Binary
train6809,Numerical,Numerical
train13253,Numerical,Numerical
train2938,Binary,Numerical
train2791,Numerical,Numerical
train6289,Numerical,Numerical
train291,Numerical,Numerical
train128,Numerical,Numerical
train3737,Numerical,Binary
train6983,Categorical,Numerical
train10487,Categorical,Categorical
train8709,Numerical,Numerical
train15260,Categorical,Numerical
train3159,Numerical,Binary
train14426,Numerical,Numerical
train13635,Numerical,Numerical
train7118,Numerical,Numerical
train16058,Numerical,Numerical
train3213,Numerical,Categorical
train13752,Numerical,Categorical
train8752,Categorical,Numerical
train11015,Categorical,Numerical
train12448,Binary,Numerical
train16498,Numerical,Numerical
train6480,Numerical,Numerical
train5252,Numerical,Numerical
train10573,Binary,Numerical
train55,Categorical,Numerical
train8826,Categorical,Numerical
train18638,Numerical,Numerical
train3981,Binary,Categorical
train14084,Numerical,Numerical
train4515,Categorical,Numerical
train1045,Numerical,Numerical
train9482,Numerical,Numerical
train11144,Numerical,Numerical
train5960,Numerical,Binary
train14641,Numerical,Numerical
train2747,Numerical,Binary
train7756,Numerical,Categorical
train16346,Numerical,Numerical
train12028,Numerical,Categorical
train18045,Binary,Numerical
train19685,Numerical,Numerical
train3969,Numerical,Numerical
train387,Categorical,Numerical
train1696,Numerical,Numerical
train15166,Binary,Binary
train16378,Numerical,Categorical
train788,Numerical,Numerical
train2781,Numerical,Numerical
train8071,Numerical,Numerical
train199,Numerical,Binary
train6631,Categorical,Binary
train11204,Numerical,Numerical
train10818,Numerical,Numerical
train11060,Numerical,Numerical
train13012,Binary,Numerical
train18226,Categorical,Numerical
train4426,Numerical,Categorical
train1042,Numerical,Numerical
train8420,Numerical,Numerical
train9121,Numerical,Numerical
train10132,Numerical,Numerical
train3914,Numerical,Binary
train2185,Numerical,Numerical
train7898,Numerical,Categorical
train3047,Categorical,Numerical
train7410,Numerical,Categorical
train13088,Numerical,Numerical
train8818,Numerical,Numerical
train7552,Binary,Numerical
train1047,Numerical,Numerical
train3892,Numerical,Binary
train641,Numerical,Numerical
train9487,Numerical,Numerical
train14827,Numerical,Numerical
train3573,Numerical,Numerical
train16268,Numerical,Numerical
train447,Numerical,Numerical
train11968,Numerical,Numerical
train12662,Numerical,Numerical
train11620,Numerical,Numerical
train18145,Numerical,Categorical
train12001,Numerical,Numerical
train3790,Binary,Categorical
train18464,Categorical,Numerical
train1267,Categorical,Numerical
train3554,Categorical,Numerical
train2323,Numerical,Numerical
train4115,Numerical,Numerical
train8490,Numerical,Binary
train18767,Categorical,Binary
train18026,Numerical,Numerical
train2982,Numerical,Numerical
train2587,Numerical,Numerical
train3350,Numerical,Numerical
train8144,Categorical,Numerical
train12819,Numerical,Numerical
train12041,Binary,Numerical
train15530,Categorical,Numerical
train14798,Numerical,Numerical
train15209,Numerical,Numerical
train9124,Numerical,Numerical
train7999,Numerical,Numerical
train16981,Numerical,Categorical
train13984,Numerical,Numerical
train12163,Numerical,Numerical
train2744,Numerical,Categorical
train7400,Numerical,Binary
train10966,Binary,Numerical
train15178,Numerical,Numerical
train223,Categorical,Numerical
train14488,Numerical,Numerical
train16038,Numerical,Numerical
train11470,Numerical,Numerical
train14927,Categorical,Numerical
train4536,Numerical,Numerical
train993,Numerical,Numerical
train19321,Numerical,Numerical
train15800,Binary,Numerical
train8963,Numerical,Categorical
train19274,Numerical,Numerical
train16457,Numerical,Numerical
train2030,Numerical,Categorical
train16475,Numerical,Numerical
train5272,Numerical,Binary
train9971,Categorical,Categorical
train16421,Categorical,Numerical
train5240,Numerical,Numerical
train3332,Numerical,Numerical
train7307,Numerical,Numerical
train8348,Numerical,Numerical
train11665,Numerical,Numerical
train8596,Binary,Binary
train1506,Numerical,Binary
train9204,Numerical,Numerical
train5461,Binary,Numerical
train18796,Numerical,Binary
train7748,Numerical,Numerical
train10444,Numerical,Categorical
train4998,Numerical,Numerical
train13553,Numerical,Categorical
train9594,Numerical,Numerical
train6528,Numerical,Numerical
train4549,Numerical,Numerical
train12706,Numerical,Categorical
train4456,Binary,Numerical
train4147,Numerical,Numerical
train3442,Categorical,Numerical
train17055,Binary,Categorical
train10493,Categorical,Binary
train8219,Binary,Numerical
train7855,Categorical,Numerical
train7645,Binary,Numerical
train1346,Numerical,Numerical
train1866,Numerical,Numerical
train3142,Numerical,Numerical
train14678,Numerical,Numerical
train3209,Numerical,Numerical
train19013,Numerical,Binary
train15810,Numerical,Numerical
train16037,Categorical,Numerical
train4671,Numerical,Numerical
train612,Categorical,Categorical
train5489,Numerical,Numerical
train3918,Categorical,Binary
train4498,Numerical,Binary
train5479,Binary,Numerical
train7670,Numerical,Binary
train758,Categorical,Binary
train12594,Numerical,Numerical
train17852,Numerical,Numerical
train3719,Numerical,Numerical
train7775,Numerical,Categorical
train2832,Numerical,Numerical
train8101,Numerical,Binary
train18866,Numerical,Categorical
train16943,Binary,Binary
train10616,Numerical,Numerical
train8124,Numerical,Numerical
train7342,Numerical,Numerical
train15549,Numerical,Numerical
train5968,Categorical,Numerical
train13975,Categorical,Numerical
train11433,Categorical,Numerical
train8770,Categorical,Numerical
train6669,Numerical,Numerical
train13432,Numerical,Categorical
train19067,Numerical,Numerical
train1932,Binary,Categorical
train11407,Binary,Numerical
train7714,Numerical,Numerical
train12186,Numerical,Numerical
train10385,Numerical,Binary
train2261,Numerical,Numerical
train3980,Numerical,Categorical
train8503,Categorical,Numerical
train7538,Categorical,Numerical
train19695,Numerical,Numerical
train19295,Numerical,Binary
train7241,Numerical,Numerical
train19747,Numerical,Numerical
train14402,Numerical,Numerical
train8984,Numerical,Binary
train783,Binary,Numerical
train13964,Numerical,Categorical
train3965,Binary,Numerical
train3881,Numerical,Numerical
train3204,Categorical,Numerical
train4408,Categorical,Binary
train3934,Categorical,Categorical
train13109,Numerical,Numerical
train2340,Numerical,Binary
train7644,Categorical,Numerical
train10266,Categorical,Numerical
train15847,Binary,Numerical
train5062,Numerical,Numerical
train15180,Numerical,Numerical
train218,Numerical,Numerical
train381,Numerical,Categorical
train7639,Numerical,Numerical
train12740,Numerical,Numerical
train14994,Binary,Categorical
train18338,Numerical,Categorical
train12801,Numerical,Numerical
train17445,Binary,Numerical
train18461,Numerical,Binary
train14877,Binary,Numerical
train1981,Categorical,Numerical
train16878,Numerical,Numerical
train10881,Numerical,Binary
train18474,Numerical,Numerical
train14826,Binary,Numerical
train14301,Categorical,Categorical
train15009,Binary,Categorical
train19087,Categorical,Binary
train13696,Numerical,Numerical
train2157,Binary,Numerical
train2604,Numerical,Numerical
train988,Binary,Numerical
train6456,Numerical,Categorical
train14513,Numerical,Numerical
train13803,Numerical,Numerical
train15044,Numerical,Numerical
train17287,Binary,Numerical
train19622,Categorical,Numerical
train3516,Numerical,Binary
train19751,Numerical,Categorical
train19664,Numerical,Binary
train7323,Numerical,Numerical
train19453,Binary,Numerical
train1927,Numerical,Numerical
train18989,Categorical,Categorical
train5593,Numerical,Binary
train557,Binary,Numerical
train11672,Categorical,Numerical
train17283,Binary,Categorical
train1653,Numerical,Categorical
train12551,Categorical,Categorical
train4587,Numerical,Numerical
train10224,Numerical,Numerical
train1790,Binary,Numerical
train3375,Numerical,Numerical
train8393,Categorical,Numerical
train11175,Binary,Numerical
train11563,Numerical,Numerical
train18156,Numerical,Numerical
train12954,Numerical,Binary
train18092,Numerical,Numerical
train8023,Numerical,Numerical
train7822,Categorical,Numerical
train7796,Numerical,Numerical
train15287,Binary,Numerical
train6525,Numerical,Numerical
train13617,Numerical,Numerical
train17700,Numerical,Numerical
train11667,Categorical,Numerical
train12657,Numerical,Numerical
train3247,Binary,Numerical
train8995,Binary,Numerical
train8447,Numerical,Numerical
train823,Numerical,Categorical
train4804,Numerical,Numerical
train9289,Categorical,Binary
train12441,Numerical,Numerical
train2536,Numerical,Numerical
train18743,Numerical,Numerical
train7787,Binary,Numerical
train15753,Categorical,Numerical
train2976,Binary,Numerical
train3810,Numerical,Numerical
train10623,Numerical,Numerical
train10861,Numerical,Numerical
train4981,Categorical,Numerical
train14400,Numerical,Numerical
train19438,Numerical,Categorical
train18028,Numerical,Numerical
train1691,Numerical,Numerical
train15427,Numerical,Numerical
train17698,Numerical,Numerical
train12378,Numerical,Numerical
train1325,Numerical,Binary
train6884,Numerical,Numerical
train7032,Binary,Numerical
train1830,Numerical,Numerical
train621,Binary,Numerical
train18227,Numerical,Numerical
train10107,Binary,Numerical
train9240,Binary,Numerical
train15451,Categorical,Numerical
train19290,Binary,Numerical
train11487,Numerical,Numerical
train10619,Numerical,Categorical
train1951,Numerical,Numerical
train1575,Numerical,Numerical
train16354,Numerical,Numerical
train3287,Numerical,Numerical
train19740,Numerical,Numerical
train7170,Categorical,Numerical
train14744,Numerical,Numerical
train2513,Binary,Numerical
train11496,Categorical,Numerical
train1844,Numerical,Numerical
train7282,Numerical,Numerical
train17887,Numerical,Numerical
train19277,Numerical,Numerical
train11591,Numerical,Binary
train15121,Numerical,Binary
train4867,Numerical,Numerical
train11942,Numerical,Numerical
train18926,Numerical,Numerical
train5234,Categorical,Binary
train17779,Categorical,Binary
train12850,Binary,Categorical
train2029,Binary,Categorical
train19046,Numerical,Numerical
train19556,Numerical,Numerical
train7246,Numerical,Numerical
train3051,Numerical,Numerical
train1295,Numerical,Numerical
train16251,Numerical,Binary
train11288,Numerical,Numerical
train19655,Numerical,Numerical
train4720,Numerical,Categorical
train832,Categorical,Numerical
train7938,Binary,Numerical
train19450,Categorical,Binary
train16913,Numerical,Numerical
train17634,Categorical,Numerical
train10972,Numerical,Numerical
train13918,Numerical,Numerical
train3563,Numerical,Numerical
train5538,Numerical,Numerical
train6614,Categorical,Numerical
train1136,Numerical,Binary
train18164,Numerical,Numerical
train13315,Categorical,Numerical
train4288,Numerical,Numerical
train6172,Binary,Categorical
train15599,Numerical,Numerical
train8563,Numerical,Numerical
train18258,Numerical,Numerical
train15662,Numerical,Numerical
train15702,Numerical,Binary
train19553,Numerical,Numerical
train15704,Numerical,Numerical
train15488,Numerical,Numerical
train1831,Categorical,Numerical
train17722,Numerical,Categorical
train1963,Binary,Numerical
train2515,Numerical,Numerical
train19482,Numerical,Binary
train15085,Numerical,Numerical
train19778,Numerical,Numerical
train2028,Numerical,Numerical
train18341,Numerical,Numerical
train14026,Numerical,Numerical
train10529,Numerical,Numerical
train4837,Categorical,Numerical
train2582,Numerical,Numerical
train14083,Numerical,Categorical
train13417,Numerical,Categorical
train11908,Binary,Numerical
train15660,Categorical,Numerical
train8293,Numerical,Numerical
train15990,Binary,Numerical
train18367,Numerical,Numerical
train11466,Numerical,Numerical
train7220,Numerical,Numerical
train17579,Numerical,Categorical
train12837,Numerical,Numerical
train5575,Numerical,Numerical
train17130,Categorical,Categorical
train6928,Numerical,Numerical
train1902,Categorical,Numerical
train8250,Binary,Numerical
train18392,Numerical,Numerical
train9394,Categorical,Categorical
train4449,Categorical,Numerical
train12194,Numerical,Numerical
train1937,Categorical,Categorical
train16471,Numerical,Numerical
train18668,Numerical,Numerical
train16444,Numerical,Numerical
train17556,Numerical,Numerical
train2011,Numerical,Numerical
train9069,Numerical,Numerical
train169,Numerical,Binary
train16543,Binary,Numerical
train13969,Categorical,Numerical
train7252,Numerical,Numerical
train11567,Numerical,Numerical
train895,Numerical,Numerical
train5439,Numerical,Numerical
train11501,Numerical,Numerical
train4233,Categorical,Numerical
train769,Numerical,Numerical
train14354,Numerical,Binary
train14212,Binary,Numerical
train2082,Categorical,Numerical
train976,Binary,Binary
train8349,Numerical,Numerical
train10415,Numerical,Numerical
train17260,Numerical,Numerical
train10872,Numerical,Numerical
train19682,Numerical,Numerical
train12080,Numerical,Numerical
train9318,Numerical,Numerical
train8212,Numerical,Numerical
train17489,Binary,Numerical
train19265,Numerical,Numerical
train1891,Categorical,Numerical
train3829,Categorical,Numerical
train8360,Numerical,Numerical
train4871,Binary,Numerical
train7878,Binary,Categorical
train5921,Binary,Numerical
train18068,Numerical,Numerical
train18171,Binary,Numerical
train18411,Numerical,Numerical
train15403,Numerical,Numerical
train7666,Numerical,Numerical
train12881,Numerical,Numerical
train9168,Numerical,Numerical
train1025,Numerical,Numerical
train7165,Numerical,Numerical
train13144,Numerical,Numerical
train16196,Numerical,Numerical
train13749,Numerical,Numerical
train17654,Numerical,Numerical
train4772,Numerical,Numerical
train6527,Numerical,Numerical
train19463,Numerical,Numerical
train3707,Numerical,Categorical
train17683,Numerical,Numerical
train7724,Numerical,Numerical
train9938,Numerical,Numerical
train3477,Numerical,Numerical
train7784,Numerical,Numerical
train17755,Numerical,Numerical
train18623,Numerical,Numerical
train7257,Numerical,Numerical
train8586,Numerical,Categorical
train16518,Numerical,Numerical
train13565,Numerical,Numerical
train17516,Numerical,Numerical
train17691,Numerical,Numerical
train267,Numerical,Binary
train13079,Binary,Binary
train17941,Numerical,Binary
train11921,Binary,Numerical
train15951,Numerical,Binary
train5251,Categorical,Numerical
train17189,Numerical,Binary
train18500,Numerical,Numerical
train634,Numerical,Numerical
train18315,Numerical,Numerical
train5709,Numerical,Numerical
train9819,Numerical,Numerical
train10883,Numerical,Numerical
train10932,Numerical,Numerical
train11992,Numerical,Numerical
train12735,Categorical,Numerical
train16889,Binary,Numerical
train4547,Categorical,Categorical
train13500,Numerical,Numerical
train6338,Categorical,Numerical
train10922,Numerical,Numerical
train8463,Numerical,Numerical
train5223,Binary,Numerical
train15796,Numerical,Numerical
train12971,Binary,Binary
train8746,Numerical,Categorical
train1772,Binary,Binary
train5785,Categorical,Numerical
train14672,Numerical,Binary
train1836,Numerical,Numerical
train4902,Categorical,Numerical
train18534,Numerical,Numerical
train11234,Numerical,Categorical
train8983,Categorical,Numerical
train651,Numerical,Numerical
train10688,Numerical,Numerical
train12293,Binary,Numerical
train8036,Categorical,Numerical
train10563,Numerical,Numerical
train19177,Numerical,Numerical
train14314,Numerical,Numerical
train7749,Numerical,Numerical
train16551,Numerical,Binary
train5740,Categorical,Binary
train12796,Numerical,Categorical
train16571,Categorical,Numerical
train15067,Numerical,Numerical
train12300,Numerical,Numerical
train1482,Categorical,Numerical
train93,Numerical,Numerical
train10437,Categorical,Categorical
train14162,Numerical,Binary
train2970,Numerical,Numerical
train15853,Numerical,Categorical
train15046,Numerical,Categorical
train5470,Numerical,Binary
train11424,Numerical,Categorical
train19746,Binary,Numerical
train15831,Numerical,Categorical
train16620,Numerical,Numerical
train10769,Numerical,Numerical
train4083,Numerical,Binary
train13646,Numerical,Numerical
train324,Numerical,Numerical
train2792,Numerical,Numerical
train16459,Categorical,Numerical
train11867,Numerical,Numerical
train15514,Numerical,Numerical
train7408,Numerical,Binary
train5683,Numerical,Binary
