0,-0.42087,0.11057,4.3796,0.53945,-0.51288,1.6985,-0.56473,0.9287,-1.4608,0.54839
0,-0.5799,0.35162,4.3096,0.36157,-0.53888,1.6906,-0.5416,0.89245,-1.5612,0.86448
0,-0.67055,0.31143,4.2165,0.59815,-0.54917,1.7385,-0.83358,0.53206,-1.6166,0.86056
0,-0.55591,0.13882,4.4947,0.32428,-0.85582,1.5341,-0.59571,0.7892,-1.7051,0.68093
0,-0.62296,0.59911,4.3158,0.42877,-0.61924,1.6755,-0.65705,1.0252,-1.313,0.68485
1,-0.56137,0.37284,4.2811,0.38655,-0.573,1.3698,-0.5681,1.0782,-1.5098,1.2311
0,-0.84318,0.086541,4.4002,0.30427,-0.85058,1.4616,-0.62914,1.015,-1.3505,0.6389
0,-0.68655,0.41247,4.268,0.41703,-0.64898,1.7011,-0.80588,0.73698,-1.445,0.77842
0,-0.63115,0.49611,4.2813,0.38351,-0.64874,1.7212,-0.81784,0.79776,-1.3064,0.71749
0,-0.87003,0.59224,4.2761,0.36586,-0.56464,1.6198,-0.58501,0.95617,-1.0926,0.75658
0,-0.51563,0.44066,4.1559,0.80726,-0.44549,1.8265,-0.69012,0.71445,-0.86372,0.54847
0,-0.55191,0.21534,4.3688,0.49397,-0.60082,1.4738,-0.56133,1.0046,-1.2896,0.7758
0,-0.59941,0.63797,4.3147,0.52912,-0.65171,1.5666,-0.78044,0.97965,-1.2401,0.69415
0,-1.021,0.44956,4.2115,0.47772,-0.56913,1.5887,-0.5879,0.79244,-1.098,0.83396
1,-0.73995,0.43941,4.2135,0.89269,-0.58581,1.7962,-0.42388,0.92078,-1.9836,0.73305
0,-0.61835,0.49522,4.2534,0.63805,-0.53689,1.5275,-0.54197,1.1987,-1.4435,0.95637
1,-0.79687,0.042056,4.3831,0.30893,-0.80273,1.5581,-0.59003,0.97282,-1.2819,0.56241
0,-0.4832,0.1445,4.2773,0.55575,-0.5291,1.6822,-0.41337,0.84928,-1.487,0.80742
0,-0.55906,0.52219,4.378,0.33368,-0.55942,1.6187,-0.76605,0.61604,-1.2475,0.73955
1,-0.52038,0.49077,4.203,0.66627,-0.50422,1.7941,-0.53214,0.64863,-0.98951,0.82602
0,-0.67244,0.2702,4.3607,0.50494,-0.52527,1.4744,-0.5827,1.1631,-1.3899,0.70514
0,-0.45124,0.11141,4.4666,0.5537,-0.47775,1.4187,-0.56021,0.80914,-1.4115,0.64611
0,-0.73223,0.35276,4.292,0.40097,-0.65744,1.6318,-0.66766,0.84647,-1.3634,0.77279
1,-0.85807,1.0821,4.4536,0.86212,-0.58698,1.0469,-0.49809,1.3162,-1.4674,0.80805
0,-0.48915,0.171,4.4816,0.48019,-0.53603,1.4164,-0.56289,1.0602,-1.433,0.62182
0,-0.66255,0.38614,4.3958,0.44859,-0.57739,1.4903,-0.50111,1.1826,-1.2934,0.6887
1,-0.41601,0.50056,4.4726,1.0991,-0.51949,1.0971,-0.60577,0.71703,-1.1294,0.65558
1,-0.81693,0.28188,4.2124,0.41544,-0.67731,1.661,-0.62907,0.95299,-1.3805,0.86305
1,-0.85499,0.15056,4.3469,0.45271,-0.65086,1.5338,-0.68263,1.1674,-1.4062,0.50947
0,-0.77189,0.34335,4.4122,0.25394,-0.85841,1.5768,-0.89857,0.81709,-1.8358,0.61157
0,-0.8467,0.53117,4.2497,0.53324,-0.59641,1.4315,-0.64784,1.1864,-1.1165,0.87291
0,-0.66344,0.40121,4.2535,0.45813,-0.63001,1.7182,-0.82658,0.81521,-1.3185,0.68914
0,-0.72834,0.45735,4.327,0.45664,-0.58866,1.5907,-0.46906,1.3003,-1.2694,0.66954
0,-0.63708,0.66936,4.3379,0.27034,-0.62764,1.6987,-0.76792,0.80702,-1.4972,0.7824
0,-0.72449,0.27705,4.3372,0.58672,-0.52147,1.6616,-0.65799,0.8421,-1.4829,0.54574
0,-0.74704,0.5307,4.1432,0.59632,-0.61959,1.6068,-0.82696,1.0107,-1.0127,0.93076
0,-0.46873,0.50932,4.6584,0.10399,-0.38487,1.3666,-0.73552,0.63134,-1.211,0.60434
0,-0.70614,0.35282,4.5792,0.30933,-0.48794,1.2724,-0.62414,0.88031,-1.2631,0.62826
0,-0.55104,0.34894,4.296,0.45479,-0.60394,1.6071,-0.57608,0.91266,-1.3903,0.8611
0,-0.75035,0.56144,4.3795,0.40647,-0.4983,1.4827,-0.39869,1.3218,-1.362,0.72216
0,-0.29602,-0.19733,4.5866,0.47787,-0.42573,1.483,-0.44605,0.75006,-1.7831,0.49877
0,-0.61213,0.33676,4.1799,0.54456,-0.57582,1.6653,-0.88364,0.62794,-0.97614,0.7967
0,-0.56782,0.01599,4.3796,0.3857,-0.81025,1.5724,-0.83119,0.78234,-1.6875,0.70531
1,-1.1112,0.30706,4.147,0.76084,-0.47101,1.7778,-0.36582,0.69467,-1.5035,0.70372
0,-0.57248,0.18337,4.4109,0.50188,-0.83115,1.4177,-0.73793,0.94871,-1.4715,0.67671
0,-0.67123,0.35778,4.2872,0.42041,-0.63585,1.7008,-0.7369,0.73351,-1.3576,0.7391
0,-0.84874,0.081922,4.3617,0.28268,-0.86071,1.5063,-0.68964,0.93429,-1.4384,0.75837
0,-0.67208,0.30747,4.3344,0.38945,-0.65279,1.6504,-0.83338,0.98611,-1.5351,0.61961
0,-0.61439,0.31461,4.3398,0.45146,-0.66499,1.5565,-0.64453,0.84361,-1.3215,0.77241
0,-0.58916,0.47473,4.3066,0.37659,-0.54725,1.6984,-0.78973,0.48754,-1.4709,0.88255
0,-0.78591,0.27626,4.334,0.69122,-0.53443,1.1573,-0.62843,0.9431,-1.0836,0.89762
0,-0.5949,0.50158,4.2947,0.27649,-0.55032,1.8221,-0.69615,0.68959,-1.3784,0.75677
0,-0.66968,0.29603,4.3193,0.45608,-0.67904,1.5785,-0.60254,0.91832,-1.3458,0.76475
0,-0.49246,0.18156,4.3792,0.30895,-0.62112,1.3584,-0.51168,1.1447,-1.4256,1.077
0,-0.69561,0.24427,4.3537,0.50603,-0.68231,1.4983,-0.6436,0.82062,-1.4694,0.74976
0,-0.58005,0.50106,4.3591,0.23764,-0.63873,1.579,-0.70053,0.74511,-1.3707,0.87545
1,-0.60017,0.4728,4.2927,0.45471,-0.59962,1.7313,-0.65064,0.94815,-1.2188,0.65398
0,-1.0533,0.042273,4.3057,0.48056,-0.72943,1.4694,-0.69555,0.90785,-1.1492,0.51896
0,-0.73007,0.38936,4.277,0.61888,-0.61641,1.8077,-0.28028,0.91137,-1.3289,0.58775
1,-0.8373,0.56894,4.3006,0.24794,-0.60182,1.8993,-0.67622,0.62245,-1.9426,0.69288
1,-0.8619,-0.12697,4.1806,0.44823,-0.60358,1.5839,-0.86773,0.99839,-0.99181,0.73644
0,-0.87788,0.011317,4.3712,0.44514,-0.74439,1.5018,-0.74836,0.94051,-1.3141,0.42098
0,-0.87455,0.21771,4.3774,0.3728,-0.7557,1.489,-0.60767,1.0862,-1.2251,0.5203
0,-0.52103,0.56338,4.3701,0.4218,-0.49152,1.5954,-0.67425,0.88875,-1.0738,0.66475
0,-0.92921,0.64241,4.0455,0.66421,-0.48455,2.0668,-0.78644,0.56208,-1.8604,0.86534
1,-0.82584,0.042842,4.3486,0.58707,-0.32353,1.4662,-0.69537,0.16084,-1.7132,0.91932
0,-0.26177,0.21634,4.7033,0.2207,-0.51616,1.2868,-0.68835,0.88669,-1.7134,0.63332
0,-0.75643,0.25558,4.3747,0.68299,-0.72716,1.0904,-0.61366,1.2515,-0.98451,0.68913
0,-0.56916,0.61925,4.2618,0.29859,-0.59486,1.8631,-0.84189,0.75953,-1.3771,0.70319
0,-0.74919,0.82922,4.3755,0.46317,-0.60264,1.6093,-0.23129,1.5397,-1.0971,0.56524
0,-0.43506,0.18091,4.3787,0.48542,-0.48539,1.7921,-0.55283,0.79963,-1.9353,0.6275
1,-0.68782,0.28884,4.2831,0.54739,-0.56587,1.5342,-0.54613,0.8738,-1.3371,0.84017
0,-0.84293,0.67074,4.4847,0.60791,-0.63123,1.3169,-0.61165,1.2143,-1.4157,0.48377
0,-0.67231,0.54449,4.0335,0.65547,-0.542,1.9485,-0.95682,0.72137,-0.84923,0.66645
0,-0.55345,0.65119,4.2673,0.24555,-0.62368,1.8487,-1.0027,0.50568,-1.4198,0.77488
0,-0.62457,0.28011,4.2147,0.58753,-0.61977,1.6886,-0.637,0.95562,-1.3042,0.77099
1,-0.72604,0.36295,4.3457,0.51605,-0.60417,1.5176,-0.42881,0.80574,-1.2014,0.74469
1,-0.56714,0.58982,4.1353,0.73131,-0.52443,2.0218,-0.87123,0.66595,-1.4561,0.59715
0,-0.75227,0.55278,4.3518,0.26367,-0.61189,1.6061,-0.68776,0.81184,-1.671,0.85355
0,-0.93606,0.27637,4.3889,0.49304,-0.58017,1.3783,-0.66883,0.74174,-1.3677,0.6828
0,-0.58187,0.51622,4.2498,0.51246,-0.57893,1.8669,-0.64869,0.76991,-1.729,0.77195
0,-0.68383,0.28948,4.3524,0.53549,-0.62458,1.5102,-0.52956,0.96045,-1.3025,0.66678
0,-0.75827,0.54543,4.2934,0.34291,-0.59037,1.7957,-0.79772,0.50973,-1.7071,0.79179
0,-0.50263,-0.0061584,4.5334,0.26953,-0.58584,1.3013,-0.40875,0.84932,-0.87466,0.57279
0,-0.57944,0.56182,4.2875,0.2905,-0.61821,1.8288,-0.7488,0.80102,-1.246,0.66728
0,-0.72943,0.54105,4.35,0.28863,-0.59771,1.633,-0.60124,0.88701,-1.5655,0.80066
0,-0.75885,0.46259,4.3285,0.30544,-0.64994,1.6415,-0.73692,0.83143,-1.6541,0.79358
0,-0.64619,0.30786,4.3659,0.83976,-0.51685,1.405,-0.65632,0.87224,-1.2991,0.58869
0,-0.60577,0.51097,4.4576,0.51672,-0.6135,1.6122,-0.67704,0.98767,-1.5842,0.46905
0,-0.7696,0.45369,4.2709,0.3229,-0.65778,1.6631,-0.76408,0.85258,-1.6041,0.88344
0,-0.7645,0.4782,4.1282,0.7663,-0.56393,1.8099,-0.45651,1.341,-1.0336,0.5111
0,-0.42895,0.1262,4.357,0.19921,-0.65282,1.3204,-0.65197,1.0774,-1.4574,1.28
1,-0.63993,0.42601,4.1487,0.64616,-0.52555,1.7365,-0.39001,0.89503,-1.1458,0.95571
0,-0.89291,0.68044,4.3697,0.32115,-0.63203,1.5966,-0.23856,1.4245,-1.0901,0.6072
0,-0.67455,0.29954,4.3084,0.44462,-0.68875,1.6171,-0.65367,0.85008,-1.2607,0.70937
0,-0.7064,0.28229,4.3613,0.40789,-0.74406,1.5991,-0.78302,0.4596,-1.6529,0.79144
0,-0.65465,0.11594,4.3623,0.45271,-0.68182,1.5718,-0.5361,0.91648,-1.2936,0.59431
1,-0.59045,0.095528,4.2729,0.43848,-0.31582,1.8409,-0.17799,0.52498,-1.1742,0.69491
1,-0.9162,0.69875,4.5223,0.57053,-0.6924,1.2431,-0.2941,1.2616,-1.298,0.49195
0,-0.70133,-0.094333,4.258,0.49849,-0.56925,1.5595,-0.56513,0.63879,-1.4482,0.88558
0,-0.50131,0.63675,4.5834,0.72745,-0.64882,1.3537,-0.54977,1.0792,-2.1284,0.5586
0,-0.74649,0.013284,4.3526,0.33162,-0.70175,1.6172,-0.48455,0.94135,-1.1981,0.59145
0,-0.41769,0.1207,4.5176,0.5041,-0.45501,1.297,-0.56492,0.97152,-1.4693,0.69045
0,-0.69149,0.39922,4.3108,0.48451,-0.70519,1.6204,-0.56387,1.0761,-1.2523,0.64591
0,-0.57606,0.39343,4.1537,0.84905,-0.57862,1.9983,-0.61612,0.79218,-1.6304,0.57523
0,-0.83204,0.58396,4.2012,0.39778,-0.62911,1.9346,-0.66981,1.0511,-1.3436,0.53936
1,-0.63191,0.42894,4.4153,0.48105,-0.86135,1.7636,-0.17096,0.85435,-1.5082,0.62109
1,-0.74354,0.32978,4.3363,0.68425,-0.58413,1.5479,-0.50594,0.86091,-1.3243,0.5753
0,-0.78906,0.2398,4.2737,0.53705,-0.62713,1.598,-0.59261,0.85998,-1.4405,0.74597
0,-0.49498,0.55329,4.4169,0.7334,-0.62698,1.4806,-0.63767,0.94565,-1.5354,0.65907
1,-0.77356,0.64907,4.4901,0.73666,-0.6705,1.1663,-0.63242,1.1693,-1.3364,0.5326
0,-0.33416,0.13956,4.5836,0.37435,-0.40165,1.1674,-0.52283,0.82142,-0.8267,0.70988
0,-0.81212,0.1804,4.3042,0.37653,-0.72882,1.703,-0.79645,0.84175,-1.8999,0.69087
1,-0.65863,0.4007,4.3082,0.28917,-0.58138,1.7753,-0.63318,0.76521,-1.5152,0.7616
0,-0.65028,0.34658,4.3471,0.49513,-0.64883,1.5633,-0.53815,0.96993,-1.3632,0.71736
1,-0.80927,0.10322,4.3658,0.3266,-0.75784,1.5514,-0.54207,1.0056,-1.217,0.59534
0,-0.69593,0.49238,4.4057,0.60358,-0.60453,1.3656,-0.56009,0.97725,-1.2859,0.74321
1,-0.57402,0.51183,4.3645,0.52049,-0.57251,1.5336,-0.59352,0.46248,-1.6102,0.98777
0,-0.6082,0.51533,4.4562,0.61631,-0.63139,1.4478,-0.62669,1.0385,-1.7151,0.63189
0,-0.92389,0.066342,4.3016,0.46636,-0.7956,1.5551,-0.75665,0.82826,-1.448,0.60444
0,-0.67982,0.18252,4.229,0.58026,-0.57856,1.5866,-0.69686,0.90724,-1.3164,0.81198
0,-0.73856,0.25796,4.3186,0.40444,-0.66461,1.7546,-0.81345,0.883,-1.7385,0.55621
1,-0.5859,0.085083,4.3561,0.48881,-0.70694,1.5986,-0.69036,0.73475,-1.5418,0.67956
1,-0.61148,0.21408,4.3269,0.45666,-0.66694,1.7393,-0.30931,0.77541,-1.4989,0.72557
0,-0.6632,0.24015,4.354,0.55002,-0.70845,1.5717,-0.56646,0.94795,-1.3078,0.56358
0,-0.75072,0.55649,4.3587,0.20436,-0.66036,1.6342,-0.77737,0.72552,-1.6943,0.8506
0,-0.66466,0.34165,4.312,0.46506,-0.68138,1.6063,-0.64817,0.8969,-1.2682,0.70756
0,-0.91711,0.26103,4.5222,0.26659,-0.68922,1.4077,-0.26222,0.50944,-1.4447,0.74419
1,-0.53262,0.17427,4.3108,0.25693,-0.37921,1.8411,-0.25618,0.93285,-1.3119,0.69889
1,-0.63734,0.47196,4.3483,0.7495,-0.64064,1.3266,-0.7033,0.99896,-1.1676,0.747
1,-0.617,0.54279,4.3129,0.2163,-0.58696,1.8,-0.86666,0.50435,-1.6402,0.84819
0,-0.69473,0.37768,4.3293,0.46815,-0.58793,1.5665,-0.6593,0.76752,-1.5426,0.81319
0,-0.50266,0.26337,4.3247,0.46165,-0.47454,1.5866,-0.50863,0.93375,-1.3761,0.83378
0,-0.65204,0.5709,4.2914,0.26983,-0.53182,1.7913,-0.88687,0.42752,-1.5178,0.84553
1,-0.54011,0.40112,4.2376,0.43312,-0.51369,1.8965,-0.70147,0.70074,-1.1602,0.65406
0,-0.82031,-0.022655,4.4245,0.24645,-0.95947,1.483,-0.75624,0.90265,-1.4477,0.58978
0,-0.52337,0.65716,4.2452,0.48804,-0.62135,1.7387,-0.90587,0.76254,-1.2382,0.73565
1,-0.70516,0.39314,4.3444,0.3018,-0.55475,1.6999,-0.49724,0.87063,-1.5438,0.73064
0,-0.62042,-0.25496,4.3707,0.37885,-0.33902,1.7024,-0.096894,0.88337,-1.2789,0.50803
0,-0.82984,0.67894,4.308,0.52321,-0.63739,1.8264,-0.53119,1.1078,-1.4773,0.43631
0,-0.56781,0.40084,4.3127,0.53678,-0.56304,1.5981,-0.63642,0.77075,-1.2019,0.77836
0,-0.80558,0.28922,4.2374,0.39998,-0.57567,1.5257,-0.70347,0.82796,-1.4608,1.0042
0,-0.90256,0.17845,4.3629,0.36923,-0.79012,1.5136,-0.59262,1.0608,-1.2243,0.53584
0,-0.72799,0.24617,4.2132,0.56144,-0.58484,1.6749,-0.46426,1.3569,-0.97652,0.5243
0,-0.67049,0.29752,4.3061,0.50702,-0.52648,1.5196,-0.53563,0.89172,-1.411,0.90657
1,-0.64502,0.6856,4.4083,0.91433,-0.78978,0.94584,-0.43289,1.3751,-0.96752,0.91958
0,-0.47952,0.44676,4.3907,0.50049,-0.56417,1.7353,-0.58599,1.0049,-1.5317,0.60491
0,-0.69063,0.35677,4.2861,0.47093,-0.61094,1.6422,-0.70379,0.88461,-1.3467,0.71492
1,-0.65818,0.33391,4.309,0.44118,-0.70287,1.6158,-0.67082,0.87156,-1.2419,0.71817
0,-0.5759,0.71115,4.5987,0.89752,-0.78369,0.75279,-0.73519,1.3137,-1.548,0.78042
0,-0.53369,0.18559,4.3704,0.57663,-0.57162,1.5324,-0.47824,0.92776,-1.332,0.66168
0,-0.67477,0.063693,4.1544,0.37284,-0.46625,1.8552,-0.44437,0.9682,-1.5032,0.93038
0,-0.66113,0.31061,4.3434,0.51508,-0.54509,1.5213,-0.57623,0.96043,-1.5097,0.74744
0,-0.64703,-0.065894,4.3652,0.36372,-0.79161,1.6189,-0.70446,0.70853,-1.6504,0.7162
0,-0.67823,0.3623,4.3197,0.5066,-0.60638,1.5452,-0.51685,0.93613,-1.3082,0.77256
0,-0.87947,0.10798,4.3942,0.30147,-0.88279,1.4898,-0.67995,0.98683,-1.3376,0.56916
0,-0.64718,0.4371,4.28,0.48477,-0.59833,1.7024,-0.68392,0.83663,-1.293,0.68117
0,-0.72159,0.25564,4.3091,0.57585,-0.61651,1.5736,-0.51614,0.89954,-1.5065,0.73176
1,-0.64804,0.2858,4.3361,0.78327,-0.47687,1.4617,-0.49508,0.97558,-1.1665,0.60472
0,-0.41872,0.42897,4.4123,0.56355,-0.44162,1.4313,-0.49839,0.85475,-1.3868,0.8747
0,-0.84302,0.15951,4.3432,0.41555,-0.70285,1.5302,-0.55098,0.89337,-1.516,0.74628
0,-0.70074,0.25708,4.3305,0.4916,-0.68219,1.5931,-0.59932,0.86801,-1.3526,0.65068
1,-0.70191,0.59288,4.3701,0.41205,-0.59216,1.4731,-0.66815,0.81733,-1.5058,0.84362
0,-0.4538,0.58613,4.2287,0.60952,-0.60136,1.748,-0.8895,0.79318,-1.2173,0.73673
0,-0.65192,0.25515,4.3414,0.4694,-0.68613,1.55,-0.6405,0.84036,-1.3306,0.72835
0,-0.56615,0.34761,4.2819,0.53609,-0.52825,1.5072,-0.48624,0.85308,-1.2139,0.93107
0,-0.71287,0.43483,4.2537,0.34451,-0.73528,1.7934,-0.95895,0.92358,-1.3644,0.50031
0,-0.54696,0.24857,4.3967,0.75602,-0.55859,1.3765,-0.74588,0.58923,-1.4772,0.7821
1,-0.59871,0.49176,4.2699,0.3184,-0.53328,1.82,-0.82235,0.5128,-1.3861,0.78147
0,-0.70134,0.36727,4.2355,0.36476,-0.53581,1.7215,-0.62905,0.75257,-1.6089,0.91725
0,-0.49648,0.65667,4.2547,0.39455,-0.63222,1.7874,-0.95015,0.62774,-1.3262,0.78021
0,-0.7729,0.55555,4.3443,0.57469,-0.5383,1.5637,-0.44755,1.3147,-1.3845,0.61034
0,-0.66375,0.27176,4.3413,0.49351,-0.65358,1.5362,-0.61537,0.8367,-1.3692,0.74563
0,-0.75216,0.45768,4.4636,0.52943,-0.75821,1.3055,-0.3991,1.073,-1.5189,0.75904
0,-0.69347,0.26224,4.2972,0.34428,-0.54714,1.7046,-0.3234,0.99108,-1.2432,0.72383
0,-0.76119,-0.048011,4.4274,0.28924,-0.90768,1.5361,-0.70361,0.88965,-1.3904,0.48972
1,-0.65747,0.33734,4.3207,0.48911,-0.65826,1.5823,-0.63538,0.85184,-1.3006,0.75152
0,-0.72141,0.28755,4.3715,0.49421,-0.5907,1.6316,-0.65911,0.97634,-1.6449,0.54367
1,-0.72321,0.019625,4.2319,0.40844,-0.48002,1.6588,-0.49448,0.6542,-1.374,0.92115
0,-0.85992,0.81333,4.3227,0.54069,-0.64786,1.5481,-0.80421,0.78232,-1.3928,0.64876
1,-0.67907,0.12362,4.37,0.46771,-0.7258,1.5077,-0.52474,1.0127,-1.5561,0.71453
0,-0.53442,0.31971,4.3867,0.43398,-0.67036,1.5727,-0.51531,0.93709,-1.4109,0.75808
1,-0.54238,0.0019528,4.3807,0.60819,-0.45679,1.6536,-0.54567,0.78953,-1.647,0.49607
0,-0.83877,0.15798,4.2323,0.51455,-0.45867,1.9794,-0.3475,0.76815,-1.9309,0.54787
1,-0.66195,0.30739,4.3296,0.47823,-0.62261,1.5548,-0.62721,0.84011,-1.2993,0.73245
0,-1.0458,0.4896,4.0377,0.6114,-0.39937,2.0271,-0.29296,0.86444,-1.5499,0.82464
1,-0.6673,0.29473,4.3402,0.48669,-0.61391,1.5676,-0.52275,0.86907,-1.3863,0.75002
1,-0.56835,0.37073,4.554,0.57577,-0.77305,1.1606,-0.73242,1.1851,-1.8441,0.67198
0,-0.66495,0.40336,4.2984,0.62334,-0.56062,1.5525,-0.64694,1.3888,-1.315,0.58362
0,-0.77351,0.35201,4.3,0.75,-0.45301,1.287,-0.65123,0.70859,-1.2787,0.92205
1,-0.69527,-0.10256,4.3013,0.47169,-0.72009,1.6465,-0.43997,0.91363,-1.3423,0.65422
1,-0.60159,0.16178,4.3482,0.40097,-0.65301,1.6878,-0.71617,0.75544,-1.6155,0.65711
1,-0.65804,0.33375,4.309,0.4415,-0.70294,1.6158,-0.67033,0.87184,-1.2418,0.71818
0,-0.71464,0.39029,4.3612,0.43321,-0.60013,1.6081,-0.44448,1.0775,-1.2847,0.63258
0,-0.6526,0.40495,4.3367,0.44922,-0.62718,1.6936,-0.49726,0.99901,-1.4555,0.64605
1,-0.6204,0.070343,4.3203,0.3686,-0.51724,1.6425,-0.50189,0.72284,-1.4741,0.77929
1,-1.0349,-0.082135,4.2426,0.29709,-0.53351,1.6433,-0.33526,0.74424,-1.1491,0.72459
0,-0.79778,0.23053,4.2796,0.43002,-0.63413,1.7224,-0.6422,0.82972,-1.5372,0.67834
1,-0.74852,0.12876,4.2952,0.64424,-0.61926,1.4376,-0.64979,0.68314,-1.38,0.81306
0,-1.1064,0.67087,4.163,0.63962,-0.49893,2.0097,-0.45791,0.68241,-1.8513,0.61497
