SampleID,Target
train179,2.651142
train180,-2.448807
train181,2.650859
train182,1.620195
train183,0.287833
train184,1.606509
train185,2.885838
train186,-3.029680
train187,-3.292390
train188,3.299283
train189,-3.626861
train190,4.007588
train191,-3.992060
train192,-1.279516
train193,-2.796471
train194,4.560473
train195,1.977145
train196,-1.077077
train197,3.946519
train198,-0.946935
train199,4.004681
train200,0.677854
train201,3.413407
train202,0.255909
train203,-4.746059
train204,4.171736
train205,0.423095
train206,0.747255
train207,-0.292726
train208,0.033537
train209,2.133944
train210,4.985404
train211,-3.113364
train212,-1.849104
train213,-0.535145
train214,-1.173137
train215,-0.309620
train216,-2.144795
train217,3.074149
train218,2.643646
train219,1.787843
train220,4.549296
train221,2.300940
train222,-3.733452
train223,-3.832167
train224,-2.026536
train225,2.046787
train226,2.553227
train227,-4.299659
train228,3.867078
train229,-2.765905
train230,3.973567
train231,4.109423
train232,-1.021971
train233,4.803986
train234,-2.683516
train235,-0.072627
train236,4.003842
train237,1.571599
train238,2.460883
train239,-1.072608
train240,-0.431018
train241,3.335473
train242,-1.927235
train243,-1.207702
train244,-3.796634
train245,-1.200956
train246,3.184445
train247,-3.595811
train248,-2.848277
train249,-3.568412
train250,-0.326143
train251,2.988922
train252,-0.655551
train253,-1.641232
train254,4.592734
train255,0.438557
train256,1.130183
train257,4.571131
train258,0.165979
train259,-4.053716
train260,0.730468
train261,-2.861504
train262,1.863354
train263,3.211002
train264,-0.310985
train265,3.218202
train266,-0.161788
train267,4.564430
train268,-4.703229
train269,-3.510727
train270,0.973761
train271,0.423312
train272,-3.929935
train273,2.371661
train274,-4.789493
train275,4.018721
train276,2.404995
train277,3.705954
train278,-2.189186
train279,-4.689955
train280,4.264688
train281,0.143183
train282,1.255117
train283,4.633600
train284,-4.547282
train285,0.769588
train286,-4.792324
train287,3.838385
train288,2.946924
train289,-0.743518
train290,4.443890
train291,2.534924
train292,1.616001
train293,-1.109975
train294,-4.941872
train295,3.911603
train296,1.271743
train297,1.207269
train298,-3.921220
train299,2.138349
train300,-2.128321
train301,3.021405
train302,-2.639948
train303,0.812177
train304,-4.951515
train305,-4.641030
train306,0.912488
train307,-3.272591
train308,-4.601391
train309,1.494336
train310,2.122885
train311,-0.412790
train312,-2.628906
train313,-0.077761
train314,-2.054494
train315,-1.785610
train316,0.219465
train317,3.543516
train318,2.731117
train319,3.098331
train320,-4.596765
train321,-0.118880
train322,-4.037689
train323,-4.407949
train324,4.405184
train325,-1.340534
train326,-3.683252
train327,-1.535486
train328,2.169519
train329,1.295996
train330,-1.571450
train331,-3.296605
train332,2.436088
train333,-4.563571
train334,-2.097623
train335,4.517938
train336,-2.561342
train337,3.698035
train338,0.531807
train339,0.562687
train340,-1.569560
train341,-0.551679
train342,-2.388364
train343,-2.943015
train344,-3.852085
train345,2.865688
train346,0.759175
train347,-1.758797
train348,-0.351433
train349,3.542012
train350,-1.122621
train351,3.874702
train352,0.195139
train353,0.377307
train354,4.341499
train355,-1.774881
train356,-1.380191
train357,3.857740
train358,-2.123779
train359,-2.321643
train360,-1.171338
train361,0.119601
train362,-2.303689
train363,-0.701738
train364,1.298181
train365,-0.814326
train366,2.067556
train367,-1.763200
train368,-2.675186
train369,-4.474560
train370,4.738076
train371,2.779022
train372,-0.053896
train373,3.521654
train374,2.897298
train375,-3.737105
train376,3.738534
train377,-2.541179
train378,-2.054037
train379,3.841518
train380,1.598579
train381,2.405649
train382,-1.373658
train383,3.030208
train384,-4.178374
train385,0.539626
train386,0.786292
train387,1.444273
train388,3.874531
train389,2.510511
train390,4.059739
train391,-3.245384
train392,0.706622
train393,-1.680196
train394,0.552147
train395,4.964071
train396,3.528612
train397,-0.531683
train398,-1.668926
train399,-1.093548
train400,-3.263647
train401,-0.092397
train402,1.881973
train403,0.340009
train404,2.361691
train405,4.566144
train406,4.725654
train407,-1.827013
train408,-3.085277
train409,-0.768176
train410,3.664393
train411,2.901338
train412,2.262324
train413,-1.781912
train414,-0.947906
train415,-1.168600
train416,-1.846193
train417,-1.816694
train418,4.742714
train419,4.490413
train420,2.654118
train421,-3.733250
train422,3.391551
train423,-1.521060
train424,2.650558
train425,1.078721
train426,-4.066176
train427,2.015051
train428,0.029985
train429,4.885766
train430,-1.132954
train431,-4.520409
train432,4.525946
train433,-1.933178
train434,-2.699500
train435,4.396427
train436,-0.536205
train437,-2.394397
train438,-1.687235
train439,3.131098
train440,-0.061672
train441,-4.252168
train442,-0.863828
train443,2.188115
train444,1.266221
train445,-2.156929
train446,-2.694809
train447,-3.605497
train448,-4.073871
train449,-2.103770
train450,1.335729
train451,-2.985029
train452,0.473829
train453,1.730380
train454,-4.116627
train455,-2.040082
train456,4.152107
train457,-3.957257
train458,-1.910719
train459,1.958799
train460,4.437593
train461,0.181960
train462,-4.328409
train463,3.757219
train464,-0.595052
train465,-0.726552
train466,-1.582330
train467,-1.917817
train468,2.560355
train469,-4.111277
train470,-0.003458
train471,0.669492
train472,4.292335
train473,-0.374133
train474,2.221082
train475,-4.462353
train476,-1.533675
train477,4.116019
train478,-4.582221
train479,-3.069543
train480,0.464613
train481,-4.793629
train482,2.024972
train483,-3.920625
train484,0.113515
train485,-0.130620
train486,4.932220
train487,3.759581
train488,-4.976388
train489,1.112282
train490,1.399413
train491,2.894219
train492,-3.543066
train493,1.855939
train494,2.146689
train495,0.408990
train496,-2.044844
train497,-4.496981
train498,-0.194991
train499,0.252760
train500,-1.074575
train501,-0.752691
train502,2.856946
train503,-0.610104
train504,-1.709018
train505,4.232920
train506,-2.100460
train507,-4.176463
train508,4.368006
train509,-0.837093
train510,4.511890
train511,2.111607
train512,-4.333703
train513,-3.692985
train514,2.074402
train515,-0.316226
train516,-3.009882
train517,2.268831
train518,1.584691
train519,4.498706
train520,-0.459563
train521,-1.726345
train522,-2.841404
train523,-4.328357
train524,3.799670
train525,4.184922
train526,-3.985835
train527,-1.570629
train528,-1.015014
train529,-4.003770
train530,-1.743815
train531,-1.794960
train532,4.947090
train533,1.453170
train534,-0.708837
train535,2.903780
train536,2.510369
train537,-3.604990
train538,-3.077613
train539,-3.398203
train540,2.077493
train541,-2.419334
train542,-0.323223
train543,-1.646327
train544,4.552576
train545,2.148788
train546,3.454121
train547,1.671954
train548,-4.415061
train549,-0.350223
train550,1.476243
train551,-0.345032
train552,-3.007018
train553,-1.514565
train554,-1.727449
train555,-0.113093
train556,1.848093
train557,1.883023
train558,-4.561240
train559,-2.411712
train560,0.631996
train561,-4.534259
train562,4.805131
train563,3.683531
train564,-0.119659
train565,-2.420801
train566,-0.195579
train567,0.854815
train568,-3.333781
train569,-0.545700
train570,2.376304
train571,-3.189996
train572,3.033594
train573,-0.896915
train574,0.959180
train575,2.976585
train576,2.169893
train577,-0.007598
train578,4.906656
train579,4.481342
train580,-3.504461
train581,-2.660597
train582,-3.656538
train583,1.199300
train584,-0.809441
train585,1.416624
train586,2.601106
train587,0.295714
train588,2.862237
train589,-0.338627
train590,2.804068
train591,4.346408
train592,3.819257
train593,3.417962
train594,-4.885737
train595,4.694355
train596,-3.102451
train597,4.710821
train598,-3.033554
train599,-2.884878
train600,0.034987
train601,-4.049230
train602,2.085200
train603,3.251563
train604,-4.519768
train605,0.140838
train606,-2.277266
train607,4.564586
train608,4.142135
train609,2.781338
train610,1.056493
train611,4.016210
train612,-0.955345
train613,-1.822116
train614,-1.536263
train615,-2.285621
train616,0.204130
train617,0.372183
train618,-0.229774
train619,-4.086945
train620,-1.512836
train621,-4.573470
train622,-1.814380
train623,-3.783019
train624,-4.343484
train625,2.132124
train626,-4.329176
train627,-4.839082
train628,3.764534
train629,-1.661372
train630,0.981097
train631,3.338793
train632,4.151810
train633,-4.356117
train634,-1.250582
train635,0.263424
train636,-0.414310
train637,3.067537
train638,-0.336352
train639,-2.217249
train640,-2.656976
train641,0.418936
train642,2.169642
train643,1.613810
train644,1.293389
train645,0.771843
train646,-2.978466
train647,-0.389097
train648,-0.972088
train649,2.311360
train650,3.794916
train651,4.069460
train652,2.879293
train653,2.899060
train654,-1.275669
train655,-4.415926
train656,2.497857
train657,3.091890
train658,-2.806419
train659,4.842105
train660,-3.359307
train661,2.344116
train662,-3.587708
train663,4.708687
train664,2.886481
train665,-4.241445
train666,-1.247485
train667,0.848058
train668,-1.453686
train669,0.933789
train670,-0.497325
train671,3.698059
train672,3.581794
train673,-4.373233
train674,-0.595359
train675,1.191818
train676,2.322999
train677,-1.999735
train678,-1.459466
train679,-4.138745
train680,4.736066
train681,-0.596117
train682,-1.490560
train683,-2.004339
train684,-4.089590
train685,2.365576
train686,0.724379
train687,-1.297392
train688,2.659625
train689,-4.042924
train690,1.096597
train691,-1.986508
train692,-1.322111
train693,-1.771509
train694,-3.890967
train695,4.699388
train696,-1.062275
train697,-2.399851
train698,-0.078038
train699,-0.662809
train700,-3.836831
train701,1.543981
train702,0.622300
train703,-4.599865
train704,-4.374263
train705,1.127715
train706,0.532693
train707,0.106509
train708,-3.576792
train709,-2.537641
train710,-4.359688
train711,1.978996
train712,-2.578442
train713,3.136413
train714,2.547623
train715,-2.015252
train716,-4.123430
train717,2.332182
train718,0.553906
train719,0.660162
train720,-0.312452
train721,-3.676690
train722,-2.263485
train723,-3.947353
train724,4.987604
train725,0.778607
train726,-4.964277
train727,-2.634546
train728,1.774291
train729,-1.929239
train730,0.633292
train731,3.483070
train732,4.031701
train733,3.846134
train734,2.687128
train735,3.015235
train736,-3.986342
train737,3.193437
train738,-3.008685
train739,-0.555246
train740,2.754892
train741,-1.631220
train742,-2.083115
train743,1.379886
train744,1.388105
train745,3.142879
train746,-3.325570
train747,2.993560
train748,3.523629
train749,2.143009
train750,-0.630105
train751,-2.090212
train752,-4.556860
train753,2.040191
train754,-1.677939
train755,-1.503706
train756,0.786940
train757,2.308393
train758,-3.067247
train759,-3.312297
train760,1.972644
train761,-0.833852
train762,0.829452
train763,-2.723609
train764,2.041979
train765,-2.835270
train766,-4.229776
train767,1.134596
train768,2.071175
train769,-4.144036
train770,-4.046709
train771,-1.338700
train772,2.440695
train773,0.295904
train774,0.917974
train775,-4.764993
train776,3.604778
train777,-2.622303
train778,2.600803
train779,1.469618
train780,4.438491
train781,-3.836622
train782,2.861920
train783,-4.759724
train784,1.981432
train785,4.501627
train786,-4.156960
train787,-0.224020
train788,-1.007606
train789,4.150851
train790,-1.881071
train791,2.681376
train792,-0.392332
train793,2.409763
train794,-4.713893
train795,2.965467
train796,-0.192144
train797,4.888158
train798,4.616514
train799,0.499789
train800,0.142402
train801,3.381213
train802,-2.011006
train803,2.345753
train804,-2.154933
train805,3.135021
train806,0.739561
train807,-4.649353
train808,-0.128574
train809,3.519009
train810,-1.606251
train811,3.375116
train812,-4.700935
train813,-0.292038
train814,-0.330492
train815,0.797677
train816,0.938805
train817,-1.059217
train818,3.280333
train819,-0.773178
train820,-4.146981
train821,4.315617
train822,-0.058177
train823,3.398557
train824,2.761905
train825,-0.015963
train826,-3.270679
train827,-0.763515
train828,-2.132353
train829,3.860700
train830,1.075615
train831,-2.121340
train832,1.318145
train833,0.277970
train834,3.492670
train835,4.059548
train836,4.802212
train837,-3.076327
train838,-0.790351
train839,-0.008304
train840,0.874439
train841,4.944373
train842,4.366235
train843,-2.290763
train844,-2.020878
train845,-0.951867
train846,-4.679866
train847,3.085216
train848,-1.626768
train849,2.954132
train850,-1.436681
train851,0.578653
train852,-4.815434
train853,2.090435
train854,2.771741
train855,2.432921
train856,0.977192
train857,1.992473
train858,0.793676
train859,-3.406730
train860,-0.582740
train861,4.221882
train862,0.774549
train863,3.970992
train864,-0.225912
train865,-1.430060
train866,0.769773
train867,-4.215987
train868,-0.255000
train869,2.888183
train870,2.565076
train871,3.239982
train872,-0.560629
train873,-3.108702
train874,-2.073255
train875,3.435932
train876,1.023566
train877,4.065487
train878,1.456984
train879,4.732617
train880,-2.372313
train881,-3.167149
train882,1.690705
train883,0.329488
train884,3.667619
train885,-3.826590
train886,4.597685
train887,1.646734
train888,-3.592139
train889,1.248928
train890,0.522491
train891,2.420709
train892,-3.093382
train893,3.805203
train894,0.050506
train895,-0.049553
train896,4.794762
train897,-0.503469
train898,-2.180970
train899,2.700822
train900,1.418697
train901,-4.402606
train902,1.619359
train903,-1.251134
train904,-1.993272
train905,2.310298
train906,1.944303
train907,-4.981744
train908,0.871533
train909,-2.886563
train910,-4.400492
train911,0.696793
train912,2.773232
train913,-2.744514
train914,2.730769
train915,3.250202
train916,-0.868474
train917,-0.998062
train918,3.520875
train919,4.781835
train920,0.576607
train921,0.016177
train922,3.777042
train923,-1.506687
train924,-2.516105
train925,-0.412016
train926,1.156929
train927,-4.059452
train928,-2.421933
train929,-2.530964
train930,-0.651238
train931,-0.926373
train932,3.335032
train933,-4.465908
train934,3.153651
train935,3.601109
train936,-1.498300
train937,0.823280
train938,0.459673
train939,4.761261
train940,-1.694527
train941,-0.330855
train942,3.494080
train943,-4.838654
train944,2.845300
train945,1.683860
train946,-2.504666
train947,-1.273270
train948,-2.508819
train949,-4.599622
train950,2.844193
train951,-1.723733
train952,2.775743
train953,-4.632851
train954,1.626166
train955,-1.977507
train956,-1.013119
train957,-1.265020
train958,-1.264136
train959,-1.264452
train960,3.183624
train961,-3.206131
train962,-2.044066
train963,-3.477276
train964,-4.935381
train965,-4.390169
train966,-4.435056
train967,2.752408
train968,-0.370188
train969,1.063133
train970,2.269552
train971,-4.993332
train972,-4.784883
train973,-4.125083
train974,-2.226697
train975,-3.667253
train976,2.671836
train977,2.799620
train978,-3.127747
train979,-2.116716
train980,-2.094720
train981,-4.676797
train982,-4.396010
train983,4.660579
train984,-1.801847
train985,-1.298919
train986,-2.150311
train987,1.198728
train988,-0.634278
train989,0.915862
train990,-1.567116
train991,-3.404549
train992,3.816212
train993,3.234998
train994,-1.535411
train995,3.932560
train996,0.859045
train997,4.348995
train998,-1.800205
train999,-3.363042
train1000,3.575107
train1001,-1.606987
train1002,1.189807
train1003,-3.388661
train1004,0.224803
train1005,-0.176143
train1006,1.015598
train1007,-4.279141
train1008,2.279134
train1009,-4.973496
train1010,-3.272351
train1011,-2.063848
train1012,-1.328523
train1013,-4.519476
train1014,2.609953
train1015,-1.435915
train1016,-3.188863
train1017,-1.513414
train1018,-2.773738
train1019,0.093477
train1020,-1.323298
train1021,4.076995
train1022,-4.514390
train1023,2.579967
train1024,-1.941749
train1025,2.155508
train1026,-1.328479
train1027,-4.072058
train1028,2.366070
train1029,3.532636
train1030,-3.316007
train1031,4.192918
train1032,-4.049071
train1033,0.701876
train1034,3.964733
train1035,1.027951
train1036,2.412652
train1037,-3.730031
train1038,2.614026
train1039,1.274011
train1040,1.470768
train1041,-0.749434
train1042,4.048846
train1043,1.752726
train1044,1.035025
train1045,-1.761816
train1046,3.914048
train1047,-4.851493
train1048,4.299016
train1049,-4.358688
train1050,-0.187160
train1051,4.935337
train1052,3.519321
train1053,-3.077293
train1054,1.550519
train1055,-2.936581
train1056,2.686152
train1057,-2.185881
train1058,-4.606062
train1059,-0.184719
train1060,-4.744734
train1061,2.279636
train1062,4.505025
train1063,1.236774
train1064,4.474196
train1065,-3.349211
train1066,2.040498
train1067,-0.619737
train1068,0.692225
train1069,-4.074460
train1070,1.041683
train1071,2.184131
train1072,0.868185
train1073,2.302460
train1074,2.898890
train1075,-4.110913
train1076,-3.864798
train1077,-1.399201
train1078,2.258208
train1079,3.022961
train1080,0.386594
train1081,2.706027
train1082,-1.626180
train1083,-1.743223
train1084,3.935544
train1085,-3.576979
train1086,2.963981
train1087,-1.449425
train1088,2.830459
train1089,-2.085723
train1090,-2.251122
train1091,-2.304811
train1092,1.909446
train1093,-1.817778
train1094,-0.886098
train1095,-1.914985
train1096,4.686408
train1097,3.853165
train1098,-0.210307
train1099,1.488449
train1100,2.740734
train1101,2.318134
train1102,4.509829
train1103,-1.396083
train1104,-1.587393
train1105,2.816184
train1106,-4.362855
train1107,4.031929
train1108,-3.334655
train1109,4.127837
train1110,4.840320
train1111,-0.550326
train1112,-2.894636
train1113,-2.577744
train1114,-3.069513
train1115,-3.494814
train1116,1.610882
train1117,-2.817760
train1118,-0.578139
train1119,-0.415957
train1120,-1.085321
train1121,-4.823473
train1122,1.589345
train1123,-0.654776
train1124,0.357114
train1125,-4.216706
train1126,-1.590481
train1127,2.667924
train1128,1.216756
train1129,-3.398291
train1130,-3.830609
train1131,-2.283167
train1132,1.394224
train1133,-2.244965
train1134,-2.321511
train1135,0.759685
train1136,3.392283
train1137,-2.647329
train1138,0.722087
train1139,-1.851205
train1140,-3.703703
train1141,1.299399
train1142,1.551633
train1143,2.781843
train1144,-0.752040
train1145,0.475882
train1146,3.666715
train1147,-0.401769
train1148,2.205763
train1149,-3.922466
train1150,4.715605
train1151,-0.742207
train1152,0.856352
train1153,-0.301302
train1154,1.408694
train1155,1.725160
train1156,2.163292
train1157,2.275038
train1158,2.889889
train1159,-0.174630
train1160,-0.949498
train1161,-0.120706
train1162,3.524848
train1163,-3.816413
train1164,0.321081
train1165,3.764460
train1166,-0.339644
train1167,2.147082
train1168,-4.193110
train1169,-2.945978
train1170,-0.864942
train1171,2.350886
train1172,-0.773372
train1173,3.644991
train1174,4.545651
train1175,-3.908825
train1176,-0.581814
train1177,-3.656419
train1178,-1.531592
train1179,-0.065738
train1180,-1.035435
train1181,3.927628
train1182,-0.320550
train1183,-3.060129
train1184,-3.653569
train1185,-1.857833
train1186,0.443548
train1187,0.485982
train1188,-1.806339
train1189,-4.791126
train1190,4.353221
train1191,4.640390
train1192,4.060009
train1193,-2.201984
train1194,-0.557863
train1195,4.068078
train1196,0.875758
train1197,2.253304
train1198,4.694237
train1199,-1.858520
train1200,-4.891752
train1201,4.318773
train1202,4.917357
train1203,0.622864
train1204,0.944912
train1205,-2.153172
train1206,-0.683791
train1207,-2.751813
train1208,-1.142622
train1209,-1.923823
train1210,-2.673500
train1211,1.728074
train1212,-0.693416
train1213,-0.174303
train1214,4.199701
train1215,1.750457
train1216,0.098493
train1217,-4.980656
train1218,1.224877
train1219,-0.368030
train1220,-3.836738
train1221,0.521258
train1222,1.000205
train1223,-2.376690
train1224,0.586971
train1225,4.606478
train1226,-1.609831
train1227,0.787998
train1228,3.971344
train1229,-4.894610
train1230,1.646734
train1231,-0.107887
train1232,4.453096
train1233,-4.666948
train1234,-3.308378
train1235,-2.155144
train1236,-1.085788
train1237,-0.081544
train1238,-1.059451
train1239,0.217293
train1240,-2.275158
train1241,2.491979
train1242,3.891476
train1243,-4.195423
train1244,3.384538
train1245,4.951413
train1246,0.013053
train1247,-4.553887
train1248,-4.163560
train1249,-2.337558
train1250,3.318063
train1251,2.472965
train1252,1.759552
train1253,1.782841
train1254,0.091790
train1255,0.561278
train1256,4.099414
train1257,-1.621730
train1258,-4.470370
train1259,-3.844014
train1260,1.801741
train1261,1.556682
train1262,-0.901969
train1263,4.996064
train1264,-0.705743
train1265,4.616525
train1266,-0.217386
train1267,-0.438291
train1268,1.123171
train1269,-1.323306
train1270,-2.402281
train1271,-4.789712
train1272,-3.044471
train1273,4.815097
train1274,0.224721
train1275,-3.089693
train1276,1.463341
train1277,-0.692798
train1278,-4.613142
train1279,-0.065833
train1280,-1.160571
train1281,0.169596
train1282,3.033183
train1283,-3.684170
train1284,1.298493
train1285,1.255916
train1286,3.677941
train1287,-0.313924
train1288,-3.049160
train1289,0.863169
train1290,-3.084227
train1291,-3.821049
train1292,-3.800032
train1293,-4.996535
train1294,1.720638
train1295,0.321481
train1296,4.778242
train1297,-3.467393
train1298,-1.681172
train1299,-2.625025
train1300,-2.087464
train1301,3.042761
train1302,-3.677578
train1303,-4.147450
train1304,-2.781295
train1305,4.576357
train1306,3.854008
train1307,1.039683
train1308,-3.305705
train1309,1.320481
train1310,-1.766565
train1311,2.037430
train1312,-3.178166
train1313,-3.825286
train1314,0.914127
train1315,-4.128082
train1316,2.581116
train1317,2.282923
train1318,3.787281
train1319,3.224042
train1320,-4.433758
train1321,-0.934699
train1322,-1.875110
train1323,0.308430
train1324,1.643411
train1325,1.472280
train1326,-1.751336
train1327,4.569619
train1328,1.710948
train1329,3.636849
train1330,-1.741469
train1331,1.109087
train1332,-4.048746
train1333,1.871417
train1334,4.118373
train1335,0.489796
train1336,-2.825123
train1337,-4.375598
train1338,4.618431
train1339,3.737463
train1340,-4.929154
train1341,4.598425
train1342,0.067771
train1343,-2.190966
train1344,-4.496430
train1345,1.633624
train1346,0.215990
train1347,0.754826
train1348,1.212809
train1349,0.999154
train1350,4.464278
train1351,-0.653288
train1352,-2.867824
train1353,1.513427
train1354,2.890632
train1355,0.576227
train1356,-0.930549
train1357,3.099620
train1358,-3.782254
train1359,-4.375810
train1360,3.649603
train1361,3.245921
train1362,-4.082350
train1363,-3.985911
train1364,-2.717526
train1365,2.072662
train1366,3.987686
train1367,-4.900088
train1368,-4.441914
train1369,-1.356287
train1370,1.596426
train1371,-3.698384
train1372,4.981551
train1373,3.384737
train1374,-3.562516
train1375,4.912850
train1376,-1.034334
train1377,4.703921
train1378,2.785884
train1379,-2.117817
train1380,1.724341
train1381,-1.326550
train1382,-0.385907
train1383,0.255509
train1384,1.330380
train1385,-3.889985
train1386,-1.531094
train1387,-3.298968
train1388,3.629854
train1389,-3.463856
train1390,-4.208750
train1391,1.437057
train1392,-2.661265
train1393,-0.943389
train1394,-0.688756
train1395,-3.359917
train1396,3.573710
train1397,4.514439
train1398,0.728704
train1399,0.101689
train1400,-3.803518
train1401,1.664456
train1402,-4.393540
train1403,-2.708591
train1404,-4.579368
train1405,1.363672
train1406,3.974247
train1407,-2.247520
train1408,-3.286647
train1409,-0.343452
train1410,2.465188
train1411,2.929893
train1412,-4.718526
train1413,-3.467503
train1414,0.647873
train1415,-4.729964
train1416,3.502356
train1417,3.880140
train1418,0.306687
train1419,-3.050832
train1420,1.943939
train1421,1.966256
train1422,1.491318
train1423,3.745648
train1424,2.179101
train1425,1.440985
train1426,4.826853
train1427,-0.553690
train1428,2.558987
train1429,1.781539
train1430,-3.629898
train1431,-4.226323
train1432,-0.249059
train1433,1.167738
train1434,0.510471
train1435,-0.335962
train1436,3.290155
train1437,-3.757929
train1438,-4.859401
train1439,-3.149047
train1440,4.766112
train1441,-2.179816
train1442,-1.221929
train1443,4.834299
train1444,-2.217974
train1445,1.393104
train1446,1.378885
train1447,1.751186
train1448,1.408634
train1449,-2.317059
train1450,-4.207155
train1451,-1.669751
train1452,-4.319718
train1453,2.028855
train1454,-4.141917
train1455,3.762027
train1456,2.958392
train1457,-1.896607
train1458,-4.305039
train1459,-2.093893
train1460,-1.898739
train1461,0.416133
train1462,0.138349
train1463,-3.952040
train1464,-2.131925
train1465,4.773176
train1466,-4.768673
train1467,2.659514
train1468,4.496269
train1469,-2.416885
train1470,2.289361
train1471,3.251033
train1472,-1.530070
train1473,4.276241
train1474,-4.567176
train1475,0.628554
train1476,4.375409
train1477,1.968196
train1478,1.782787
train1479,-3.336468
train1480,0.578508
train1481,-3.558178
train1482,0.515937
train1483,-4.629205
train1484,-0.469917
train1485,0.501244
train1486,1.155026
train1487,3.130608
train1488,3.335233
train1489,-1.132157
train1490,-0.127682
train1491,-0.818045
train1492,-1.149376
train1493,0.995598
train1494,3.264452
train1495,0.978748
train1496,1.491304
train1497,4.631358
train1498,-1.473178
train1499,-2.523045
train1500,-3.274596
train1501,1.047873
train1502,-4.906711
train1503,1.491616
train1504,1.715175
train1505,4.652788
train1506,1.975154
train1507,-0.396508
train1508,0.035444
train1509,2.001379
train1510,0.593513
train1511,-1.592719
train1512,2.650688
train1513,0.531461
train1514,-3.687664
train1515,3.100634
train1516,1.965499
train1517,-0.252512
train1518,-4.175237
train1519,0.040309
train1520,-4.407117
train1521,4.164822
train1522,2.901405
train1523,4.546993
train1524,-0.861711
train1525,1.921949
train1526,-1.220109
train1527,-0.712956
train1528,0.391508
train1529,2.852181
train1530,4.683022
train1531,4.448454
train1532,-0.743794
train1533,-3.033585
train1534,-4.411772
train1535,-2.393154
train1536,3.810798
train1537,3.550676
train1538,-1.822715
train1539,-0.111390
train1540,1.654212
train1541,1.099695
train1542,2.258135
train1543,2.715467
train1544,2.993273
train1545,2.570863
train1546,0.739798
train1547,3.606474
train1548,3.686015
train1549,-2.132468
train1550,1.661695
train1551,-0.002836
train1552,2.315140
train1553,2.968097
train1554,-0.842459
train1555,0.259733
train1556,-3.397105
train1557,0.411785
train1558,3.891979
train1559,-0.887351
train1560,-2.539357
train1561,-1.344404
train1562,4.853797
train1563,-2.738185
train1564,0.074749
train1565,4.774484
train1566,-0.502879
train1567,3.297256
train1568,-2.733961
train1569,3.443687
train1570,1.066079
train1571,-1.898799
train1572,3.447691
train1573,2.896934
train1574,-1.457132
train1575,-2.607748
train1576,0.145137
train1577,-2.531278
