SampleID,A type,B type
train8682,Numerical,Numerical
train8489,Numerical,Numerical
train8266,Numerical,Numerical
train3688,Numerical,Numerical
train11410,Numerical,Numerical
train1569,Numerical,Numerical
train10485,Binary,Numerical
train788,Numerical,Numerical
train15923,Numerical,Numerical
train14608,Categorical,Numerical
train12502,Numerical,Numerical
train1459,Numerical,Numerical
train15442,Categorical,Numerical
train14246,Numerical,Binary
train7184,Numerical,Numerical
train7830,Numerical,Numerical
train8711,Numerical,Numerical
train3081,Binary,Numerical
train13110,Numerical,Categorical
train34,Numerical,Numerical
train11575,Numerical,Numerical
train13275,Binary,Numerical
train13570,Numerical,Binary
train321,Numerical,Numerical
train14388,Binary,Binary
train10273,Numerical,Numerical
train11982,Numerical,Categorical
train11228,Numerical,Categorical
train531,Numerical,Numerical
train950,Numerical,Numerical
train6527,Numerical,Numerical
train10331,Numerical,Numerical
train6728,Numerical,Numerical
train14832,Numerical,Numerical
train4357,Numerical,Numerical
train560,Numerical,Binary
train10274,Numerical,Numerical
train14296,Numerical,Numerical
train609,Categorical,Numerical
train6351,Numerical,Numerical
train10136,Numerical,Numerical
train13516,Numerical,Numerical
train12823,Numerical,Numerical
train5533,Numerical,Numerical
train11329,Numerical,Binary
train12939,Numerical,Numerical
train11831,Numerical,Numerical
train5705,Numerical,Numerical
train15880,Numerical,Numerical
train621,Categorical,Categorical
train8196,Numerical,Numerical
train11293,Numerical,Numerical
train10103,Binary,Categorical
train12955,Numerical,Numerical
train3520,Categorical,Categorical
train11778,Numerical,Numerical
train1008,Categorical,Binary
train2509,Binary,Numerical
train8910,Numerical,Numerical
train6334,Numerical,Numerical
train14211,Categorical,Binary
train15299,Numerical,Binary
train7510,Numerical,Numerical
train15846,Binary,Numerical
train596,Numerical,Numerical
train15845,Categorical,Numerical
train12572,Numerical,Numerical
train8267,Numerical,Numerical
train3876,Numerical,Numerical
train12085,Numerical,Numerical
train14105,Numerical,Numerical
train16094,Numerical,Numerical
train13122,Binary,Numerical
train13980,Numerical,Categorical
train8566,Numerical,Numerical
train4373,Numerical,Numerical
train1336,Numerical,Categorical
train8470,Numerical,Numerical
train9602,Numerical,Numerical
train3998,Numerical,Numerical
train9888,Numerical,Numerical
train4523,Numerical,Numerical
train9892,Numerical,Numerical
train6157,Numerical,Numerical
train14492,Numerical,Numerical
train5503,Numerical,Numerical
train14414,Numerical,Numerical
train14216,Numerical,Numerical
train8748,Numerical,Numerical
train15508,Numerical,Binary
train4245,Numerical,Numerical
train10545,Numerical,Numerical
train1439,Numerical,Numerical
train11644,Numerical,Numerical
train3172,Numerical,Numerical
train1911,Binary,Numerical
train501,Numerical,Numerical
train12940,Numerical,Numerical
train9999,Numerical,Numerical
train15661,Categorical,Numerical
train11772,Numerical,Numerical
train1196,Numerical,Numerical
train15045,Numerical,Numerical
train15328,Numerical,Numerical
train13305,Numerical,Numerical
train4583,Numerical,Numerical
train8339,Numerical,Numerical
train6169,Numerical,Numerical
train10624,Numerical,Numerical
train5780,Numerical,Numerical
train2376,Categorical,Numerical
train1077,Numerical,Categorical
train16146,Numerical,Numerical
train2319,Numerical,Numerical
train4773,Numerical,Numerical
train6881,Numerical,Numerical
train13992,Numerical,Binary
train9007,Numerical,Numerical
train4932,Numerical,Numerical
train9362,Numerical,Numerical
train13587,Numerical,Numerical
train1729,Numerical,Numerical
train12542,Categorical,Numerical
train3423,Numerical,Numerical
train10168,Numerical,Numerical
train471,Numerical,Numerical
train6953,Numerical,Numerical
train13117,Binary,Numerical
train4586,Numerical,Numerical
train4555,Numerical,Numerical
train12121,Binary,Numerical
train6524,Numerical,Numerical
train1990,Numerical,Numerical
train4834,Numerical,Numerical
train12003,Numerical,Numerical
train15373,Categorical,Numerical
train5972,Numerical,Numerical
train7816,Numerical,Numerical
train4638,Numerical,Numerical
train11513,Categorical,Numerical
train15994,Numerical,Numerical
train12905,Numerical,Numerical
train2707,Binary,Numerical
train10432,Numerical,Categorical
train8791,Numerical,Numerical
train14391,Numerical,Numerical
train5600,Numerical,Numerical
train5606,Numerical,Numerical
train10412,Numerical,Categorical
train2520,Categorical,Numerical
train701,Numerical,Numerical
train1665,Numerical,Numerical
train11092,Numerical,Numerical
train6453,Numerical,Numerical
train2343,Numerical,Numerical
train14053,Numerical,Numerical
train11883,Numerical,Numerical
train14669,Numerical,Numerical
train1501,Numerical,Categorical
train338,Numerical,Numerical
train11466,Numerical,Numerical
train13708,Numerical,Numerical
train12002,Numerical,Binary
train3565,Numerical,Numerical
train12674,Numerical,Numerical
train7501,Numerical,Numerical
train1111,Categorical,Categorical
train15645,Numerical,Numerical
train5734,Numerical,Numerical
train10712,Numerical,Categorical
train14713,Numerical,Numerical
train10734,Numerical,Numerical
train2599,Numerical,Numerical
train12298,Numerical,Numerical
train745,Categorical,Numerical
train12456,Numerical,Numerical
train14321,Numerical,Numerical
train7024,Numerical,Numerical
train1036,Numerical,Binary
train11152,Numerical,Numerical
train9081,Numerical,Numerical
train5567,Numerical,Numerical
train6557,Numerical,Numerical
train6601,Numerical,Numerical
train11108,Categorical,Numerical
train15833,Categorical,Numerical
train10667,Numerical,Numerical
train9477,Numerical,Numerical
train12997,Numerical,Numerical
train1495,Numerical,Numerical
train7222,Numerical,Numerical
train6779,Numerical,Numerical
train14572,Numerical,Numerical
train11566,Numerical,Numerical
train15607,Numerical,Binary
train5084,Numerical,Numerical
train2733,Numerical,Numerical
train4652,Numerical,Numerical
train7185,Numerical,Numerical
train1096,Categorical,Numerical
train11315,Categorical,Numerical
train14039,Categorical,Numerical
train10751,Numerical,Numerical
train1126,Numerical,Numerical
train2663,Categorical,Numerical
train16157,Numerical,Numerical
train11770,Numerical,Binary
train9485,Numerical,Numerical
train9816,Numerical,Numerical
train7289,Numerical,Numerical
train9208,Numerical,Numerical
train9958,Numerical,Numerical
train12599,Binary,Numerical
train672,Binary,Numerical
train6076,Numerical,Numerical
train10693,Categorical,Numerical
train14893,Numerical,Numerical
train13865,Numerical,Binary
train13900,Numerical,Categorical
train15853,Numerical,Binary
train14145,Binary,Numerical
train16019,Numerical,Numerical
train9428,Numerical,Numerical
train9174,Numerical,Numerical
train4304,Numerical,Numerical
train10899,Numerical,Numerical
train9437,Numerical,Numerical
train14169,Numerical,Binary
train14000,Numerical,Numerical
train5974,Numerical,Numerical
train1754,Numerical,Numerical
train5420,Numerical,Numerical
train5272,Numerical,Numerical
train6619,Numerical,Numerical
train2139,Numerical,Numerical
train10090,Numerical,Numerical
train2424,Binary,Numerical
train12305,Numerical,Numerical
train15522,Numerical,Numerical
train2868,Numerical,Numerical
train1233,Binary,Numerical
train14189,Binary,Numerical
train5310,Numerical,Numerical
train10035,Numerical,Numerical
train12845,Numerical,Categorical
train957,Categorical,Numerical
train7572,Numerical,Numerical
train15579,Numerical,Numerical
train2811,Binary,Numerical
train1341,Numerical,Categorical
train965,Categorical,Numerical
train5033,Numerical,Numerical
train15831,Numerical,Numerical
train266,Categorical,Numerical
train8512,Numerical,Numerical
train15668,Numerical,Numerical
train4237,Numerical,Numerical
train10455,Numerical,Numerical
train11880,Categorical,Numerical
train15168,Binary,Categorical
train901,Numerical,Categorical
train5809,Numerical,Numerical
train4577,Numerical,Numerical
train3805,Numerical,Numerical
train10787,Numerical,Categorical
train3609,Numerical,Numerical
train4548,Numerical,Numerical
train3725,Numerical,Numerical
train15950,Binary,Numerical
train6966,Numerical,Numerical
train15646,Categorical,Binary
train5842,Numerical,Numerical
train10533,Numerical,Numerical
train13253,Numerical,Numerical
train13258,Numerical,Categorical
train12898,Binary,Numerical
train11354,Numerical,Numerical
train6629,Numerical,Numerical
train14290,Numerical,Numerical
train1807,Numerical,Binary
train4235,Numerical,Numerical
train1389,Binary,Categorical
train6744,Numerical,Numerical
train124,Categorical,Numerical
train9165,Numerical,Numerical
train13978,Numerical,Numerical
train8921,Numerical,Numerical
train3253,Numerical,Numerical
train834,Categorical,Numerical
train10695,Numerical,Categorical
train12159,Numerical,Numerical
train4529,Numerical,Numerical
train718,Numerical,Numerical
train9392,Numerical,Numerical
train16030,Numerical,Numerical
train1919,Numerical,Numerical
train8332,Numerical,Numerical
train5518,Numerical,Numerical
train14109,Numerical,Numerical
train5927,Numerical,Numerical
train14402,Binary,Numerical
train3638,Numerical,Binary
train2410,Numerical,Numerical
train15638,Categorical,Numerical
train8934,Numerical,Numerical
train10201,Numerical,Numerical
train2370,Numerical,Numerical
train10988,Numerical,Binary
train4292,Numerical,Numerical
train14550,Numerical,Numerical
train6793,Numerical,Numerical
train6768,Numerical,Numerical
train3135,Numerical,Numerical
train7602,Numerical,Numerical
train796,Numerical,Numerical
train7940,Numerical,Numerical
train1382,Binary,Numerical
train15526,Numerical,Numerical
train4862,Numerical,Numerical
train14208,Numerical,Numerical
train1425,Numerical,Binary
train3813,Numerical,Numerical
train11953,Numerical,Numerical
train8524,Numerical,Numerical
train9180,Numerical,Numerical
train7304,Numerical,Numerical
train5944,Numerical,Numerical
train7595,Numerical,Numerical
train4078,Numerical,Numerical
train9766,Numerical,Numerical
train16151,Numerical,Numerical
train10080,Numerical,Numerical
train15890,Categorical,Numerical
train13840,Categorical,Binary
train15873,Binary,Numerical
train12826,Numerical,Numerical
train12546,Categorical,Binary
train8942,Numerical,Numerical
train13963,Numerical,Numerical
train13755,Numerical,Binary
train15960,Numerical,Numerical
train132,Numerical,Categorical
train12100,Numerical,Binary
train2525,Numerical,Binary
train5726,Numerical,Numerical
train6910,Numerical,Numerical
train5274,Numerical,Numerical
train13884,Categorical,Numerical
train10769,Numerical,Numerical
train7418,Numerical,Numerical
train15345,Numerical,Categorical
train2790,Numerical,Numerical
train8751,Numerical,Numerical
train8471,Numerical,Numerical
train15695,Binary,Numerical
train12561,Numerical,Numerical
train6771,Numerical,Numerical
train11850,Numerical,Numerical
train2196,Binary,Numerical
train13577,Numerical,Numerical
train13821,Numerical,Binary
train12311,Numerical,Numerical
train13245,Numerical,Categorical
train9120,Numerical,Numerical
train6022,Numerical,Numerical
train2390,Numerical,Numerical
train12432,Numerical,Numerical
train10122,Binary,Numerical
train1154,Numerical,Numerical
train6608,Numerical,Numerical
train1507,Numerical,Numerical
train14611,Numerical,Numerical
train1210,Numerical,Categorical
train15080,Numerical,Numerical
train15675,Numerical,Numerical
train2898,Numerical,Numerical
train4842,Numerical,Numerical
train11881,Numerical,Binary
train2108,Categorical,Numerical
train14034,Categorical,Numerical
train15541,Numerical,Binary
train15517,Binary,Numerical
train11840,Numerical,Numerical
train13211,Numerical,Numerical
train7268,Numerical,Numerical
train8005,Numerical,Numerical
train11142,Categorical,Numerical
train3794,Numerical,Numerical
train2381,Categorical,Numerical
train8547,Numerical,Numerical
train207,Numerical,Numerical
train5432,Numerical,Numerical
train2170,Numerical,Numerical
train11464,Numerical,Binary
train11607,Numerical,Numerical
train8074,Numerical,Numerical
train12751,Numerical,Numerical
train9149,Numerical,Numerical
train13813,Numerical,Numerical
train1728,Numerical,Binary
train5837,Numerical,Numerical
train2137,Numerical,Binary
train3014,Numerical,Numerical
train15705,Numerical,Numerical
train14469,Numerical,Numerical
train12080,Numerical,Binary
train5109,Numerical,Numerical
train2909,Numerical,Numerical
train7967,Numerical,Numerical
train10352,Numerical,Numerical
train10513,Categorical,Categorical
train12669,Numerical,Categorical
train2593,Binary,Numerical
train13638,Numerical,Numerical
train8537,Numerical,Numerical
train5441,Numerical,Numerical
train4860,Numerical,Numerical
train12486,Numerical,Categorical
train6666,Numerical,Numerical
train944,Numerical,Categorical
train13497,Numerical,Numerical
train5086,Numerical,Numerical
train1691,Numerical,Numerical
train9063,Numerical,Numerical
train5851,Numerical,Numerical
train7897,Numerical,Numerical
train6445,Numerical,Numerical
train5668,Numerical,Numerical
train13104,Numerical,Numerical
train14960,Numerical,Numerical
train15615,Binary,Numerical
train12444,Numerical,Numerical
train3614,Numerical,Numerical
train15413,Numerical,Numerical
train13341,Numerical,Numerical
train8020,Numerical,Numerical
train13076,Numerical,Numerical
train4253,Numerical,Numerical
train12015,Numerical,Numerical
train1131,Categorical,Numerical
train13649,Binary,Binary
train3492,Binary,Categorical
train6958,Numerical,Numerical
train63,Categorical,Numerical
train14090,Numerical,Binary
train8131,Numerical,Numerical
train4200,Numerical,Numerical
train9237,Numerical,Numerical
train3779,Numerical,Numerical
train5303,Numerical,Numerical
train5794,Numerical,Numerical
train3029,Numerical,Binary
train11551,Numerical,Numerical
train4683,Numerical,Numerical
train7448,Numerical,Numerical
train15290,Numerical,Binary
train6875,Numerical,Numerical
train11241,Numerical,Numerical
train9808,Numerical,Numerical
train5730,Numerical,Numerical
train630,Categorical,Numerical
train6798,Numerical,Numerical
train2056,Numerical,Numerical
train1785,Numerical,Numerical
train8427,Numerical,Numerical
train9113,Numerical,Numerical
train7336,Numerical,Numerical
train10993,Numerical,Binary
train1247,Numerical,Numerical
train15945,Numerical,Numerical
train8341,Numerical,Numerical
train10137,Binary,Numerical
train8384,Numerical,Numerical
train385,Numerical,Numerical
train177,Numerical,Binary
train12794,Numerical,Binary
train889,Categorical,Numerical
train14835,Binary,Binary
train12181,Binary,Numerical
train9458,Numerical,Numerical
train3416,Categorical,Numerical
train9861,Numerical,Numerical
train6905,Numerical,Numerical
train14378,Numerical,Numerical
train9112,Numerical,Numerical
train6207,Numerical,Numerical
train12089,Numerical,Numerical
train9908,Numerical,Numerical
train11493,Numerical,Numerical
train5213,Numerical,Numerical
train8078,Numerical,Numerical
train3545,Numerical,Numerical
train1661,Numerical,Numerical
train9009,Numerical,Numerical
train10852,Categorical,Numerical
train6682,Numerical,Numerical
train4962,Numerical,Numerical
train14984,Numerical,Numerical
train5691,Numerical,Numerical
train15303,Numerical,Numerical
train12357,Binary,Numerical
train5724,Numerical,Numerical
train12719,Numerical,Numerical
train7137,Numerical,Numerical
train15861,Numerical,Numerical
train6058,Numerical,Numerical
train8949,Numerical,Numerical
train5440,Numerical,Numerical
train1889,Numerical,Numerical
train7834,Numerical,Numerical
train15204,Binary,Binary
train15865,Numerical,Numerical
train9374,Numerical,Numerical
train15813,Numerical,Numerical
train257,Numerical,Numerical
train12587,Numerical,Numerical
train9250,Numerical,Numerical
train3176,Numerical,Numerical
train131,Binary,Numerical
train8279,Numerical,Numerical
train12694,Numerical,Numerical
train8478,Numerical,Numerical
train13603,Binary,Binary
train15801,Numerical,Numerical
train15500,Numerical,Numerical
train12106,Numerical,Numerical
train9872,Numerical,Numerical
train5135,Numerical,Numerical
train12558,Binary,Numerical
train14309,Numerical,Categorical
train3447,Binary,Numerical
train4051,Numerical,Numerical
train6049,Numerical,Numerical
train13542,Binary,Numerical
train14744,Numerical,Numerical
train14644,Numerical,Numerical
train1574,Numerical,Categorical
train10245,Numerical,Numerical
train13637,Categorical,Numerical
train13987,Numerical,Numerical
train11593,Numerical,Numerical
train12347,Categorical,Categorical
train12395,Categorical,Numerical
train2631,Numerical,Numerical
train9595,Numerical,Numerical
train5260,Numerical,Numerical
train6483,Numerical,Numerical
train2748,Numerical,Numerical
train6423,Numerical,Numerical
train1847,Binary,Numerical
train10112,Numerical,Numerical
train4561,Numerical,Numerical
train4429,Numerical,Numerical
train6894,Numerical,Numerical
train15405,Numerical,Numerical
train14016,Categorical,Numerical
train9939,Numerical,Numerical
train1841,Numerical,Numerical
train3290,Numerical,Numerical
train4704,Numerical,Numerical
train3317,Numerical,Numerical
train10930,Numerical,Numerical
train15551,Numerical,Numerical
train7175,Numerical,Numerical
train10498,Numerical,Numerical
train2220,Numerical,Numerical
train9219,Numerical,Numerical
train8754,Numerical,Numerical
train13606,Numerical,Numerical
train15826,Binary,Numerical
train226,Numerical,Numerical
train11144,Numerical,Numerical
train4216,Numerical,Numerical
train10929,Numerical,Numerical
train15015,Numerical,Numerical
train6615,Numerical,Numerical
train3801,Numerical,Categorical
train6020,Numerical,Numerical
train1835,Numerical,Numerical
train2330,Numerical,Numerical
train7317,Numerical,Numerical
train716,Numerical,Numerical
train13298,Categorical,Numerical
train5739,Numerical,Numerical
train11714,Numerical,Numerical
train14140,Numerical,Binary
train2366,Numerical,Categorical
train9117,Numerical,Numerical
train11649,Categorical,Categorical
train2112,Categorical,Numerical
train10166,Numerical,Categorical
train12049,Numerical,Numerical
train2915,Numerical,Numerical
train1706,Categorical,Categorical
train9690,Numerical,Numerical
train218,Numerical,Numerical
train13531,Numerical,Numerical
train1541,Categorical,Numerical
train14570,Numerical,Binary
train7643,Numerical,Numerical
train7488,Numerical,Numerical
train966,Numerical,Numerical
train13170,Numerical,Numerical
train11400,Numerical,Binary
train9941,Numerical,Numerical
train416,Numerical,Numerical
train8758,Numerical,Numerical
train3127,Categorical,Numerical
train1048,Numerical,Numerical
train11272,Numerical,Numerical
train4343,Numerical,Numerical
train2034,Numerical,Numerical
train5106,Numerical,Numerical
train11829,Numerical,Numerical
train11912,Numerical,Numerical
train936,Numerical,Numerical
train15534,Numerical,Numerical
train2260,Categorical,Numerical
train12615,Binary,Binary
train775,Numerical,Numerical
train5289,Numerical,Numerical
train2453,Numerical,Numerical
train4403,Numerical,Numerical
train8126,Numerical,Numerical
train1972,Categorical,Categorical
train6288,Numerical,Numerical
train5490,Numerical,Numerical
train5781,Numerical,Numerical
train12552,Numerical,Binary
train2187,Numerical,Numerical
train13759,Numerical,Numerical
train11168,Binary,Numerical
train10989,Numerical,Numerical
train11937,Numerical,Binary
train11218,Numerical,Numerical
train510,Numerical,Binary
train10088,Numerical,Numerical
train13184,Categorical,Categorical
train10269,Numerical,Numerical
train5769,Numerical,Numerical
train15318,Numerical,Numerical
train6681,Numerical,Numerical
train15267,Numerical,Numerical
train6561,Numerical,Numerical
train11892,Numerical,Numerical
train2522,Numerical,Binary
train8410,Numerical,Numerical
train8125,Numerical,Numerical
train4629,Numerical,Numerical
train4856,Numerical,Numerical
train3223,Categorical,Categorical
train8173,Numerical,Numerical
train13247,Numerical,Numerical
train11050,Numerical,Numerical
train10659,Numerical,Numerical
train4220,Numerical,Numerical
train3493,Numerical,Numerical
train12944,Categorical,Numerical
train11475,Numerical,Categorical
train4682,Numerical,Numerical
train2369,Numerical,Numerical
train69,Numerical,Binary
train9580,Numerical,Numerical
train9951,Numerical,Numerical
train9776,Numerical,Numerical
train14006,Numerical,Binary
train7856,Numerical,Numerical
train12617,Numerical,Numerical
train4394,Numerical,Numerical
train14538,Numerical,Numerical
train7109,Numerical,Numerical
train2487,Numerical,Numerical
train4901,Numerical,Numerical
train1656,Numerical,Numerical
train5233,Numerical,Numerical
train5762,Numerical,Numerical
train11544,Binary,Numerical
train1845,Binary,Numerical
train1802,Numerical,Numerical
train2212,Numerical,Categorical
train269,Numerical,Numerical
train15742,Numerical,Numerical
train6061,Numerical,Numerical
train6904,Numerical,Numerical
train12728,Numerical,Numerical
train2680,Numerical,Numerical
train4694,Numerical,Numerical
train9110,Numerical,Numerical
train6478,Numerical,Numerical
train13482,Numerical,Numerical
train2838,Categorical,Numerical
train7520,Numerical,Numerical
train10876,Numerical,Numerical
train5187,Numerical,Numerical
train4965,Numerical,Numerical
train13285,Binary,Binary
train7872,Numerical,Numerical
train6828,Numerical,Numerical
train1333,Numerical,Numerical
train13093,Numerical,Numerical
train7921,Numerical,Numerical
train15452,Numerical,Numerical
train13514,Numerical,Numerical
train3655,Numerical,Numerical
train15329,Numerical,Numerical
train2367,Numerical,Numerical
train9946,Numerical,Numerical
train5749,Numerical,Numerical
train12754,Binary,Numerical
train8605,Numerical,Numerical
train7870,Numerical,Numerical
train3376,Numerical,Numerical
train3652,Numerical,Numerical
train945,Numerical,Categorical
train13820,Numerical,Binary
train11368,Numerical,Numerical
train4593,Numerical,Numerical
train2270,Numerical,Numerical
train7537,Numerical,Numerical
train8099,Numerical,Numerical
train1813,Categorical,Numerical
train6065,Numerical,Numerical
train12647,Binary,Binary
train4439,Numerical,Numerical
train4044,Numerical,Numerical
train6403,Numerical,Numerical
train4455,Numerical,Numerical
train8009,Numerical,Numerical
train3558,Numerical,Numerical
train9293,Numerical,Numerical
train4190,Numerical,Numerical
train10950,Numerical,Categorical
train7313,Numerical,Numerical
train49,Numerical,Binary
train5418,Numerical,Numerical
train7755,Numerical,Numerical
train13222,Categorical,Numerical
train2590,Numerical,Numerical
train10027,Numerical,Numerical
train13160,Numerical,Numerical
train6593,Numerical,Numerical
train602,Numerical,Numerical
train15129,Binary,Binary
train6825,Numerical,Numerical
train5145,Numerical,Numerical
train3861,Categorical,Numerical
train15771,Numerical,Numerical
train13252,Categorical,Numerical
train11674,Numerical,Categorical
train12801,Numerical,Numerical
train11684,Numerical,Numerical
train10999,Numerical,Numerical
train4072,Numerical,Numerical
train8102,Numerical,Numerical
train14072,Categorical,Numerical
train9439,Numerical,Numerical
train99,Numerical,Binary
train1984,Numerical,Numerical
train2150,Numerical,Numerical
train4980,Numerical,Numerical
train13381,Numerical,Numerical
train10815,Numerical,Categorical
train9523,Numerical,Numerical
train15704,Numerical,Numerical
train12446,Numerical,Binary
train4644,Numerical,Numerical
train9050,Numerical,Numerical
train13929,Numerical,Numerical
train11146,Categorical,Numerical
train4073,Numerical,Numerical
train15728,Numerical,Binary
train11579,Categorical,Numerical
train8793,Numerical,Numerical
train9909,Numerical,Numerical
train3099,Numerical,Numerical
train8346,Numerical,Numerical
train12738,Numerical,Numerical
train13826,Numerical,Numerical
train10345,Numerical,Categorical
train8641,Numerical,Numerical
train11395,Numerical,Numerical
train12097,Binary,Binary
train6697,Numerical,Numerical
train1803,Numerical,Numerical
train15710,Numerical,Binary
train4244,Numerical,Numerical
train409,Numerical,Numerical
train591,Numerical,Binary
train16131,Numerical,Numerical
train14837,Numerical,Numerical
train24,Categorical,Categorical
train258,Numerical,Numerical
train9203,Numerical,Numerical
train12851,Numerical,Numerical
train664,Numerical,Categorical
train4433,Numerical,Numerical
train14982,Numerical,Numerical
train1180,Numerical,Numerical
train4576,Numerical,Numerical
train3800,Numerical,Numerical
train10720,Categorical,Numerical
train7966,Numerical,Numerical
train16187,Numerical,Numerical
train1288,Numerical,Numerical
train196,Numerical,Categorical
train16168,Numerical,Numerical
train5822,Numerical,Numerical
train7341,Numerical,Numerical
train4196,Numerical,Numerical
train11182,Numerical,Binary
train14459,Numerical,Numerical
train10742,Numerical,Binary
train3570,Numerical,Numerical
train9295,Numerical,Numerical
train4508,Numerical,Numerical
train1056,Numerical,Numerical
train1816,Numerical,Numerical
train5154,Numerical,Numerical
train13227,Numerical,Numerical
train10138,Binary,Numerical
train13002,Numerical,Binary
train11386,Binary,Numerical
train7263,Numerical,Numerical
train4706,Numerical,Numerical
train2743,Numerical,Numerical
train11049,Numerical,Numerical
train13362,Numerical,Numerical
train9982,Numerical,Numerical
train14615,Numerical,Numerical
train10100,Numerical,Numerical
train8008,Numerical,Numerical
train6901,Numerical,Numerical
train962,Numerical,Categorical
train2224,Numerical,Numerical
train3583,Binary,Binary
train1434,Numerical,Numerical
train14823,Numerical,Numerical
train3323,Binary,Numerical
train11601,Numerical,Binary
train4525,Numerical,Numerical
train9148,Numerical,Numerical
train7401,Numerical,Numerical
train3411,Numerical,Binary
train9893,Numerical,Numerical
train31,Categorical,Numerical
train13492,Numerical,Numerical
train9546,Numerical,Numerical
train14854,Numerical,Numerical
train7695,Numerical,Numerical
train4909,Numerical,Numerical
train16177,Numerical,Numerical
train6592,Numerical,Numerical
train7039,Numerical,Numerical
train15789,Categorical,Numerical
train3407,Numerical,Numerical
train4004,Categorical,Categorical
train10735,Numerical,Categorical
train277,Numerical,Numerical
train9721,Numerical,Numerical
train9169,Numerical,Numerical
train684,Numerical,Numerical
train5492,Numerical,Numerical
train15125,Numerical,Categorical
train15346,Categorical,Numerical
train1994,Numerical,Numerical
train8577,Numerical,Numerical
train2405,Numerical,Numerical
train10587,Categorical,Categorical
train2505,Numerical,Numerical
train1238,Numerical,Numerical
train4627,Numerical,Numerical
train6174,Numerical,Numerical
train12740,Binary,Categorical
train3799,Binary,Numerical
train10070,Numerical,Numerical
train10415,Numerical,Numerical
