SampleID,A type,B type
train611,Numerical,Numerical
train2250,Numerical,Numerical
train3992,Numerical,Categorical
train2741,Numerical,Numerical
train686,Numerical,Numerical
train3263,Numerical,Numerical
train957,Binary,Numerical
train2205,Numerical,Numerical
train3123,Numerical,Numerical
train1702,Numerical,Numerical
train2384,Numerical,Numerical
train3831,Numerical,Categorical
train4131,Numerical,Numerical
train4057,Numerical,Numerical
train3990,Categorical,Numerical
train3971,Numerical,Numerical
train6473,Categorical,Numerical
train1232,Numerical,Binary
train1662,Numerical,Binary
train7173,Numerical,Numerical
train288,Numerical,Numerical
train6986,Numerical,Numerical
train5756,Numerical,Numerical
train5698,Numerical,Binary
train193,Categorical,Numerical
train4589,Numerical,Numerical
train1318,Numerical,Numerical
train5435,Numerical,Numerical
train7160,Categorical,Numerical
train5306,Categorical,Numerical
train7260,Numerical,Numerical
train266,Numerical,Binary
train2145,Numerical,Numerical
train2657,Numerical,Numerical
train1964,Numerical,Binary
train4596,Numerical,Numerical
train6388,Numerical,Numerical
train5491,Numerical,Binary
train1390,Numerical,Numerical
train1139,Numerical,Categorical
train4608,Numerical,Numerical
train4302,Categorical,Numerical
train330,Numerical,Binary
train2928,Numerical,Numerical
train2289,Numerical,Numerical
train3605,Numerical,Numerical
train3994,Numerical,Numerical
train7601,Numerical,Categorical
train5620,Categorical,Categorical
train1253,Binary,Categorical
train7483,Numerical,Numerical
train4713,Categorical,Numerical
train1222,Numerical,Numerical
train4635,Categorical,Binary
train764,Numerical,Numerical
train4903,Numerical,Numerical
train1798,Numerical,Numerical
train7416,Binary,Numerical
train6816,Numerical,Numerical
train366,Numerical,Numerical
train1281,Numerical,Numerical
train5400,Numerical,Numerical
train3430,Numerical,Numerical
train7768,Numerical,Numerical
train6518,Numerical,Numerical
train187,Numerical,Numerical
train2277,Categorical,Numerical
train115,Numerical,Numerical
train6193,Numerical,Numerical
train4106,Numerical,Numerical
train722,Categorical,Binary
train1075,Categorical,Binary
train2286,Numerical,Numerical
train1618,Numerical,Numerical
train804,Numerical,Numerical
train4638,Numerical,Numerical
train1032,Numerical,Numerical
train6237,Numerical,Numerical
train7350,Numerical,Categorical
train1538,Categorical,Binary
train6463,Categorical,Numerical
train7074,Numerical,Binary
train1259,Categorical,Binary
train7358,Numerical,Numerical
train1149,Numerical,Binary
train2977,Numerical,Numerical
train7752,Numerical,Binary
train5035,Binary,Numerical
train6143,Numerical,Numerical
train3224,Numerical,Numerical
train3323,Numerical,Numerical
train3698,Numerical,Numerical
train3347,Numerical,Numerical
train7586,Numerical,Numerical
train1911,Categorical,Numerical
train929,Categorical,Numerical
train5065,Numerical,Numerical
train1575,Numerical,Numerical
train5967,Binary,Categorical
train1103,Binary,Numerical
train4370,Numerical,Binary
train4324,Numerical,Numerical
train2274,Numerical,Binary
train6475,Numerical,Binary
train5916,Categorical,Numerical
train490,Numerical,Binary
train5951,Numerical,Numerical
train712,Numerical,Numerical
train661,Binary,Numerical
train2329,Numerical,Categorical
train3143,Categorical,Numerical
train967,Numerical,Categorical
train1724,Numerical,Numerical
train932,Numerical,Numerical
train2265,Numerical,Numerical
train6876,Numerical,Numerical
train3968,Numerical,Numerical
train3514,Numerical,Binary
train5864,Numerical,Numerical
train1912,Numerical,Numerical
train6350,Numerical,Binary
train6045,Categorical,Binary
train1773,Numerical,Numerical
train7740,Numerical,Numerical
train5574,Numerical,Numerical
train5991,Numerical,Numerical
train5169,Numerical,Numerical
train5154,Numerical,Numerical
train7370,Categorical,Numerical
train3497,Numerical,Numerical
train4421,Binary,Numerical
train240,Numerical,Categorical
train4537,Numerical,Numerical
train2499,Numerical,Numerical
train5795,Numerical,Numerical
train5970,Binary,Binary
train5059,Binary,Binary
train3286,Numerical,Numerical
train518,Numerical,Numerical
train155,Numerical,Numerical
train6014,Numerical,Categorical
train800,Numerical,Numerical
train1988,Numerical,Numerical
train5347,Numerical,Categorical
train3639,Binary,Binary
train2740,Numerical,Numerical
train4913,Binary,Categorical
train5762,Categorical,Binary
train4562,Categorical,Numerical
train6979,Numerical,Numerical
train6187,Numerical,Binary
train7485,Binary,Numerical
train4866,Numerical,Categorical
train7194,Numerical,Binary
train7221,Numerical,Numerical
train6728,Numerical,Numerical
train4823,Binary,Numerical
train6372,Categorical,Numerical
train7817,Binary,Numerical
train5210,Numerical,Numerical
train469,Categorical,Binary
train4836,Binary,Numerical
train3203,Numerical,Binary
train2609,Binary,Numerical
train1718,Numerical,Numerical
train6261,Binary,Numerical
train5381,Categorical,Numerical
train7521,Numerical,Numerical
train2831,Numerical,Numerical
train2351,Numerical,Categorical
train2505,Numerical,Numerical
train6477,Numerical,Numerical
train3555,Numerical,Categorical
train2035,Numerical,Numerical
train1885,Binary,Numerical
train1022,Numerical,Numerical
train6231,Numerical,Numerical
train3583,Numerical,Categorical
train7090,Numerical,Numerical
train4519,Numerical,Numerical
train3169,Numerical,Numerical
train1543,Numerical,Binary
train2473,Numerical,Binary
train441,Numerical,Numerical
train1518,Numerical,Binary
train3626,Categorical,Numerical
train5542,Binary,Numerical
train6829,Numerical,Numerical
train6814,Numerical,Numerical
train54,Categorical,Numerical
train2551,Numerical,Numerical
train3479,Numerical,Numerical
train6706,Binary,Numerical
train2881,Numerical,Categorical
train2726,Numerical,Numerical
train7605,Numerical,Numerical
train3477,Numerical,Numerical
train2399,Numerical,Numerical
train1640,Numerical,Binary
train386,Binary,Binary
train5514,Numerical,Numerical
train2531,Numerical,Numerical
train2294,Binary,Numerical
train5182,Numerical,Numerical
train2170,Numerical,Numerical
train6178,Numerical,Numerical
train215,Numerical,Numerical
train6757,Numerical,Numerical
train2177,Categorical,Numerical
train7743,Numerical,Numerical
train5829,Numerical,Numerical
train4458,Numerical,Binary
train4572,Numerical,Numerical
train4912,Numerical,Numerical
train6557,Numerical,Numerical
train705,Categorical,Categorical
train3581,Categorical,Categorical
train3414,Numerical,Numerical
train6334,Numerical,Numerical
train3166,Numerical,Numerical
train4356,Numerical,Categorical
train7474,Numerical,Numerical
train956,Binary,Binary
train2370,Numerical,Numerical
train2520,Numerical,Binary
train341,Numerical,Numerical
train4506,Numerical,Numerical
train5283,Numerical,Numerical
train5730,Numerical,Numerical
train5005,Numerical,Binary
train4221,Numerical,Numerical
train123,Numerical,Numerical
train5826,Numerical,Numerical
train3671,Numerical,Numerical
train7718,Numerical,Numerical
train6195,Numerical,Numerical
train5197,Numerical,Numerical
train6963,Numerical,Numerical
train1565,Numerical,Numerical
train4709,Numerical,Numerical
train5121,Categorical,Categorical
train5111,Numerical,Categorical
train3228,Binary,Numerical
train724,Numerical,Numerical
train1306,Numerical,Numerical
train2502,Numerical,Binary
train4735,Numerical,Numerical
train1499,Numerical,Numerical
train7227,Binary,Numerical
train6251,Numerical,Numerical
train7390,Numerical,Numerical
train2654,Numerical,Categorical
train5579,Numerical,Numerical
train2111,Numerical,Binary
train6832,Numerical,Numerical
train6417,Numerical,Numerical
train3770,Numerical,Numerical
train1933,Numerical,Numerical
train4717,Numerical,Numerical
train172,Numerical,Numerical
train4330,Binary,Numerical
train5248,Numerical,Numerical
train1977,Numerical,Categorical
train2634,Numerical,Binary
train1181,Numerical,Numerical
train1681,Numerical,Numerical
train3545,Numerical,Numerical
train6746,Numerical,Numerical
train4929,Numerical,Numerical
train4338,Categorical,Numerical
train5749,Numerical,Numerical
train6886,Binary,Binary
train503,Numerical,Numerical
train7418,Numerical,Numerical
train6734,Numerical,Numerical
train5002,Categorical,Numerical
train1610,Numerical,Numerical
train4178,Binary,Categorical
train4546,Numerical,Numerical
train4616,Categorical,Numerical
train1883,Numerical,Numerical
train4828,Numerical,Binary
train2877,Numerical,Numerical
train4142,Numerical,Numerical
train6312,Numerical,Numerical
train3875,Numerical,Numerical
train4592,Numerical,Binary
train7111,Numerical,Numerical
train704,Binary,Numerical
train6300,Categorical,Numerical
train4275,Numerical,Numerical
train6229,Categorical,Numerical
train5162,Numerical,Categorical
train6779,Numerical,Numerical
train4079,Numerical,Numerical
train7342,Numerical,Numerical
train6305,Numerical,Numerical
train2201,Numerical,Numerical
train2731,Numerical,Numerical
train7494,Binary,Binary
train3685,Numerical,Categorical
train594,Numerical,Numerical
train3653,Numerical,Numerical
train4077,Numerical,Categorical
train108,Numerical,Numerical
train1823,Numerical,Numerical
train1277,Numerical,Numerical
train1226,Categorical,Categorical
train3694,Numerical,Numerical
train3569,Categorical,Numerical
train4933,Numerical,Categorical
train3811,Numerical,Binary
train3358,Binary,Binary
train5662,Numerical,Numerical
train4515,Categorical,Numerical
train3318,Numerical,Numerical
train3869,Categorical,Numerical
train2827,Numerical,Numerical
train3668,Categorical,Numerical
train6289,Numerical,Numerical
train4268,Numerical,Categorical
train2534,Numerical,Numerical
train6568,Numerical,Numerical
train5531,Binary,Numerical
train268,Numerical,Numerical
train5124,Numerical,Numerical
train5049,Binary,Numerical
train2234,Categorical,Numerical
train5598,Binary,Numerical
train1487,Numerical,Numerical
train2670,Numerical,Binary
train4198,Categorical,Numerical
train6770,Numerical,Numerical
train4011,Numerical,Numerical
train1558,Numerical,Binary
train283,Numerical,Binary
train1799,Numerical,Numerical
train5291,Numerical,Numerical
train6958,Numerical,Numerical
train3226,Numerical,Numerical
train6710,Numerical,Numerical
train5980,Numerical,Categorical
train3601,Binary,Categorical
train1208,Numerical,Numerical
train7226,Binary,Categorical
train593,Numerical,Numerical
train4277,Numerical,Binary
train4112,Numerical,Numerical
train435,Numerical,Numerical
train3822,Numerical,Numerical
train639,Numerical,Numerical
train6048,Binary,Numerical
train5214,Binary,Numerical
train2720,Numerical,Binary
train6393,Numerical,Numerical
train926,Numerical,Numerical
train4060,Numerical,Categorical
train1530,Numerical,Categorical
train2227,Numerical,Categorical
train5673,Numerical,Numerical
train7581,Numerical,Numerical
train2948,Numerical,Numerical
train7724,Numerical,Numerical
train4795,Numerical,Binary
train4290,Numerical,Numerical
train5771,Numerical,Categorical
train4706,Numerical,Numerical
train6071,Numerical,Numerical
train3369,Numerical,Numerical
train6530,Numerical,Categorical
train249,Binary,Categorical
train3858,Numerical,Numerical
train6005,Numerical,Numerical
train1986,Numerical,Numerical
train4287,Numerical,Categorical
train6705,Numerical,Numerical
train3028,Numerical,Numerical
train3914,Numerical,Binary
train6819,Numerical,Numerical
train3852,Numerical,Numerical
train1240,Numerical,Numerical
train6497,Numerical,Numerical
train6379,Numerical,Numerical
train6307,Numerical,Numerical
train784,Categorical,Categorical
train4362,Categorical,Binary
train5934,Categorical,Numerical
train4439,Numerical,Categorical
train596,Categorical,Numerical
train6221,Numerical,Numerical
train5582,Numerical,Binary
train5333,Numerical,Numerical
train1969,Numerical,Binary
train1373,Numerical,Numerical
train5123,Numerical,Binary
train4179,Numerical,Numerical
train985,Numerical,Numerical
train3204,Categorical,Numerical
train1290,Categorical,Numerical
train4117,Numerical,Numerical
train1857,Numerical,Numerical
train1544,Numerical,Binary
train1848,Binary,Binary
train2460,Numerical,Numerical
train2044,Numerical,Numerical
train4008,Categorical,Binary
train1227,Categorical,Categorical
train1520,Numerical,Numerical
train6012,Categorical,Numerical
train1578,Numerical,Numerical
train5594,Categorical,Numerical
train1360,Binary,Categorical
train4753,Numerical,Numerical
train1460,Numerical,Numerical
train4115,Numerical,Numerical
train7219,Numerical,Numerical
train7382,Numerical,Numerical
train7339,Numerical,Numerical
train3582,Numerical,Numerical
train1917,Numerical,Numerical
train3410,Categorical,Numerical
train5254,Numerical,Numerical
train6357,Binary,Categorical
train6052,Numerical,Numerical
train7178,Numerical,Numerical
train1815,Binary,Numerical
train5389,Numerical,Numerical
train6117,Numerical,Categorical
train3141,Numerical,Numerical
train2455,Categorical,Numerical
train3008,Numerical,Numerical
train1774,Numerical,Numerical
train1668,Numerical,Numerical
train4147,Numerical,Numerical
train3393,Categorical,Binary
train3516,Numerical,Binary
train3132,Numerical,Numerical
train5847,Binary,Numerical
train3097,Binary,Binary
train4211,Categorical,Categorical
train7451,Numerical,Numerical
train5619,Numerical,Numerical
train643,Categorical,Categorical
train87,Categorical,Categorical
train2611,Numerical,Numerical
train5858,Numerical,Numerical
train6826,Numerical,Numerical
train3433,Categorical,Numerical
train122,Numerical,Numerical
train3431,Categorical,Binary
train5978,Binary,Numerical
train2300,Numerical,Numerical
train6323,Binary,Numerical
train1056,Categorical,Binary
train3706,Numerical,Categorical
train1479,Categorical,Binary
train5551,Numerical,Numerical
train3070,Numerical,Numerical
train2547,Categorical,Categorical
train2856,Numerical,Numerical
train2464,Numerical,Numerical
train6993,Categorical,Categorical
train7292,Binary,Numerical
train812,Categorical,Numerical
train1455,Numerical,Categorical
train3888,Numerical,Numerical
train2560,Binary,Binary
train914,Numerical,Numerical
train842,Numerical,Numerical
train2904,Numerical,Numerical
train2910,Numerical,Numerical
train1383,Binary,Binary
train6990,Categorical,Numerical
train6755,Numerical,Numerical
train2358,Numerical,Numerical
train6515,Binary,Categorical
train2982,Numerical,Numerical
train2759,Numerical,Numerical
train4026,Categorical,Numerical
train3091,Numerical,Numerical
train2562,Numerical,Numerical
train7470,Categorical,Categorical
train628,Binary,Binary
train7286,Binary,Binary
train6544,Numerical,Numerical
train467,Categorical,Numerical
train2063,Binary,Numerical
train4294,Numerical,Numerical
train306,Binary,Numerical
train7433,Binary,Numerical
train2344,Numerical,Numerical
train7016,Numerical,Numerical
train7471,Categorical,Numerical
train2153,Numerical,Categorical
train4852,Numerical,Numerical
train7448,Numerical,Numerical
train7585,Numerical,Categorical
train427,Numerical,Binary
train3096,Numerical,Numerical
train6631,Categorical,Binary
train7307,Numerical,Numerical
train7235,Binary,Binary
train7299,Numerical,Numerical
train5173,Binary,Categorical
train6454,Numerical,Categorical
train3409,Numerical,Numerical
train4995,Categorical,Numerical
train5374,Numerical,Numerical
train4205,Numerical,Numerical
train1902,Categorical,Numerical
train3048,Numerical,Numerical
train2953,Categorical,Numerical
train4840,Numerical,Numerical
train3313,Numerical,Numerical
train2504,Numerical,Numerical
train7772,Numerical,Numerical
train3896,Categorical,Binary
train7704,Numerical,Numerical
train3529,Binary,Numerical
train1024,Numerical,Numerical
train2742,Numerical,Numerical
train5365,Binary,Categorical
train444,Numerical,Numerical
train2870,Numerical,Numerical
train3946,Categorical,Numerical
train4923,Numerical,Numerical
train7546,Numerical,Numerical
train273,Numerical,Numerical
train5346,Categorical,Numerical
train7410,Numerical,Categorical
train2195,Binary,Categorical
train5702,Numerical,Numerical
train1794,Categorical,Numerical
train6425,Numerical,Categorical
train4245,Numerical,Numerical
train5789,Numerical,Numerical
train3378,Binary,Numerical
train1141,Binary,Numerical
train2253,Numerical,Numerical
train2644,Numerical,Numerical
train805,Numerical,Numerical
train3033,Numerical,Numerical
train3081,Categorical,Categorical
train898,Numerical,Numerical
train4100,Numerical,Numerical
train5532,Numerical,Numerical
train6277,Numerical,Numerical
train3604,Numerical,Binary
train7256,Numerical,Numerical
train7366,Categorical,Categorical
train3390,Numerical,Numerical
train6756,Numerical,Numerical
train1295,Numerical,Numerical
train5860,Numerical,Numerical
train6220,Numerical,Numerical
train1513,Numerical,Numerical
train2116,Numerical,Numerical
train2790,Numerical,Binary
train7419,Numerical,Numerical
train2367,Binary,Numerical
train7214,Categorical,Numerical
train3357,Numerical,Numerical
train4648,Numerical,Binary
train774,Numerical,Numerical
train1638,Numerical,Binary
train5652,Binary,Categorical
train1389,Numerical,Binary
train1535,Numerical,Numerical
train653,Numerical,Numerical
train6623,Numerical,Numerical
train917,Numerical,Numerical
train2998,Numerical,Numerical
train7018,Numerical,Numerical
train3866,Numerical,Numerical
train6319,Categorical,Binary
train4236,Numerical,Numerical
train5047,Numerical,Binary
train2324,Numerical,Numerical
train1276,Numerical,Numerical
train1997,Numerical,Categorical
train1023,Numerical,Binary
train1935,Binary,Numerical
train2273,Numerical,Numerical
train5982,Numerical,Numerical
train6056,Numerical,Numerical
train6701,Binary,Categorical
train4770,Numerical,Numerical
train3148,Numerical,Categorical
train528,Numerical,Categorical
train7210,Numerical,Numerical
train6752,Numerical,Numerical
train1581,Numerical,Numerical
train1777,Numerical,Binary
train5088,Numerical,Numerical
train4979,Numerical,Categorical
train1711,Numerical,Categorical
train389,Numerical,Binary
train7318,Numerical,Numerical
train2703,Numerical,Categorical
train3019,Numerical,Numerical
train5593,Numerical,Binary
train6657,Numerical,Categorical
train2262,Numerical,Numerical
train130,Categorical,Numerical
train5924,Numerical,Numerical
train4489,Numerical,Categorical
train699,Numerical,Numerical
train7811,Numerical,Numerical
train4301,Binary,Numerical
train6948,Binary,Numerical
train5196,Numerical,Numerical
train2575,Numerical,Numerical
train1896,Numerical,Binary
train2459,Numerical,Numerical
train1738,Categorical,Binary
train3734,Numerical,Numerical
train4778,Numerical,Numerical
train7401,Binary,Numerical
train3419,Numerical,Numerical
train2368,Numerical,Numerical
train4076,Numerical,Numerical
train3774,Categorical,Numerical
train746,Numerical,Numerical
train3352,Numerical,Binary
train2125,Binary,Binary
train7324,Numerical,Numerical
train6509,Numerical,Numerical
train622,Categorical,Numerical
train2189,Numerical,Numerical
train3808,Numerical,Numerical
train471,Numerical,Numerical
train323,Numerical,Numerical
train7785,Numerical,Numerical
train1720,Numerical,Categorical
train121,Binary,Numerical
train2840,Numerical,Numerical
train895,Numerical,Numerical
train2298,Binary,Numerical
train3405,Categorical,Categorical
train5019,Numerical,Numerical
train2154,Numerical,Numerical
train2285,Numerical,Binary
train1694,Categorical,Numerical
train4594,Numerical,Binary
train6038,Numerical,Numerical
train5421,Categorical,Binary
train124,Numerical,Numerical
train3455,Numerical,Numerical
train3872,Binary,Numerical
train416,Numerical,Numerical
train4928,Numerical,Numerical
train7184,Numerical,Numerical
train3506,Numerical,Numerical
train3696,Numerical,Numerical
train4897,Numerical,Categorical
train2049,Numerical,Numerical
train4981,Categorical,Numerical
train7386,Numerical,Categorical
train7242,Categorical,Numerical
train7457,Numerical,Categorical
train2956,Categorical,Categorical
train1386,Numerical,Numerical
train7243,Numerical,Numerical
train7578,Categorical,Numerical
train1221,Numerical,Binary
train2259,Numerical,Categorical
train2066,Numerical,Numerical
train2622,Numerical,Numerical
train2051,Numerical,Numerical
train7516,Numerical,Numerical
train1250,Numerical,Numerical
train860,Numerical,Numerical
train4887,Numerical,Binary
train5708,Categorical,Numerical
train3651,Numerical,Categorical
train7566,Numerical,Categorical
train11,Numerical,Numerical
train4432,Numerical,Numerical
train7131,Binary,Numerical
train7582,Categorical,Categorical
train1048,Numerical,Numerical
train3139,Categorical,Numerical
train7054,Categorical,Binary
train4041,Categorical,Binary
train4883,Numerical,Binary
train2096,Categorical,Numerical
train752,Categorical,Numerical
train6599,Binary,Numerical
train2022,Numerical,Numerical
train5194,Numerical,Numerical
train5790,Numerical,Numerical
train4250,Numerical,Numerical
train7175,Numerical,Numerical
train3740,Categorical,Numerical
train4508,Numerical,Binary
train3092,Binary,Numerical
train3550,Numerical,Numerical
train5172,Binary,Numerical
train5176,Numerical,Binary
train3596,Numerical,Binary
train3541,Numerical,Numerical
train4417,Numerical,Numerical
train2353,Binary,Numerical
train5263,Numerical,Numerical
train5264,Numerical,Numerical
train3785,Numerical,Numerical
train1793,Numerical,Numerical
train5497,Binary,Numerical
train1644,Numerical,Numerical
train7487,Categorical,Numerical
train2209,Numerical,Numerical
train2686,Numerical,Categorical
train2230,Numerical,Numerical
train6869,Numerical,Numerical
train5655,Numerical,Numerical
train6069,Numerical,Numerical
train6208,Numerical,Numerical
train974,Numerical,Categorical
train2699,Numerical,Categorical
train6603,Binary,Binary
train4379,Categorical,Numerical
train5001,Binary,Numerical
train2988,Numerical,Numerical
train148,Numerical,Numerical
train1271,Numerical,Numerical
train3342,Binary,Binary
train4009,Categorical,Numerical
train2011,Numerical,Numerical
train2925,Numerical,Categorical
train6408,Numerical,Numerical
train983,Numerical,Numerical
train844,Categorical,Numerical
train3128,Numerical,Numerical
train5304,Numerical,Numerical
train5552,Numerical,Numerical
train5701,Numerical,Numerical
train6559,Binary,Categorical
train4251,Categorical,Numerical
train4604,Numerical,Numerical
train4884,Numerical,Numerical
train6590,Numerical,Numerical
