SampleID,A type,B type
train17710,Numerical,Numerical
train16632,Numerical,Numerical
train20542,Numerical,Numerical
train24962,Numerical,Numerical
train3554,Numerical,Numerical
train31385,Numerical,Numerical
train6102,Numerical,Categorical
train24602,Numerical,Numerical
train21491,Binary,Numerical
train24919,Numerical,Categorical
train7300,Numerical,Categorical
train22781,Categorical,Numerical
train10240,Numerical,Numerical
train20616,Binary,Binary
train18275,Numerical,Numerical
train17473,Numerical,Numerical
train22698,Binary,Numerical
train27534,Numerical,Numerical
train23268,Numerical,Categorical
train30639,Numerical,Numerical
train28922,Numerical,Numerical
train23346,Numerical,Numerical
train7078,Numerical,Numerical
train8318,Numerical,Numerical
train20745,Numerical,Categorical
train12488,Numerical,Numerical
train15881,Numerical,Numerical
train5838,Numerical,Numerical
train2367,Categorical,Numerical
train12048,Numerical,Numerical
train16119,Numerical,Numerical
train28297,Binary,Numerical
train4463,Numerical,Binary
train17540,Numerical,Numerical
train16275,Numerical,Numerical
train14315,Numerical,Numerical
train4039,Numerical,Numerical
train28335,Numerical,Numerical
train22797,Categorical,Numerical
train14347,Numerical,Numerical
train758,Numerical,Numerical
train9522,Numerical,Numerical
train15948,Numerical,Numerical
train6474,Numerical,Numerical
train4811,Numerical,Numerical
train15217,Numerical,Numerical
train17908,Numerical,Numerical
train13217,Numerical,Numerical
train16035,Numerical,Numerical
train10596,Numerical,Numerical
train7063,Numerical,Numerical
train6404,Numerical,Numerical
train6284,Binary,Numerical
train32292,Numerical,Numerical
train12311,Numerical,Numerical
train7744,Numerical,Categorical
train163,Numerical,Numerical
train8116,Numerical,Numerical
train22679,Numerical,Numerical
train245,Numerical,Numerical
train19506,Numerical,Numerical
train7281,Numerical,Numerical
train25439,Numerical,Numerical
train4837,Numerical,Categorical
train9645,Numerical,Numerical
train5240,Numerical,Categorical
train5363,Numerical,Numerical
train24522,Numerical,Numerical
train20739,Numerical,Numerical
train14414,Numerical,Numerical
train21524,Numerical,Numerical
train24768,Categorical,Numerical
train5691,Numerical,Numerical
train10533,Numerical,Numerical
train26859,Numerical,Numerical
train6845,Numerical,Numerical
train19681,Numerical,Numerical
train13618,Numerical,Numerical
train19046,Numerical,Numerical
train6345,Numerical,Numerical
train7415,Numerical,Numerical
train16045,Numerical,Numerical
train1657,Numerical,Categorical
train27019,Numerical,Numerical
train6258,Numerical,Numerical
train30643,Numerical,Numerical
train19808,Numerical,Numerical
train13576,Numerical,Numerical
train21865,Numerical,Categorical
train11083,Numerical,Numerical
train25843,Numerical,Numerical
train19283,Numerical,Numerical
train8007,Categorical,Categorical
train20021,Numerical,Numerical
train13845,Numerical,Numerical
train9681,Numerical,Numerical
train16120,Numerical,Numerical
train3533,Numerical,Numerical
train2262,Numerical,Categorical
train25090,Numerical,Numerical
train10867,Numerical,Numerical
train24613,Numerical,Numerical
train14341,Numerical,Numerical
train13122,Numerical,Numerical
train27339,Categorical,Numerical
train24929,Numerical,Numerical
train9909,Numerical,Numerical
train27912,Numerical,Numerical
train28,Numerical,Numerical
train8877,Numerical,Numerical
train28912,Numerical,Numerical
train14104,Numerical,Numerical
train30057,Numerical,Numerical
train5396,Numerical,Binary
train17398,Numerical,Numerical
train31461,Categorical,Numerical
train17476,Numerical,Numerical
train2893,Numerical,Numerical
train4921,Numerical,Numerical
train11699,Numerical,Numerical
train280,Numerical,Numerical
train30252,Numerical,Numerical
train15000,Numerical,Numerical
train4488,Numerical,Numerical
train16426,Numerical,Numerical
train25792,Binary,Numerical
train18126,Numerical,Numerical
train24973,Numerical,Numerical
train15175,Numerical,Numerical
train5181,Numerical,Numerical
train30214,Numerical,Numerical
train18214,Numerical,Numerical
train9482,Numerical,Numerical
train30419,Numerical,Categorical
train22268,Binary,Numerical
train2134,Numerical,Categorical
train9296,Numerical,Numerical
train15826,Numerical,Numerical
train2334,Binary,Numerical
train19917,Numerical,Numerical
train688,Numerical,Numerical
train27066,Numerical,Numerical
train24949,Numerical,Numerical
train9506,Numerical,Numerical
train31751,Numerical,Numerical
train2883,Binary,Numerical
train94,Numerical,Numerical
train16490,Numerical,Numerical
train17992,Numerical,Numerical
train25785,Numerical,Numerical
train20820,Numerical,Categorical
train10703,Numerical,Numerical
train20732,Numerical,Categorical
train20846,Numerical,Numerical
train15831,Numerical,Numerical
train27599,Numerical,Numerical
train7028,Numerical,Categorical
train22640,Numerical,Numerical
train20551,Binary,Numerical
train3735,Numerical,Numerical
train29448,Numerical,Numerical
train25038,Numerical,Numerical
train17296,Numerical,Numerical
train6788,Categorical,Binary
train3112,Categorical,Numerical
train26231,Numerical,Numerical
train27643,Binary,Numerical
train29880,Numerical,Numerical
train14327,Numerical,Numerical
train13244,Numerical,Numerical
train23652,Numerical,Binary
train22692,Categorical,Categorical
train23271,Numerical,Categorical
train25856,Numerical,Numerical
train243,Numerical,Numerical
train13683,Numerical,Numerical
train14211,Numerical,Numerical
train11072,Numerical,Numerical
train12810,Numerical,Numerical
train16450,Numerical,Numerical
train11303,Numerical,Numerical
train19598,Numerical,Numerical
train8277,Numerical,Numerical
train17366,Numerical,Numerical
train30689,Numerical,Categorical
train1689,Numerical,Numerical
train20780,Binary,Numerical
train17064,Numerical,Numerical
train18130,Numerical,Numerical
train11276,Numerical,Numerical
train27209,Numerical,Numerical
train19645,Numerical,Numerical
train6459,Binary,Numerical
train25205,Numerical,Numerical
train5405,Numerical,Numerical
train27679,Categorical,Binary
train9675,Numerical,Numerical
train6862,Numerical,Numerical
train19301,Numerical,Numerical
train1828,Binary,Numerical
train1544,Numerical,Numerical
train10828,Numerical,Numerical
train24192,Numerical,Numerical
train16052,Numerical,Numerical
train24540,Numerical,Numerical
train18576,Numerical,Numerical
train13064,Numerical,Numerical
train19544,Numerical,Numerical
train15931,Numerical,Numerical
train16440,Numerical,Numerical
train6124,Numerical,Categorical
train14316,Numerical,Numerical
train11651,Numerical,Numerical
train28128,Numerical,Binary
train2635,Categorical,Numerical
train10646,Numerical,Numerical
train24149,Binary,Numerical
train16624,Numerical,Numerical
train6469,Binary,Numerical
train3812,Numerical,Numerical
train30993,Numerical,Numerical
train19225,Numerical,Numerical
train6574,Numerical,Numerical
train653,Numerical,Numerical
train25556,Numerical,Categorical
train14256,Numerical,Numerical
train27014,Numerical,Numerical
train26658,Numerical,Numerical
train17991,Numerical,Numerical
train8531,Numerical,Numerical
train28514,Numerical,Numerical
train16922,Numerical,Numerical
train27178,Numerical,Numerical
train27532,Numerical,Numerical
train12148,Numerical,Numerical
train10119,Numerical,Numerical
train4164,Numerical,Numerical
train18513,Numerical,Numerical
train12713,Numerical,Numerical
train22421,Numerical,Numerical
train12641,Numerical,Numerical
train2761,Categorical,Numerical
train19509,Numerical,Numerical
train24104,Numerical,Numerical
train20198,Categorical,Numerical
train1670,Numerical,Numerical
train8621,Numerical,Numerical
train6075,Numerical,Binary
train29107,Numerical,Categorical
train1613,Numerical,Binary
train9381,Numerical,Numerical
train25292,Numerical,Binary
train4219,Numerical,Numerical
train20406,Numerical,Categorical
train17116,Numerical,Numerical
train11234,Numerical,Numerical
train10820,Numerical,Numerical
train15442,Numerical,Numerical
train8522,Numerical,Numerical
train15564,Numerical,Numerical
train18344,Numerical,Numerical
train20806,Numerical,Binary
train16083,Numerical,Numerical
train20319,Numerical,Numerical
train16778,Numerical,Numerical
train29763,Categorical,Numerical
train23133,Numerical,Numerical
train1676,Numerical,Numerical
train28531,Numerical,Numerical
train26636,Numerical,Numerical
train4660,Numerical,Numerical
train8551,Numerical,Numerical
train15277,Numerical,Numerical
train7734,Numerical,Numerical
train27695,Numerical,Categorical
train27579,Categorical,Binary
train20045,Numerical,Numerical
train12479,Numerical,Numerical
train19036,Numerical,Numerical
train12594,Numerical,Numerical
train5012,Binary,Numerical
train29177,Numerical,Numerical
train203,Binary,Numerical
train5000,Categorical,Numerical
train10591,Numerical,Numerical
train12068,Numerical,Numerical
train16022,Numerical,Numerical
train10046,Numerical,Numerical
train25423,Numerical,Numerical
train8057,Numerical,Numerical
train28644,Binary,Binary
train4905,Numerical,Numerical
train24377,Numerical,Binary
train14343,Numerical,Numerical
train23285,Numerical,Categorical
train4288,Numerical,Binary
train13508,Numerical,Numerical
train19053,Numerical,Numerical
train22365,Numerical,Numerical
train29827,Numerical,Numerical
train21742,Numerical,Numerical
train784,Categorical,Numerical
train3031,Numerical,Numerical
train10538,Numerical,Numerical
train12611,Numerical,Numerical
train4669,Numerical,Numerical
train20615,Binary,Binary
train12442,Numerical,Numerical
train10773,Numerical,Numerical
train22595,Numerical,Categorical
train15234,Numerical,Numerical
train12328,Numerical,Numerical
train4338,Numerical,Categorical
train30758,Numerical,Categorical
train14258,Numerical,Numerical
train32136,Numerical,Numerical
train23386,Numerical,Numerical
train21713,Numerical,Numerical
train6425,Numerical,Binary
train11318,Numerical,Numerical
train29900,Numerical,Binary
train9599,Numerical,Numerical
train11645,Numerical,Numerical
train5067,Categorical,Numerical
train10108,Numerical,Numerical
train23824,Numerical,Numerical
train29238,Numerical,Numerical
train12382,Numerical,Numerical
train20066,Numerical,Numerical
train7375,Numerical,Numerical
train24873,Numerical,Numerical
train24312,Numerical,Binary
train15504,Numerical,Numerical
train19064,Numerical,Numerical
train2692,Binary,Numerical
train13026,Numerical,Numerical
train7803,Numerical,Numerical
train27251,Numerical,Binary
train29295,Binary,Binary
train11389,Numerical,Numerical
train14885,Numerical,Numerical
train26330,Numerical,Numerical
train12486,Numerical,Numerical
train2020,Categorical,Numerical
train21234,Numerical,Numerical
train30344,Numerical,Numerical
train30210,Numerical,Numerical
train14280,Numerical,Numerical
train28074,Numerical,Categorical
train360,Numerical,Numerical
train11112,Numerical,Numerical
train19547,Numerical,Numerical
train27862,Numerical,Numerical
train17623,Numerical,Numerical
train20759,Categorical,Categorical
train31906,Numerical,Numerical
train2001,Numerical,Numerical
train27257,Numerical,Numerical
train11501,Numerical,Numerical
train5491,Categorical,Numerical
train5974,Numerical,Numerical
train29007,Numerical,Numerical
train7280,Numerical,Categorical
train26457,Categorical,Categorical
train9282,Numerical,Numerical
train5661,Binary,Numerical
train29109,Numerical,Numerical
train2501,Numerical,Numerical
train7408,Numerical,Binary
train5825,Numerical,Numerical
train6155,Numerical,Numerical
train20014,Numerical,Numerical
train12836,Numerical,Numerical
train26353,Numerical,Numerical
train992,Numerical,Numerical
train23443,Numerical,Numerical
train20554,Binary,Numerical
train17026,Numerical,Numerical
train18103,Numerical,Numerical
train29321,Numerical,Numerical
train12725,Numerical,Numerical
train5563,Numerical,Categorical
train2438,Categorical,Numerical
train17343,Numerical,Numerical
train20699,Numerical,Numerical
train11241,Numerical,Numerical
train21842,Numerical,Binary
train900,Numerical,Categorical
train14618,Numerical,Numerical
train31406,Binary,Numerical
train2496,Binary,Numerical
train6222,Numerical,Numerical
train11221,Numerical,Numerical
train11555,Numerical,Numerical
train4731,Numerical,Categorical
train29348,Numerical,Numerical
train7664,Numerical,Numerical
train3807,Numerical,Numerical
train26412,Numerical,Numerical
train20005,Numerical,Numerical
train11590,Numerical,Numerical
train5733,Categorical,Numerical
train32210,Numerical,Numerical
train13046,Numerical,Numerical
train30098,Numerical,Numerical
train1569,Numerical,Numerical
train23362,Numerical,Numerical
train29333,Numerical,Numerical
train15244,Numerical,Numerical
train10236,Numerical,Numerical
train29728,Numerical,Categorical
train23694,Numerical,Numerical
train13679,Numerical,Numerical
train4823,Binary,Categorical
train22675,Numerical,Numerical
train15146,Numerical,Numerical
train1857,Categorical,Numerical
train23255,Categorical,Numerical
train14003,Numerical,Numerical
train1673,Numerical,Numerical
train23610,Numerical,Numerical
train32260,Numerical,Numerical
train11168,Numerical,Numerical
train15951,Numerical,Numerical
train23473,Numerical,Numerical
train1818,Numerical,Numerical
train9180,Numerical,Numerical
train10022,Numerical,Numerical
train4265,Numerical,Numerical
train24749,Numerical,Numerical
train24748,Categorical,Numerical
train32150,Numerical,Numerical
train25353,Numerical,Numerical
train14089,Numerical,Numerical
train13149,Numerical,Numerical
train27775,Numerical,Numerical
train16869,Numerical,Numerical
train21004,Categorical,Numerical
train10492,Numerical,Numerical
train25047,Numerical,Categorical
train23978,Categorical,Numerical
train12874,Numerical,Numerical
train20955,Numerical,Numerical
train25445,Numerical,Binary
train25495,Categorical,Numerical
train1830,Binary,Numerical
train16820,Numerical,Numerical
train22087,Categorical,Numerical
train17849,Numerical,Numerical
train29778,Numerical,Numerical
train20822,Numerical,Numerical
train13392,Numerical,Numerical
train17729,Numerical,Numerical
train18612,Numerical,Numerical
train24770,Categorical,Numerical
train23218,Binary,Numerical
train19752,Numerical,Numerical
train5891,Numerical,Numerical
train7131,Categorical,Numerical
train12883,Numerical,Numerical
train26927,Numerical,Numerical
train24747,Numerical,Categorical
train12758,Numerical,Numerical
train23031,Categorical,Numerical
train23674,Binary,Numerical
train24721,Numerical,Binary
train22349,Numerical,Numerical
train30917,Numerical,Numerical
train18347,Numerical,Numerical
train27435,Numerical,Numerical
train23303,Numerical,Numerical
train5835,Binary,Categorical
train27353,Categorical,Numerical
train705,Numerical,Numerical
train15927,Numerical,Numerical
train1403,Numerical,Binary
train17100,Numerical,Numerical
train4018,Numerical,Numerical
train6275,Numerical,Categorical
train19861,Numerical,Numerical
train20471,Numerical,Numerical
train4416,Numerical,Numerical
train30215,Numerical,Numerical
train3086,Numerical,Numerical
train4371,Numerical,Numerical
train2294,Numerical,Numerical
train2978,Categorical,Numerical
train27689,Numerical,Numerical
train13522,Numerical,Numerical
train11929,Numerical,Numerical
train5271,Binary,Binary
train20141,Binary,Numerical
train8062,Categorical,Numerical
train21089,Numerical,Numerical
train29901,Numerical,Numerical
train20789,Numerical,Categorical
train20491,Binary,Numerical
train8404,Numerical,Numerical
train11208,Numerical,Numerical
train14472,Numerical,Numerical
train25069,Categorical,Numerical
train5189,Numerical,Numerical
train963,Numerical,Numerical
train17072,Numerical,Numerical
train9663,Numerical,Numerical
train3471,Numerical,Numerical
train20583,Numerical,Numerical
train8910,Numerical,Numerical
train16483,Numerical,Numerical
train20788,Numerical,Numerical
train17036,Numerical,Numerical
train15104,Numerical,Numerical
train19416,Numerical,Numerical
train25544,Numerical,Numerical
train13863,Numerical,Numerical
train11639,Numerical,Numerical
train30687,Numerical,Numerical
train22350,Numerical,Numerical
train26528,Numerical,Numerical
train20028,Numerical,Numerical
train5831,Numerical,Numerical
train23882,Numerical,Categorical
train14680,Numerical,Numerical
train25074,Numerical,Numerical
train20834,Binary,Numerical
train26519,Numerical,Categorical
train5545,Numerical,Numerical
train9697,Numerical,Numerical
train19829,Numerical,Numerical
train4684,Numerical,Categorical
train31007,Numerical,Numerical
train21706,Numerical,Numerical
train20706,Numerical,Numerical
train26146,Numerical,Binary
train27543,Numerical,Numerical
train14897,Numerical,Numerical
train7519,Categorical,Binary
train24288,Binary,Binary
train22145,Numerical,Numerical
train15482,Numerical,Numerical
train5870,Numerical,Numerical
train378,Numerical,Binary
train31563,Numerical,Numerical
train30825,Numerical,Numerical
train3278,Binary,Numerical
train11840,Numerical,Numerical
train25733,Numerical,Binary
train24851,Numerical,Numerical
train26726,Numerical,Numerical
train25335,Numerical,Numerical
train10303,Numerical,Numerical
train17318,Numerical,Numerical
train21866,Categorical,Numerical
train14771,Numerical,Numerical
train31943,Categorical,Numerical
train25979,Numerical,Numerical
train11836,Numerical,Numerical
train3074,Categorical,Numerical
train22205,Categorical,Numerical
train1766,Numerical,Numerical
train19838,Numerical,Numerical
train22642,Numerical,Numerical
train19309,Numerical,Numerical
train21552,Binary,Numerical
train12459,Numerical,Numerical
train11577,Numerical,Numerical
train25391,Numerical,Numerical
train7721,Categorical,Numerical
train26757,Numerical,Numerical
train23011,Categorical,Binary
train25105,Binary,Numerical
train5800,Numerical,Numerical
train31001,Numerical,Numerical
train10187,Numerical,Numerical
train1120,Binary,Numerical
train17788,Numerical,Numerical
train8442,Numerical,Numerical
train20153,Numerical,Numerical
train12057,Numerical,Numerical
train28490,Categorical,Numerical
train1927,Binary,Numerical
train10063,Numerical,Numerical
train982,Numerical,Numerical
train22328,Numerical,Numerical
train26276,Numerical,Numerical
train25811,Numerical,Numerical
train28482,Numerical,Numerical
train32001,Numerical,Numerical
train4372,Numerical,Numerical
train28001,Binary,Binary
train3396,Numerical,Numerical
train22404,Numerical,Numerical
train24921,Numerical,Binary
train23025,Categorical,Numerical
train11761,Numerical,Numerical
train21846,Numerical,Numerical
train807,Numerical,Numerical
train15227,Numerical,Numerical
train14566,Numerical,Numerical
train11430,Numerical,Numerical
train29821,Numerical,Binary
train31919,Numerical,Numerical
train1013,Numerical,Numerical
train7251,Numerical,Numerical
train15658,Numerical,Numerical
train25900,Numerical,Binary
train29097,Numerical,Numerical
train12647,Numerical,Numerical
train19747,Numerical,Numerical
train30677,Numerical,Categorical
train24304,Numerical,Numerical
train9510,Numerical,Numerical
train16084,Numerical,Numerical
train21470,Categorical,Numerical
train29153,Numerical,Numerical
train15112,Numerical,Numerical
train15129,Numerical,Numerical
train12740,Numerical,Numerical
train4561,Numerical,Numerical
train14975,Numerical,Numerical
train2790,Numerical,Numerical
train22809,Numerical,Binary
train11368,Numerical,Numerical
train16414,Numerical,Numerical
train241,Binary,Numerical
train28384,Categorical,Binary
train11935,Numerical,Numerical
train24103,Numerical,Numerical
train3733,Categorical,Binary
train29635,Numerical,Numerical
train30579,Numerical,Binary
train29170,Binary,Numerical
train6856,Numerical,Categorical
train31534,Numerical,Numerical
train23785,Numerical,Numerical
train21300,Numerical,Numerical
train645,Numerical,Numerical
train18098,Numerical,Numerical
train25575,Binary,Numerical
train20312,Numerical,Numerical
train4515,Numerical,Numerical
train15615,Numerical,Numerical
train31839,Categorical,Numerical
train30784,Categorical,Numerical
train29628,Numerical,Numerical
train29700,Numerical,Binary
train23888,Numerical,Numerical
train9501,Numerical,Numerical
train19969,Numerical,Numerical
train19751,Numerical,Numerical
train10904,Numerical,Numerical
train8288,Numerical,Numerical
train32147,Numerical,Numerical
train23906,Numerical,Numerical
train871,Numerical,Categorical
train29692,Numerical,Numerical
train5570,Numerical,Numerical
train87,Numerical,Numerical
train31593,Numerical,Numerical
train14387,Numerical,Numerical
train24562,Numerical,Numerical
train26112,Numerical,Numerical
train23538,Numerical,Numerical
train28913,Numerical,Binary
train4632,Numerical,Numerical
train17377,Numerical,Numerical
train23322,Numerical,Numerical
train11098,Numerical,Numerical
train27005,Numerical,Numerical
train9464,Numerical,Numerical
train4590,Numerical,Numerical
train22470,Categorical,Binary
train4118,Numerical,Categorical
train31390,Numerical,Binary
train20553,Numerical,Binary
train5524,Binary,Numerical
train14193,Numerical,Numerical
train14871,Numerical,Numerical
train24333,Numerical,Numerical
train29811,Numerical,Numerical
train1447,Numerical,Numerical
train27914,Numerical,Numerical
train28902,Numerical,Numerical
train13390,Numerical,Numerical
train7451,Binary,Categorical
train19948,Numerical,Numerical
train5848,Numerical,Numerical
train16686,Numerical,Numerical
train10668,Numerical,Numerical
train10095,Numerical,Numerical
train7171,Binary,Binary
train105,Numerical,Numerical
train15313,Numerical,Numerical
train5978,Numerical,Categorical
train10780,Numerical,Numerical
train290,Numerical,Numerical
train11927,Numerical,Numerical
train24423,Numerical,Numerical
train1589,Binary,Categorical
train3780,Numerical,Numerical
train5051,Numerical,Binary
train18700,Numerical,Numerical
train31363,Categorical,Numerical
train21077,Binary,Numerical
train11206,Numerical,Numerical
train2071,Numerical,Binary
train5482,Categorical,Numerical
train17251,Numerical,Numerical
train16767,Numerical,Numerical
train24818,Numerical,Numerical
train25825,Numerical,Numerical
train14015,Numerical,Numerical
train26243,Binary,Numerical
train31891,Numerical,Categorical
train21933,Numerical,Binary
train5943,Categorical,Numerical
train17640,Numerical,Numerical
train24084,Numerical,Numerical
train26267,Numerical,Numerical
train22003,Numerical,Categorical
train26776,Categorical,Numerical
train17331,Numerical,Numerical
train20743,Numerical,Numerical
train27711,Numerical,Numerical
train31287,Binary,Numerical
train15223,Numerical,Numerical
train26164,Numerical,Numerical
train19180,Numerical,Numerical
train3012,Numerical,Numerical
train29603,Numerical,Numerical
train15213,Numerical,Numerical
train30281,Categorical,Numerical
train14835,Numerical,Numerical
train16261,Numerical,Numerical
train3355,Categorical,Numerical
train22214,Numerical,Numerical
train1970,Numerical,Numerical
train3564,Categorical,Numerical
train5454,Numerical,Categorical
train19847,Numerical,Numerical
train24165,Numerical,Numerical
train29546,Categorical,Numerical
train270,Numerical,Numerical
train28170,Binary,Categorical
train17756,Numerical,Numerical
train26620,Numerical,Numerical
train17092,Numerical,Numerical
train23164,Numerical,Numerical
train28780,Numerical,Categorical
train12570,Numerical,Numerical
train12696,Numerical,Numerical
train1788,Numerical,Categorical
train1456,Categorical,Numerical
train1123,Numerical,Numerical
train10131,Numerical,Numerical
train31622,Numerical,Numerical
train16951,Numerical,Numerical
train14008,Numerical,Numerical
train1688,Numerical,Categorical
train3461,Numerical,Numerical
train30518,Numerical,Numerical
train20135,Binary,Binary
train10732,Numerical,Numerical
train23079,Numerical,Binary
train4920,Numerical,Numerical
train7998,Numerical,Numerical
train1294,Numerical,Numerical
train25377,Numerical,Numerical
train19241,Numerical,Numerical
train2198,Numerical,Categorical
train20210,Numerical,Numerical
train12607,Numerical,Numerical
train20001,Numerical,Numerical
train14961,Numerical,Numerical
train27516,Binary,Numerical
train8205,Numerical,Numerical
train23270,Numerical,Numerical
train7977,Numerical,Numerical
train21351,Binary,Numerical
train31748,Numerical,Numerical
train21221,Numerical,Numerical
train8832,Numerical,Numerical
train6698,Numerical,Numerical
train2760,Numerical,Numerical
train12150,Numerical,Numerical
train81,Numerical,Numerical
train23325,Numerical,Numerical
train10204,Numerical,Numerical
train13201,Numerical,Numerical
train22260,Numerical,Numerical
train6192,Numerical,Numerical
train3884,Numerical,Numerical
train2102,Numerical,Numerical
train24983,Numerical,Numerical
train27877,Numerical,Numerical
train24331,Binary,Numerical
train9015,Numerical,Numerical
train23891,Numerical,Numerical
train31588,Numerical,Numerical
train681,Numerical,Numerical
train12711,Numerical,Numerical
train6847,Binary,Numerical
train9285,Numerical,Numerical
train16933,Numerical,Numerical
train20678,Numerical,Numerical
train18691,Numerical,Numerical
train16879,Numerical,Numerical
train16323,Numerical,Numerical
train23477,Numerical,Numerical
train31228,Numerical,Numerical
train18637,Numerical,Numerical
train13841,Numerical,Numerical
train8227,Numerical,Numerical
train10823,Numerical,Numerical
train23923,Numerical,Numerical
train17032,Numerical,Numerical
train19406,Numerical,Numerical
train4708,Numerical,Binary
train1878,Categorical,Numerical
train27073,Numerical,Numerical
train30652,Numerical,Numerical
train9922,Numerical,Numerical
train24874,Numerical,Numerical
train3359,Numerical,Numerical
train7944,Categorical,Binary
train27996,Numerical,Numerical
train16504,Numerical,Numerical
train10405,Numerical,Numerical
train7610,Numerical,Numerical
train23724,Categorical,Numerical
train30768,Categorical,Numerical
train29701,Numerical,Numerical
train25025,Numerical,Numerical
train25624,Numerical,Numerical
train16649,Numerical,Numerical
train29335,Numerical,Numerical
train11557,Numerical,Numerical
train1558,Categorical,Numerical
train24526,Binary,Numerical
train2176,Binary,Numerical
train22133,Numerical,Numerical
train15196,Numerical,Numerical
train32383,Numerical,Numerical
train10349,Numerical,Numerical
train31325,Numerical,Categorical
train22185,Binary,Numerical
train19069,Numerical,Numerical
train29142,Numerical,Numerical
train29694,Binary,Numerical
train15850,Numerical,Numerical
train20527,Categorical,Numerical
train15466,Numerical,Numerical
train17675,Numerical,Numerical
train32185,Numerical,Numerical
train10670,Numerical,Numerical
train28394,Numerical,Numerical
train616,Numerical,Numerical
train23745,Numerical,Numerical
train17022,Numerical,Numerical
train19348,Numerical,Numerical
train28274,Numerical,Numerical
train29680,Numerical,Binary
train31231,Numerical,Numerical
train11495,Numerical,Numerical
train17490,Numerical,Numerical
train2755,Binary,Numerical
train16629,Numerical,Numerical
train3273,Binary,Categorical
train184,Numerical,Numerical
train28735,Numerical,Numerical
train30514,Binary,Numerical
train866,Numerical,Numerical
train3798,Categorical,Binary
train8054,Numerical,Numerical
train9289,Numerical,Numerical
train9281,Numerical,Numerical
train28697,Numerical,Numerical
train20275,Binary,Numerical
train19649,Numerical,Numerical
train27397,Numerical,Numerical
train3522,Binary,Numerical
train7223,Numerical,Numerical
train26017,Binary,Numerical
train20508,Numerical,Numerical
train23421,Categorical,Numerical
train26680,Numerical,Numerical
train18384,Numerical,Numerical
train17567,Numerical,Numerical
train893,Numerical,Numerical
train29419,Numerical,Numerical
train31929,Numerical,Numerical
train28168,Numerical,Numerical
train26306,Categorical,Numerical
train15970,Numerical,Numerical
train28865,Numerical,Numerical
train15417,Numerical,Numerical
train1774,Numerical,Categorical
train15393,Numerical,Numerical
train25988,Categorical,Numerical
train4947,Categorical,Numerical
train24398,Numerical,Binary
train25309,Numerical,Numerical
