SampleID,Kendall tau,Kendall tau p,Mann Whitney,Mann Whitney p,Wilcoxon,Wilcoxon p,Kruskal,Kruskal p
train5220,0.1122103444960484,7.8555886438865175e-31,11035572.0,0.36061450576699472,5505000.5,0.43056507872454941,0.1273208836858859,0.72122617321770011
train14817,-0.053661050020757654,0.052661906514872694,156795.0,0.010947102426362395,82915.5,0.3132949420853165,5.2545724951345685,0.021889177990443539
train15126,0.0090159396197703814,0.70573976743548505,267277.5,5.7066287085283911e-06,140170.5,0.0005978055719391476,19.259465554180753,1.1410325728002333e-05
train11504,-0.014117710165582355,0.10963246700961644,14763291.0,9.3126709772366806e-19,7653655.0,4.838865881259829e-12,76.830815112237346,1.8624872812432421e-18
train6498,0.58414644796380477,0.0,23869398.5,1.7907680828533267e-28,12339468.5,2.4861274517558862e-20,121.12860587846831,3.5814582020576277e-28
train13447,0.031409753777988353,0.0153601901774403,3376330.0,0.0077096164668238225,1669478.0,0.00010368257507718173,5.867966579462399,0.015418851982299725
train1982,0.0048800746382318882,0.85905208605228589,145632.0,1.5742560440458451e-07,83675.0,0.078480889625500413,26.157287490900572,3.1470715397171295e-07
train2307,0.70308926630541002,0.0,2258770.5,0.28854189085430582,1063240.5,3.7097687723405304e-06,0.31098674528747822,0.5770753093451475
train2651,-0.60086525346867581,9.6926383321199446e-105,165545.5,0.16771130786323335,83126.5,0.2456273502924291,0.92801519193306825,0.335379207849131
train15951,-0.51255769055858635,4.7999813907016806e-288,2465124.5,0.32826187106864979,1226419.0,0.30298444634195509,0.19778423211346846,0.65651532593103334
train12578,-0.03031377799655207,0.081319876533195806,1030403.5,0.0091552233961880169,526744.0,0.069583825657077075,5.5663031245537464,0.018309377955038179
train1556,0.007277707821681338,0.54354204496494785,3255000.0,1.4496096870153055e-111,1870843.0,7.7595347221687004e-52,502.37045035069463,2.8987486478295609e-111
train15226,-0.17872761496716449,2.1357871988578991e-19,44252.5,0.0,0.0,2.9978166633913682e-186,1548.0095230408103,0.0
train11044,-0.12544370904423779,4.2409454934771318e-07,216348.0,8.1852977439693508e-10,116539.5,2.3230424693069245e-05,36.364688985210805,1.6364124183739163e-09
train8323,-0.051251301916940453,0.037075875759235939,247917.0,0.0010896672765606645,127230.5,0.0057853739264268275,9.3923808835573492,0.0021788905529420747
train8839,0.064132509789013248,0.024781933964650837,144055.0,0.12230191597547685,72819.5,0.23617442220218443,1.3540855615599872,0.24456514138403784
train2431,-0.012224009960723202,0.36978636164180012,2470934.0,3.6416173564425317e-17,1321096.0,2.0745467755921248e-08,69.594874064971435,7.2825914415448696e-17
train7201,-0.005381005313073557,0.52750164180884174,18578422.5,0.13503799009499795,9316090.0,0.24455161160992378,1.2163666833748785,0.27007487218617365
train12016,0.043602144309324596,0.031961282796052863,517920.0,3.3984046567325394e-06,275617.5,0.0074358281083561012,20.249903554556148,6.7956888267958306e-06
train10275,-0.40793339166747894,0.0,9037679.5,0.12774888008300672,4329081.0,3.9243994185760429e-08,1.2929994062230761,0.25549593324385289
train4536,-0.012420088419590436,0.51427888490729945,729795.0,0.074204365899449898,369064.0,0.18241854609261932,2.088612976420857,0.14840075108161691
train9045,-0.13366950496024302,6.1293021062371196e-22,2656370.5,0.41807213198204679,1317135.0,0.32554593702085399,0.042782347162356744,0.83613564384439809
train9397,0.33922923215399825,1.0743107412342635e-162,4049266.0,0.30412661756015219,1980400.0,0.01083700625315347,0.26273462573982986,0.60824762423732004
train4767,-0.48281159984904892,5.0050734277872005e-255,2427883.0,0.17027503242822278,1204652.0,0.061791498099403777,0.90838179317523271,0.34054414146292056
train6679,0.0094924777766670632,0.73378251561791941,161529.5,0.28394768724893593,79058.0,0.11940699023762165,0.32631838963871379,0.56783503791609324
train12723,-0.0096836696901020404,0.41519297267943289,4488750.0,3.0639953004581167e-12,1852751.5,1.2772444741557394e-58,47.288303482030642,6.1276777255529722e-12
train999,-0.00029294155870693343,0.98797477569050285,567580.0,2.3058393789130788e-15,303927.0,4.9292004266518098e-09,61.420199681773497,4.6105603965480382e-15
train2792,-0.45770052122575522,2.4560132592381908e-103,487456.0,0.35993883386279296,246130.5,0.97643393845996918,0.12863805855004579,0.71984834674815434
train14043,-0.13249905348065555,2.1201061114262196e-16,1426764.0,0.090400222059863256,710951.0,0.045493020340996324,1.7910785213410709,0.18079481106570561
train6055,0.73000137372467178,6.7192775354685548e-178,226025.5,0.29830818711886342,106504.5,0.0049004037912445658,0.28020287764539259,0.59656827438109927
train15158,-0.23538027683658314,1.8986578792335925e-26,374908.0,0.00010417852135356098,200203.0,0.070612205329442901,13.754512258214399,0.00020831980247538589
train9000,-0.28219659303639683,1.2208603313717027e-33,333133.5,0.40721856457682415,161721.0,0.098285207264270119,0.055111310179329409,0.81439658177807128
train3962,0.4689379113941417,0.0,5232108.0,8.769099556134149e-230,3075021.5,5.4979628666332602e-97,1046.0544085627948,1.7535575898033474e-229
train8046,-0.091736617131688708,0.0017458417044817374,121279.0,0.0014740901065330124,62825.5,0.012244397452399467,8.8398760638671288,0.0029471915857355682
train14668,0.036680387898844528,0.19033903079351688,146014.5,0.0015535373494223377,68214.0,1.1694202084231002e-06,8.7440326459419904,0.0031061683440618362
train13332,-0.42914730101750725,1.4896617049257035e-76,330161.0,0.060822459994497882,169044.0,0.30117563099357803,2.3961715912515302,0.1216325938587705
train14961,0.012504900817792498,0.6363120083162066,183393.0,0.00066143948892170802,96022.0,0.017870149298794966,10.310822683419403,0.0013225231337882994
train8467,-0.011344037976280454,0.40513572925368313,2625907.5,1.2831318298780539e-07,1340040.0,1.5697720683827876e-06,26.551449722573292,2.5661208111525334e-07
train8955,0.0065480428986777976,0.72698905814338277,648471.5,2.8311476282542001e-17,354525.0,2.0310644141635706e-08,70.091726518663776,5.6609904099160464e-17
train15430,0.70650259800222182,9.2124131130716342e-281,594255.0,4.1756063400029616e-05,322355.5,0.33316792148024821,15.477324987274747,8.3500964138386407e-05
train5656,-0.44323612158551812,0.0,13565789.5,0.35221522218285395,6804140.0,0.8654079403310927,0.14390636268884285,0.70442803328786707
train7070,-0.025225138073930266,0.26813586264911049,343463.0,0.0052763564914495385,176464.0,0.035389159411743448,6.5393751601344716,0.010551240224276648
train6590,0.00039824658524736478,0.9861988292750854,322245.5,0.00061706624969595043,164379.0,0.0019249788314201154,10.438856855343021,0.0012339161504134764
train14132,0.0071952606468861022,0.64253481043882088,1656582.0,0.03196603298603496,843708.0,0.21054957980681643,3.4323812872163804,0.063929859882667361
train6790,-0.017764202549767256,0.37650006111288215,604993.5,0.35646592640467556,302964.5,0.63663502734855926,0.13539067739966512,0.71290699590640605
train8715,-0.17968987469100811,2.4189607170769721e-80,11943300.5,0.0045440545177920684,5824609.5,7.720571289966022e-09,6.8054477740048931,0.0090880160179651701
train15965,0.18862305240812074,6.0648499831141183e-15,282008.5,0.12695745002103759,143707.0,0.45124745919483678,1.3017666819805496,0.25389077084163547
train13760,0.26384978490515798,9.6521870808958283e-53,1053488.0,0.0033311333226667462,541151.5,0.048313282278199067,7.3619526543408389,0.0066618406104576519
train5224,-0.32169132553244628,1.8065273533522822e-35,209494.0,0.032829369344715087,104300.5,0.014966133239288896,3.3886087658052046,0.065648319459800958
train13158,0.14480564463405951,2.4000211706185456e-07,138939.0,1.425800900143096e-05,77074.0,0.055668135840062152,17.515027935511753,2.8504569819529266e-05
train13648,-0.0054830309426584069,0.5095885975305825,16408322.0,8.4625341796861663e-105,7783391.5,1.0639083012932407e-112,471.27414385802581,1.692413534610228e-104
train15546,-0.023984808736409881,0.15711930065428886,1095518.0,1.1008658221070761e-05,553714.0,8.5219081734284991e-06,18.006487085778726,2.201534684405433e-05
train7323,0.1031999629715782,1.7623024497381946e-09,936662.0,8.1231052106566619e-19,495640.0,3.8474875834604635e-12,77.101036634544727,1.6243204193280541e-18
train844,-0.26480702935662459,1.9955798981260208e-84,2677878.0,3.3521465671686888e-06,1375707.5,0.00019632276772782713,20.275902329795297,6.7039650270027867e-06
train1685,5.7219443168555485e-05,0.99711034780609964,1369152.0,2.5736115008734872e-13,733315.0,1.7096577198763483e-06,52.148197276616045,5.1466077952721058e-13
train890,-0.029226708517620204,0.31443881404174734,138960.5,0.38255388793710543,68541.0,0.33732687557034247,0.089329557768255394,0.76503122044543737
train2265,-0.15550215838827561,2.7893038675167157e-27,2202410.0,0.0016706716094813787,1130438.5,0.045406243949737163,8.6110963893201333,0.0033412111407965838
train6316,0.072558895603608509,1.7540393418737097e-07,2479520.0,2.9832456462311927e-05,1257404.5,7.7036736689671355e-05,16.113345658579039,5.9662117695524854e-05
train10261,-0.15635251915300802,7.1565843419111806e-18,907228.5,0.3702458205431724,451583.5,0.44126999168827008,0.10971131729107035,0.74047303655882823
train11931,-0.18505275604803006,9.0976223026236171e-18,406614.0,1.5060943518446147e-06,195849.5,2.3254972637439622e-09,21.809180597641138,3.011556898842023e-06
train14160,-0.17448548859510957,6.0365986942284575e-20,528768.0,4.5081118996618193e-37,272342.5,1.5764306873035029e-26,160.45212384246705,9.0129210778190618e-37
train9217,0.1698490398811198,1.0719922768811448e-15,475179.0,0.07049882268161356,240332.0,0.15643647448968184,2.1671523365152332,0.14098709619345562
train4603,0.28774285517209663,1.9820186077625044e-28,204800.5,0.030246914588779955,108330.5,0.76874599592698911,3.5240648385366509,0.060483936955884714
train1290,0.61107942070996679,0.0,6981774.5,0.0003187642546999672,2848088.0,6.6191357784791771e-58,11.663111114593455,0.00063751638746357216
train599,-0.049497065044999775,0.019151259387232476,461065.0,0.0016299228067584851,236022.0,0.008816689025847764,8.6562369081573625,0.0032594374110440677
train6840,-0.57486312923858174,1.7648403470782503e-238,647422.5,7.9857991692003899e-78,320990.5,6.3067995998223893e-55,347.35481949852232,1.5965087178866761e-77
train13495,-0.019010083854439478,0.27730765773812849,1008315.0,0.012153125952736276,525730.0,0.62842578927062998,5.0727472374547729,0.024304835043664999
train9777,0.30420213733716445,8.0751859767846346e-210,10473935.5,0.28047257933363989,5157501.0,0.013943325544242633,0.33807495493389905,0.56094250757218067
train11682,-0.0067518637507200004,0.67991709856211213,1272405.0,3.3570755869072403e-05,673234.5,0.078085365253251091,15.88988964674278,6.7136404900900489e-05
train1108,0.066540806677438155,4.393079237449065e-06,1946160.0,1.8992460540062981e-15,1041105.5,8.1586874671971597e-07,61.801889981204916,3.7980961044129729e-15
train10607,0.0024886321662076342,0.91832964301060815,266816.0,0.0079498390040853625,134604.0,0.0090052045492728713,5.8142191531217522,0.015897109907810413
train2881,-0.0045548450254807252,0.7923637661265428,1055421.0,0.013769093292163836,542054.5,0.17793014242624705,4.8568426296660716,0.027536685626185362
train3556,-0.016273911149778549,0.096944736007479687,10595830.0,0.19163519436849158,5339639.5,0.76310163093495342,0.76019277379449612,0.38326820131993067
train10942,-0.49331010087364724,3.4438537445837784e-193,1291966.5,0.46260971553787056,647248.0,0.96799819093118811,0.0088134832984043121,0.92520435908520082
train5179,-0.015185289272805904,0.17957541326570026,5401316.0,1.3661752810674517e-14,2747905.5,8.2387543646273385e-14,57.918378939524899,2.7322241711971325e-14
train1698,0.69877971122110072,0.0,17654762.5,0.15729541741249442,8868999.0,0.44581546617951939,1.0113085351270708,0.31458955848212677
train5550,-0.12442802604349661,4.2860601703526937e-16,1764719.5,0.10630741222900691,853957.0,0.00028279640489586714,1.5535685190203039,0.212609403084981
train13953,-0.50296891372745922,0.0,3377883.0,0.0004630136550620947,1693564.5,8.0216775211354804e-05,10.969979337986034,0.00092599792796051617
train6301,-0.018647164631468965,0.28674919055746084,1023639.0,0.069946877256383072,520464.0,0.31433390017156548,2.1791926498795728,0.1398878270910125
train1364,-0.043378112458806968,2.7846638341962294e-05,99762.0,0.0,0.0,0.0,7276.9516022891603,0.0
train7477,0.019808645881459436,0.28099077915655091,866633.0,0.40780567083208852,421415.0,0.055356284793403286,0.054391004030737634,0.81559151575812061
train10881,-0.15523397745193687,5.4077379801258997e-11,286190.0,0.0001925853833915931,146359.0,0.0012794785088045765,12.603194192887592,0.00038508810306400943
train11757,0.1979124876334874,1.022199550867972e-20,433504.0,1.4279009710181218e-06,226715.5,0.00033351288536076897,21.911454847100774,2.8552448708802664e-06
train12656,0.30859376071664529,3.0471308794043511e-59,670752.0,1.5136653951769918e-07,351194.5,0.00010200438506653448,26.232488797247992,3.0268708007377701e-07
train15051,0.48390578681147489,7.3275351160794069e-272,1344630.0,1.4215674040922821e-221,1085862.5,0.0,1008.2839320956639,2.8421371034622192e-221
train13937,-0.012466300215779181,0.49148215699231257,811108.5,3.9304354529511827e-08,420152.0,4.6836930253905857e-06,28.84031269329958,7.8598031540501008e-08
train4103,0.39292877498076656,1.049943124632368e-185,2835371.0,0.0042142168465466928,1347746.5,2.6965279852570359e-10,6.9401550600369859,0.0084281806683590716
train4091,-0.093405897425493198,1.9103312542868001e-06,663981.5,0.31727381669248361,319770.0,0.011411326919410925,0.22597364291518532,0.63452551769230858
train5982,-0.1212372819266114,1.011283418029513e-42,14710474.5,2.7713260809328548e-16,7229757.0,8.6161440276254178e-27,65.593358832008533,5.5425217978950764e-16
train5563,0.62756280092244221,3.5741199489629107e-122,187999.5,0.090826502442439283,88212.5,0.00035307496626932371,1.7842566001085218,0.18162750797347782
train5575,-0.17887565319247001,4.3852881333593997e-27,1246251.5,0.010693607526120429,630286.0,0.021480394168573818,5.2950472492326357,0.021386150766979809
train10222,0.022291022406514944,0.16895132667403479,1422359.0,0.28919892223020427,710403.5,0.38298672230362263,0.30885141892582441,0.57838585722850722
train14065,0.1766203181965588,1.0443848431742088e-21,777212.5,1.9574165454332858e-05,394660.0,3.7573830182655301e-05,16.912452648579066,3.9143945359740401e-05
train8743,0.045206555483408191,0.039976834123231712,391050.5,0.0018818154901735493,200517.5,0.011258721832999655,8.3947293255205366,0.0037631054298281536
train9475,-0.14899743687616368,5.1941906476485021e-42,5383195.0,2.3777702561425715e-56,2918298.5,4.0613876166403458e-30,248.79491117143564,4.7551300733723247e-56
train1393,0.36951274740192624,1.1182843848786033e-52,288835.5,0.39695155611216504,136593.0,0.010183047034191482,0.068279622018260544,0.79385831586406241
train10181,0.19013442949530152,1.0487715440741578e-18,460595.0,0.43070866691235099,221964.0,0.045012146157262817,0.030489101630107013,0.86138507891478511
train15212,0.19863435086164502,4.1729804897441491e-18,346520.5,0.062175517084458107,170841.0,0.011902111652607581,2.3617961595369272,0.12433895261614575
train8073,-0.54801430011775154,1.2808276346895792e-242,1336686.0,0.35966301372544507,638000.5,0.0011775649620998935,0.12915262549203621,0.71931224860351117
train4250,-0.34677752366887016,0.0,21213401.0,0.00020796716827350988,10623870.5,1.2183308987318531e-05,12.459232691893863,0.00041593077190145623
train3421,0.0047690139384051642,0.86575049149307748,153988.0,0.22625461354091086,77323.5,0.38564560947137816,0.56450253523651839,0.45245176993320102
train10303,0.30101349071509204,3.2453326368705794e-29,177971.5,0.0094033367203313848,94310.5,0.34454533743799642,5.5197749472007223,0.018802677583052492
train5905,-0.0069467136977897671,0.41999569365161549,16845400.0,2.1260488462549048e-09,8730606.5,0.00062653801681975213,34.504793048083869,4.2520299464662168e-09
train8434,0.0061273973375417252,0.71654660564322259,1126235.0,6.3195733470348565e-05,575066.0,0.00038504808626201189,14.694998840527902,0.00012638129042300391
train3357,-0.58424008945527373,0.0,1124025.0,1.1401633248082884e-192,671035.0,3.6779587887859035e-128,875.31634217353712,2.2794713192840557e-192
train12660,-0.051602947343527529,0.0049605437284258357,673710.0,2.7515651585218706e-26,428044.0,0.24332427385977184,111.14433552695948,5.5015786829756192e-26
train5133,-0.17146559481154849,5.9994728107110825e-63,8524622.5,1.1873712587007758e-05,3853770.0,1.0503562147132623e-33,17.862378014034796,2.3746957774232567e-05
train6817,-0.54035918682636164,0.0,2683498.0,0.3005171820378727,1341353.5,0.43667681696068383,0.27345006651299847,0.60102677189122466
train12522,0.055195521261352576,0.0059537574472918152,604407.0,0.29013269785983997,301950.0,0.39868380364308409,0.30584256285780287,0.58024263125971509
train8347,-0.17970800044905319,1.5449855449428715e-14,296851.0,7.5343276284805079e-05,141166.0,2.5542172366905711e-08,14.364007426094568,0.0001506546918113313
train3610,0.0048301843897923889,0.77429490092416231,1228301.5,0.43513970016625469,613290.0,0.71539434682906711,0.026674494979037382,0.87026390234039686
train1527,0.010352662967741984,0.31867394358696011,7958410.0,1.1696984582962241e-07,4042934.5,7.0922188296638825e-07,26.730222039039464,2.3393388859544759e-07
train7077,-0.010252060391887344,0.65918759350698075,322429.5,0.026818780217112152,164684.5,0.10640136247544796,3.724142247501403,0.0536311672292894
train6140,0.23974064339582926,1.0808915808011205e-143,10660211.5,7.8724975478527993e-45,5487739.5,1.4148005895985961e-36,195.98003596640103,1.5744237084873726e-44
train5004,0.25730218859963516,2.0294515812909693e-23,221261.5,0.29337166077344157,111793.0,0.71623896628750594,0.29553558449211559,0.58669484030291719
train3938,-0.036090926813123675,0.22216441231496065,118613.0,0.0042337067748628252,59890.0,0.0049444838238671259,6.9324047773343498,0.0084647797868073037
train15252,-0.48267202177647955,1.0163136391157273e-185,1248951.0,0.018582864313550322,622425.0,0.0044556805398404909,4.3428799193416108,0.037164010216020116
train14349,-0.15400722631163094,1.2158827450456657e-10,264187.5,3.4355602036992032e-06,133762.5,5.777358629110745e-06,20.229290923751506,6.8693047876785828e-06
train5434,0.0023102227037665444,0.8731270377694349,1814992.5,3.1208734534711934e-29,950249.0,1.1160443761359992e-20,124.59530054252863,6.2408703342554732e-29
train10407,0.50966185832452204,2.216024195941776e-89,114015.0,1.8527340979995272e-68,79175.0,6.4118507758215795e-21,304.35809584652895,3.700935136311441e-68
train3739,0.23507504569311194,3.704790121124532e-38,885010.0,0.1621776202874598,448652.0,0.58961876170023364,0.97135356386677929,0.3243428358508057
train7672,0.003805478183743364,0.84562109997204027,628904.0,0.00069483889894966257,324195.5,0.013833371520257485,10.219639825530669,0.0013895298389875652
train4639,0.02342283258895813,0.015903778872630718,9643492.5,8.4960534330296283e-29,5143240.5,1.7713524354236744e-13,122.60795520419421,1.6991388995024891e-28
train8891,0.25062252593479739,1.1011351489823928e-41,836756.0,0.38374752487849195,406274.5,0.040332497649012429,0.087426214476813452,0.76747505080062406
train1966,-0.67606902135241109,0.0,5011858.5,1.9857225042340739e-23,2462078.5,2.8522188469142484e-30,98.103282183425407,3.9712007849596727e-23
train6465,0.47543961247231697,7.5931128080032933e-125,611463.5,0.2759155410152685,307320.0,0.56207384754427658,0.35408624756748158,0.55180906920095185
train10737,0.0065563187164276145,0.51348580119248077,9259539.0,1.5291886924270016e-05,4721081.5,0.00056268555828513746,17.381224893867532,3.05832142807002e-05
train1307,0.26128725656630647,4.9008441804124591e-32,389138.0,0.02335331575463126,190680.5,0.0012532934317539251,3.9561036762855983,0.046701683648577477
train9873,-0.0092398732975489811,0.29565521932282768,14760852.0,3.2259356394475115e-17,7694344.5,2.8225235429310627e-09,69.833819879388841,6.4517155815545006e-17
train9270,0.21089253615665818,2.6695578411949334e-102,10616212.0,0.44075740372847,5229875.5,0.060728962500979415,0.022216830796857032,0.88151172210499729
train1599,-0.016213834602064704,0.51680373604441443,223482.0,8.8374739409651513e-06,121795.0,0.053636502853121201,18.425313175560994,1.76695088153378e-05
train4564,0.011069304014463323,0.3733526075848691,3934923.0,0.00052620669549702909,1883205.5,7.4830340418247347e-12,10.733058083830096,0.0010523838337808658
train13538,-0.67214268042504388,0.0,1281484.0,1.7521263709522091e-25,618865.5,2.9905979897347804e-29,107.4746062482142,3.5036599971500219e-25
train4498,-0.16043097551830257,1.7281846723454664e-13,438826.0,0.36992771788586576,220032.5,0.71170667776206065,0.1102819156340259,0.73982340690587667
train9632,0.0070627574015530957,0.67804174990891297,1150821.0,0.087479672667474306,589824.0,0.7606850533653553,1.8399833735187612,0.17495289598571284
train13052,0.2304629649400671,1.3735093666896321e-23,197870.0,1.1300044522968373e-57,121965.0,1.3864094045723726e-22,254.86550636071701,2.2581635673706631e-57
train11361,0.44911145739233965,0.0,559645.0,0.0,0.0,0.0,4504.0650278293979,0.0
train9364,0.039542186338760707,2.7817135739698756e-06,19106113.5,0.023544005004109341,9604395.0,0.043521719931087353,3.9422508318014153,0.047087734256896788
train13269,-0.44347742175043364,0.0,21400766.5,3.1969185533381695e-28,10232985.0,1.9870792353144728e-55,119.97890858394798,6.3936870496325672e-28
train685,0.27753709117734132,1.0361777825369518e-20,112100.0,0.00030874344910639741,57067.0,0.00075317408928343168,11.723244169430371,0.00061724258030093182
train15302,-0.13010682382564165,1.9887979425635366e-12,823415.5,0.092043112327254817,412821.0,0.1031174811896015,1.7643921501585957,0.18407762007887385
train8538,0.00042707822067806453,0.9797717564728341,1113204.5,1.3357439438926815e-06,580821.5,0.00057193889719456725,22.039311156052086,2.6712306637596449e-06
train1032,0.13431695664751858,3.7930141915648522e-09,349001.5,0.026230503090805771,175833.5,0.031505572671754162,3.761194643904286,0.052455088425871411
train9871,0.23576545838091365,9.3524407074059617e-17,148959.0,0.14745614728502238,72840.0,0.037000582799379539,1.0972552669791837,0.29486924847613294
train10525,0.35527965835454939,1.2807900032630778e-88,959138.5,0.08689142102909464,478506.5,0.05338758144557243,1.8500679346279096,0.17377549336751275
train3932,-0.50315585463846468,0.0,5984472.0,1.0283993285338232e-125,3637528.0,6.5501329388588813e-33,567.40802701986661,2.0565662545807456e-125
train4015,-0.4744276220940094,8.9804393471562683e-19,2962.5,1.0157398649173883e-36,0.0,2.4915390140397286e-44,158.85342566536525,2.0144963495419514e-36
train3735,0.21004393354354203,1.1739852238275575e-26,515838.0,1.156716178573059e-21,277238.5,1.0211719565481884e-12,90.058056178191322,2.3127305319687682e-21
