SampleID,A type,B type
train351,Numerical,Numerical
train352,Numerical,Categorical
train353,Numerical,Numerical
train354,Binary,Numerical
train355,Numerical,Numerical
train356,Numerical,Numerical
train357,Numerical,Numerical
train358,Numerical,Numerical
train359,Numerical,Binary
train360,Numerical,Numerical
train361,Categorical,Numerical
train362,Binary,Numerical
train363,Numerical,Numerical
train364,Numerical,Numerical
train365,Numerical,Numerical
train366,Numerical,Numerical
train367,Numerical,Numerical
train368,Numerical,Numerical
train369,Numerical,Numerical
train370,Numerical,Numerical
train371,Numerical,Numerical
train372,Numerical,Numerical
train373,Numerical,Binary
train374,Numerical,Numerical
train375,Numerical,Numerical
train376,Numerical,Numerical
train377,Categorical,Categorical
train378,Numerical,Binary
train379,Categorical,Numerical
train380,Numerical,Numerical
train381,Numerical,Categorical
train382,Binary,Numerical
train383,Categorical,Numerical
train384,Numerical,Categorical
train385,Numerical,Numerical
train386,Binary,Binary
train387,Categorical,Numerical
train388,Numerical,Numerical
train389,Numerical,Binary
train390,Numerical,Binary
train391,Numerical,Categorical
train392,Categorical,Numerical
train393,Binary,Categorical
train394,Categorical,Numerical
train395,Numerical,Numerical
train396,Numerical,Numerical
train397,Numerical,Binary
train398,Numerical,Numerical
train399,Binary,Binary
train400,Numerical,Categorical
train401,Numerical,Numerical
train402,Categorical,Numerical
train403,Numerical,Numerical
train404,Numerical,Categorical
train405,Numerical,Numerical
train406,Binary,Numerical
train407,Numerical,Numerical
train408,Binary,Numerical
train409,Numerical,Numerical
train410,Numerical,Numerical
train411,Numerical,Numerical
train412,Categorical,Numerical
train413,Numerical,Binary
train414,Numerical,Numerical
train415,Binary,Numerical
train416,Numerical,Numerical
train417,Categorical,Numerical
train418,Categorical,Numerical
train419,Numerical,Numerical
train420,Numerical,Numerical
train421,Numerical,Numerical
train422,Numerical,Numerical
train423,Numerical,Numerical
train424,Numerical,Numerical
train425,Binary,Binary
train426,Numerical,Numerical
train427,Numerical,Binary
train428,Numerical,Categorical
train429,Numerical,Numerical
train430,Numerical,Numerical
train431,Categorical,Numerical
train432,Binary,Numerical
train433,Binary,Numerical
train434,Numerical,Numerical
train435,Numerical,Numerical
train436,Binary,Categorical
train437,Numerical,Numerical
train438,Binary,Numerical
train439,Numerical,Numerical
train440,Numerical,Numerical
train441,Numerical,Numerical
train442,Numerical,Binary
train443,Numerical,Numerical
train444,Numerical,Numerical
train445,Binary,Numerical
train446,Numerical,Numerical
train447,Numerical,Numerical
train448,Categorical,Categorical
train449,Numerical,Numerical
train450,Binary,Numerical
train451,Numerical,Binary
train452,Numerical,Numerical
train453,Numerical,Numerical
train454,Categorical,Categorical
train455,Numerical,Categorical
train456,Numerical,Numerical
train457,Numerical,Numerical
train458,Numerical,Numerical
train459,Categorical,Numerical
train460,Numerical,Numerical
train461,Binary,Binary
train462,Categorical,Numerical
train463,Numerical,Numerical
train464,Numerical,Numerical
train465,Numerical,Numerical
train466,Categorical,Numerical
train467,Categorical,Numerical
train468,Numerical,Numerical
train469,Categorical,Binary
train470,Numerical,Numerical
train471,Numerical,Numerical
train472,Numerical,Binary
train473,Numerical,Numerical
train474,Numerical,Categorical
train475,Categorical,Numerical
train476,Numerical,Numerical
train477,Categorical,Categorical
train478,Binary,Binary
train479,Numerical,Numerical
train480,Numerical,Numerical
train481,Numerical,Categorical
train482,Binary,Binary
train483,Binary,Numerical
train484,Numerical,Numerical
train485,Categorical,Numerical
train486,Numerical,Numerical
train487,Categorical,Binary
train488,Numerical,Numerical
train489,Numerical,Numerical
train490,Numerical,Binary
train491,Binary,Binary
train492,Numerical,Numerical
train493,Numerical,Binary
train494,Numerical,Numerical
train495,Numerical,Numerical
train496,Numerical,Categorical
train497,Numerical,Binary
train498,Numerical,Numerical
train499,Numerical,Numerical
train500,Binary,Binary
train501,Numerical,Binary
train502,Categorical,Numerical
train503,Numerical,Numerical
train504,Binary,Numerical
train505,Numerical,Categorical
train506,Numerical,Numerical
train507,Numerical,Numerical
train508,Numerical,Binary
train509,Categorical,Numerical
train510,Numerical,Numerical
train511,Numerical,Categorical
train512,Binary,Numerical
train513,Numerical,Binary
train514,Numerical,Categorical
train515,Numerical,Numerical
train516,Numerical,Numerical
train517,Numerical,Numerical
train518,Numerical,Numerical
train519,Numerical,Numerical
train520,Numerical,Numerical
train521,Numerical,Numerical
train522,Numerical,Numerical
train523,Binary,Numerical
train524,Numerical,Numerical
train525,Numerical,Numerical
train526,Numerical,Numerical
train527,Numerical,Categorical
train528,Numerical,Categorical
train529,Binary,Numerical
train530,Numerical,Numerical
train531,Numerical,Numerical
train532,Numerical,Numerical
train533,Numerical,Numerical
train534,Numerical,Categorical
train535,Categorical,Binary
train536,Numerical,Numerical
train537,Binary,Numerical
train538,Binary,Numerical
train539,Binary,Numerical
train540,Numerical,Numerical
train541,Numerical,Numerical
train542,Numerical,Numerical
train543,Numerical,Numerical
train544,Numerical,Numerical
train545,Numerical,Binary
train546,Numerical,Categorical
train547,Numerical,Numerical
train548,Numerical,Categorical
train549,Categorical,Numerical
train550,Categorical,Numerical
train551,Categorical,Numerical
train552,Numerical,Numerical
train553,Numerical,Categorical
train554,Binary,Numerical
train555,Binary,Numerical
train556,Numerical,Binary
train557,Binary,Numerical
train558,Numerical,Numerical
train559,Binary,Numerical
train560,Categorical,Numerical
train561,Numerical,Numerical
train562,Numerical,Categorical
train563,Categorical,Categorical
train564,Categorical,Binary
train565,Categorical,Categorical
train566,Numerical,Numerical
train567,Numerical,Binary
train568,Numerical,Numerical
train569,Numerical,Numerical
train570,Binary,Categorical
train571,Numerical,Numerical
train572,Numerical,Numerical
train573,Binary,Numerical
train574,Binary,Binary
train575,Numerical,Binary
train576,Numerical,Binary
train577,Categorical,Numerical
train578,Numerical,Numerical
train579,Numerical,Numerical
train580,Numerical,Categorical
train581,Numerical,Numerical
train582,Categorical,Categorical
train583,Binary,Binary
train584,Numerical,Binary
train585,Numerical,Numerical
train586,Numerical,Binary
train587,Numerical,Numerical
train588,Numerical,Numerical
train589,Numerical,Numerical
train590,Numerical,Numerical
train591,Numerical,Numerical
train592,Numerical,Numerical
train593,Numerical,Numerical
train594,Numerical,Numerical
train595,Numerical,Numerical
train596,Categorical,Numerical
train597,Numerical,Numerical
train598,Numerical,Numerical
train599,Numerical,Numerical
train600,Categorical,Categorical
train601,Categorical,Categorical
train602,Numerical,Numerical
train603,Numerical,Binary
train604,Categorical,Numerical
train605,Numerical,Numerical
train606,Numerical,Numerical
train607,Categorical,Categorical
train608,Numerical,Numerical
train609,Numerical,Binary
train610,Binary,Numerical
train611,Numerical,Numerical
train612,Categorical,Categorical
train613,Numerical,Binary
train614,Numerical,Binary
train615,Categorical,Numerical
train616,Numerical,Numerical
train617,Numerical,Categorical
train618,Categorical,Numerical
train619,Numerical,Numerical
train620,Numerical,Numerical
train621,Binary,Numerical
train622,Categorical,Numerical
train623,Numerical,Numerical
train624,Numerical,Numerical
train625,Numerical,Numerical
train626,Numerical,Categorical
train627,Numerical,Numerical
train628,Binary,Binary
train629,Numerical,Numerical
train630,Numerical,Numerical
train631,Numerical,Numerical
train632,Numerical,Numerical
train633,Numerical,Numerical
train634,Numerical,Numerical
train635,Numerical,Numerical
train636,Categorical,Numerical
train637,Numerical,Numerical
train638,Numerical,Numerical
train639,Numerical,Numerical
train640,Binary,Numerical
train641,Numerical,Numerical
train642,Numerical,Categorical
train643,Categorical,Categorical
train644,Numerical,Numerical
train645,Binary,Numerical
train646,Numerical,Binary
train647,Numerical,Numerical
train648,Numerical,Numerical
train649,Numerical,Numerical
train650,Numerical,Binary
train651,Numerical,Numerical
train652,Categorical,Numerical
train653,Numerical,Numerical
train654,Numerical,Numerical
train655,Numerical,Binary
train656,Numerical,Numerical
train657,Numerical,Categorical
train658,Numerical,Categorical
train659,Numerical,Numerical
train660,Binary,Numerical
train661,Binary,Numerical
train662,Categorical,Numerical
train663,Numerical,Numerical
train664,Numerical,Numerical
train665,Numerical,Numerical
train666,Numerical,Numerical
train667,Numerical,Numerical
train668,Categorical,Numerical
train669,Numerical,Categorical
train670,Categorical,Categorical
train671,Numerical,Numerical
train672,Binary,Numerical
train673,Numerical,Numerical
train674,Numerical,Numerical
train675,Categorical,Numerical
train676,Categorical,Numerical
train677,Numerical,Categorical
train678,Numerical,Numerical
train679,Numerical,Numerical
train680,Numerical,Numerical
train681,Numerical,Numerical
train682,Numerical,Numerical
train683,Numerical,Numerical
train684,Numerical,Categorical
train685,Categorical,Numerical
train686,Numerical,Numerical
train687,Numerical,Numerical
train688,Numerical,Numerical
train689,Categorical,Numerical
train690,Numerical,Categorical
train691,Numerical,Binary
train692,Numerical,Numerical
train693,Numerical,Numerical
train694,Categorical,Numerical
train695,Numerical,Numerical
train696,Numerical,Numerical
train697,Numerical,Numerical
train698,Numerical,Numerical
train699,Numerical,Numerical
train700,Numerical,Numerical
train701,Numerical,Numerical
train702,Binary,Categorical
train703,Binary,Numerical
train704,Binary,Numerical
train705,Categorical,Categorical
train706,Numerical,Numerical
train707,Numerical,Binary
train708,Numerical,Numerical
train709,Categorical,Numerical
train710,Numerical,Numerical
train711,Binary,Numerical
train712,Numerical,Numerical
train713,Numerical,Binary
train714,Numerical,Numerical
train715,Binary,Numerical
train716,Numerical,Categorical
train717,Numerical,Categorical
train718,Binary,Numerical
train719,Numerical,Binary
train720,Categorical,Numerical
train721,Numerical,Binary
train722,Categorical,Binary
train723,Categorical,Categorical
train724,Numerical,Numerical
train725,Numerical,Numerical
train726,Binary,Numerical
train727,Numerical,Numerical
train728,Numerical,Numerical
train729,Numerical,Numerical
train730,Binary,Numerical
train731,Categorical,Categorical
train732,Numerical,Numerical
train733,Numerical,Binary
train734,Categorical,Categorical
train735,Numerical,Numerical
train736,Numerical,Numerical
train737,Binary,Numerical
train738,Numerical,Numerical
train739,Numerical,Numerical
train740,Numerical,Numerical
train741,Numerical,Numerical
train742,Numerical,Numerical
train743,Binary,Categorical
train744,Numerical,Numerical
train745,Numerical,Numerical
train746,Numerical,Numerical
train747,Numerical,Numerical
train748,Numerical,Numerical
train749,Numerical,Numerical
train750,Numerical,Numerical
train751,Numerical,Binary
train752,Categorical,Numerical
train753,Binary,Numerical
train754,Binary,Numerical
train755,Numerical,Numerical
train756,Numerical,Numerical
train757,Binary,Numerical
train758,Categorical,Binary
train759,Categorical,Numerical
train760,Binary,Numerical
train761,Numerical,Binary
train762,Numerical,Numerical
train763,Numerical,Categorical
train764,Numerical,Numerical
train765,Categorical,Numerical
train766,Numerical,Numerical
train767,Binary,Numerical
train768,Numerical,Numerical
train769,Numerical,Numerical
train770,Numerical,Numerical
train771,Numerical,Numerical
train772,Numerical,Numerical
train773,Numerical,Numerical
train774,Numerical,Numerical
train775,Numerical,Categorical
train776,Numerical,Numerical
train777,Numerical,Numerical
train778,Numerical,Binary
train779,Categorical,Categorical
train780,Numerical,Categorical
train781,Categorical,Numerical
train782,Numerical,Numerical
train783,Binary,Numerical
train784,Categorical,Categorical
train785,Categorical,Binary
train786,Numerical,Numerical
train787,Categorical,Numerical
train788,Numerical,Numerical
train789,Categorical,Numerical
train790,Numerical,Numerical
train791,Numerical,Numerical
train792,Numerical,Numerical
train793,Categorical,Numerical
train794,Numerical,Numerical
train795,Numerical,Numerical
train796,Numerical,Numerical
train797,Numerical,Numerical
train798,Numerical,Binary
train799,Numerical,Numerical
train800,Numerical,Numerical
train801,Categorical,Numerical
train802,Numerical,Numerical
train803,Numerical,Categorical
train804,Numerical,Numerical
train805,Numerical,Numerical
train806,Numerical,Numerical
train807,Numerical,Binary
train808,Binary,Numerical
train809,Binary,Numerical
train810,Numerical,Numerical
train811,Binary,Categorical
train812,Categorical,Numerical
train813,Numerical,Categorical
train814,Numerical,Numerical
train815,Numerical,Numerical
train816,Numerical,Numerical
train817,Numerical,Numerical
train818,Numerical,Numerical
train819,Numerical,Categorical
train820,Binary,Numerical
train821,Binary,Numerical
train822,Numerical,Numerical
train823,Numerical,Categorical
train824,Numerical,Numerical
train825,Binary,Numerical
train826,Numerical,Numerical
train827,Numerical,Numerical
train828,Numerical,Numerical
train829,Numerical,Categorical
train830,Numerical,Numerical
train831,Binary,Binary
train832,Categorical,Numerical
train833,Numerical,Binary
train834,Numerical,Numerical
train835,Numerical,Binary
train836,Numerical,Numerical
train837,Numerical,Numerical
train838,Numerical,Numerical
train839,Numerical,Categorical
train840,Binary,Binary
train841,Numerical,Numerical
train842,Numerical,Numerical
train843,Numerical,Numerical
train844,Categorical,Numerical
train845,Binary,Numerical
train846,Numerical,Numerical
train847,Numerical,Binary
train848,Categorical,Numerical
train849,Binary,Categorical
train850,Numerical,Binary
train851,Numerical,Binary
train852,Numerical,Binary
train853,Categorical,Categorical
train854,Numerical,Numerical
train855,Numerical,Numerical
train856,Binary,Numerical
train857,Numerical,Numerical
train858,Binary,Numerical
train859,Numerical,Numerical
train860,Numerical,Numerical
train861,Numerical,Numerical
train862,Numerical,Numerical
train863,Numerical,Numerical
train864,Numerical,Numerical
train865,Numerical,Numerical
train866,Categorical,Numerical
train867,Numerical,Categorical
train868,Numerical,Numerical
train869,Binary,Categorical
train870,Binary,Numerical
train871,Binary,Numerical
train872,Categorical,Categorical
train873,Binary,Numerical
train874,Numerical,Numerical
train875,Numerical,Numerical
train876,Numerical,Numerical
train877,Numerical,Numerical
train878,Categorical,Numerical
train879,Binary,Binary
train880,Binary,Numerical
train881,Numerical,Numerical
train882,Numerical,Numerical
train883,Binary,Categorical
train884,Numerical,Categorical
train885,Numerical,Numerical
train886,Numerical,Binary
train887,Numerical,Binary
train888,Categorical,Binary
train889,Binary,Categorical
train890,Numerical,Binary
train891,Numerical,Numerical
train892,Numerical,Numerical
train893,Numerical,Categorical
train894,Numerical,Binary
train895,Numerical,Numerical
train896,Numerical,Numerical
train897,Numerical,Numerical
train898,Numerical,Numerical
train899,Numerical,Numerical
train900,Numerical,Binary
train901,Numerical,Binary
train902,Categorical,Numerical
train903,Numerical,Binary
train904,Binary,Numerical
train905,Numerical,Binary
train906,Numerical,Binary
train907,Categorical,Numerical
train908,Numerical,Numerical
train909,Numerical,Numerical
train910,Numerical,Numerical
train911,Numerical,Numerical
train912,Numerical,Categorical
train913,Numerical,Numerical
train914,Numerical,Numerical
train915,Binary,Numerical
train916,Numerical,Numerical
train917,Numerical,Numerical
train918,Numerical,Categorical
train919,Numerical,Numerical
train920,Numerical,Numerical
train921,Numerical,Numerical
train922,Numerical,Numerical
train923,Categorical,Numerical
train924,Numerical,Numerical
train925,Numerical,Categorical
train926,Numerical,Numerical
train927,Numerical,Numerical
train928,Numerical,Numerical
train929,Categorical,Numerical
train930,Binary,Numerical
train931,Numerical,Numerical
train932,Numerical,Numerical
train933,Numerical,Numerical
train934,Numerical,Numerical
train935,Numerical,Numerical
train936,Categorical,Categorical
train937,Binary,Numerical
train938,Numerical,Numerical
train939,Binary,Categorical
train940,Categorical,Binary
train941,Numerical,Numerical
train942,Numerical,Numerical
train943,Binary,Binary
train944,Numerical,Categorical
train945,Numerical,Numerical
train946,Numerical,Numerical
train947,Binary,Numerical
train948,Numerical,Numerical
train949,Numerical,Numerical
train950,Numerical,Numerical
train951,Categorical,Numerical
train952,Categorical,Binary
train953,Categorical,Categorical
train954,Numerical,Numerical
train955,Categorical,Categorical
train956,Binary,Binary
train957,Binary,Numerical
train958,Binary,Numerical
train959,Numerical,Numerical
train960,Numerical,Numerical
train961,Categorical,Numerical
train962,Numerical,Numerical
train963,Numerical,Categorical
train964,Numerical,Categorical
train965,Numerical,Categorical
train966,Numerical,Numerical
train967,Numerical,Categorical
train968,Categorical,Numerical
train969,Binary,Categorical
train970,Categorical,Numerical
train971,Categorical,Numerical
train972,Binary,Categorical
train973,Numerical,Binary
train974,Numerical,Categorical
train975,Numerical,Numerical
train976,Binary,Binary
train977,Binary,Numerical
train978,Categorical,Binary
train979,Categorical,Numerical
train980,Numerical,Numerical
train981,Numerical,Numerical
train982,Binary,Numerical
train983,Numerical,Numerical
train984,Numerical,Numerical
train985,Numerical,Numerical
train986,Numerical,Categorical
train987,Numerical,Numerical
train988,Binary,Numerical
train989,Numerical,Numerical
train990,Numerical,Numerical
train991,Numerical,Categorical
train992,Binary,Numerical
train993,Numerical,Numerical
train994,Numerical,Numerical
train995,Numerical,Numerical
train996,Numerical,Numerical
train997,Numerical,Numerical
train998,Numerical,Numerical
train999,Numerical,Numerical
train1000,Categorical,Numerical
train1001,Numerical,Numerical
train1002,Numerical,Numerical
train1003,Categorical,Binary
train1004,Numerical,Numerical
train1005,Numerical,Categorical
train1006,Binary,Numerical
train1007,Numerical,Numerical
train1008,Numerical,Numerical
train1009,Numerical,Categorical
train1010,Numerical,Numerical
train1011,Binary,Categorical
train1012,Categorical,Numerical
train1013,Numerical,Binary
train1014,Binary,Numerical
train1015,Binary,Categorical
train1016,Numerical,Numerical
train1017,Binary,Numerical
train1018,Numerical,Numerical
train1019,Numerical,Numerical
train1020,Numerical,Categorical
train1021,Categorical,Categorical
train1022,Numerical,Numerical
train1023,Numerical,Binary
train1024,Numerical,Numerical
train1025,Numerical,Numerical
train1026,Categorical,Numerical
train1027,Numerical,Numerical
train1028,Numerical,Binary
train1029,Numerical,Numerical
train1030,Categorical,Numerical
train1031,Numerical,Numerical
train1032,Numerical,Numerical
train1033,Categorical,Categorical
train1034,Numerical,Binary
train1035,Numerical,Numerical
train1036,Numerical,Numerical
train1037,Numerical,Numerical
train1038,Numerical,Numerical
train1039,Numerical,Numerical
train1040,Numerical,Numerical
train1041,Categorical,Numerical
train1042,Numerical,Numerical
train1043,Numerical,Numerical
train1044,Numerical,Numerical
train1045,Numerical,Numerical
train1046,Numerical,Numerical
train1047,Numerical,Numerical
train1048,Numerical,Numerical
train1049,Numerical,Numerical
train1050,Numerical,Numerical
train1051,Numerical,Binary
train1052,Numerical,Numerical
train1053,Binary,Categorical
train1054,Categorical,Categorical
train1055,Numerical,Numerical
train1056,Categorical,Binary
train1057,Numerical,Categorical
train1058,Numerical,Categorical
train1059,Numerical,Numerical
train1060,Categorical,Numerical
train1061,Numerical,Numerical
train1062,Numerical,Numerical
train1063,Numerical,Numerical
train1064,Numerical,Numerical
train1065,Numerical,Binary
train1066,Numerical,Numerical
train1067,Categorical,Numerical
train1068,Numerical,Numerical
train1069,Numerical,Categorical
train1070,Numerical,Numerical
train1071,Numerical,Categorical
train1072,Categorical,Categorical
train1073,Numerical,Numerical
train1074,Numerical,Numerical
train1075,Categorical,Binary
train1076,Numerical,Numerical
train1077,Numerical,Numerical
train1078,Numerical,Numerical
train1079,Numerical,Numerical
train1080,Binary,Numerical
train1081,Numerical,Numerical
train1082,Numerical,Numerical
train1083,Numerical,Categorical
train1084,Numerical,Numerical
train1085,Categorical,Binary
train1086,Binary,Numerical
train1087,Categorical,Binary
train1088,Numerical,Numerical
train1089,Numerical,Numerical
train1090,Numerical,Numerical
